#BLOCK:          ACTUAL_TE:             TE_AVE:              ERROR:
   2378      -3.3631100e+00      -3.3630263e+00       9.6573489e-05
   2379      -3.3632315e+00      -3.3630264e+00       9.6532933e-05
   2380      -3.3633523e+00      -3.3630265e+00       9.6492470e-05
   2381      -3.3634732e+00      -3.3630267e+00       9.6452126e-05
   2382      -3.3637456e+00      -3.3630270e+00       9.6412106e-05
   2383      -3.3637165e+00      -3.3630273e+00       9.6372082e-05
   2384      -3.3638389e+00      -3.3630276e+00       9.6332259e-05
   2385      -3.3638107e+00      -3.3630280e+00       9.6292428e-05
   2386      -3.3637832e+00      -3.3630283e+00       9.6252591e-05
   2387      -3.3637580e+00      -3.3630286e+00       9.6212753e-05
   2388      -3.3635840e+00      -3.3630288e+00       9.6172744e-05
   2389      -3.3634109e+00      -3.3630290e+00       9.6132620e-05
   2390      -3.3633900e+00      -3.3630291e+00       9.6092516e-05
   2391      -3.3636733e+00      -3.3630294e+00       9.6052704e-05
   2392      -3.3641100e+00      -3.3630298e+00       9.6013611e-05
   2393      -3.3642464e+00      -3.3630304e+00       9.5974834e-05
   2394      -3.3642337e+00      -3.3630309e+00       9.5936061e-05
   2395      -3.3639211e+00      -3.3630312e+00       9.5896724e-05
   2396      -3.3639132e+00      -3.3630316e+00       9.5857407e-05
   2397      -3.3634551e+00      -3.3630318e+00       9.5817579e-05
   2398      -3.3634520e+00      -3.3630319e+00       9.5777782e-05
   2399      -3.3634508e+00      -3.3630321e+00       9.5738017e-05
   2400      -3.3636029e+00      -3.3630324e+00       9.5698422e-05
   2401      -3.3636058e+00      -3.3630326e+00       9.5658862e-05
   2402      -3.3637621e+00      -3.3630329e+00       9.5619520e-05
   2403      -3.3639205e+00      -3.3630333e+00       9.5580441e-05
   2404      -3.3639293e+00      -3.3630336e+00       9.5541409e-05
   2405      -3.3637884e+00      -3.3630340e+00       9.5502198e-05
   2406      -3.3636494e+00      -3.3630342e+00       9.5462847e-05
   2407      -3.3636628e+00      -3.3630345e+00       9.5423544e-05
   2408      -3.3636775e+00      -3.3630347e+00       9.5384290e-05
   2409      -3.3635424e+00      -3.3630350e+00       9.5344928e-05
   2410      -3.3638615e+00      -3.3630353e+00       9.5305983e-05
   2411      -3.3640306e+00      -3.3630357e+00       9.5267347e-05
   2412      -3.3635961e+00      -3.3630359e+00       9.5228133e-05
   2413      -3.3642195e+00      -3.3630364e+00       9.5189932e-05
   2414      -3.3643896e+00      -3.3630370e+00       9.5152150e-05
   2415      -3.3644083e+00      -3.3630376e+00       9.5114443e-05
   2416      -3.3647295e+00      -3.3630383e+00       9.5077653e-05
   2417      -3.3645975e+00      -3.3630389e+00       9.5040505e-05
   2418      -3.3647672e+00      -3.3630396e+00       9.5003887e-05
   2419      -3.3647854e+00      -3.3630403e+00       9.4967354e-05
   2420      -3.3648035e+00      -3.3630411e+00       9.4930906e-05
   2421      -3.3649721e+00      -3.3630419e+00       9.4895045e-05
   2422      -3.3648376e+00      -3.3630426e+00       9.4858761e-05
   2423      -3.3645527e+00      -3.3630432e+00       9.4821659e-05
   2424      -3.3645693e+00      -3.3630439e+00       9.4784631e-05
   2425      -3.3648874e+00      -3.3630446e+00       9.4748593e-05
   2426      -3.3647518e+00      -3.3630453e+00       9.4712151e-05
   2427      -3.3646149e+00      -3.3630460e+00       9.4675335e-05
   2428      -3.3646274e+00      -3.3630466e+00       9.4638582e-05
   2429      -3.3647905e+00      -3.3630473e+00       9.4602343e-05
   2430      -3.3649527e+00      -3.3630481e+00       9.4566661e-05
   2431      -3.3652650e+00      -3.3630490e+00       9.4532158e-05
   2432      -3.3651232e+00      -3.3630499e+00       9.4497135e-05
   2433      -3.3651323e+00      -3.3630507e+00       9.4462171e-05
   2434      -3.3651408e+00      -3.3630516e+00       9.4427265e-05
   2435      -3.3649968e+00      -3.3630524e+00       9.4391865e-05
   2436      -3.3648524e+00      -3.3630531e+00       9.4356008e-05
   2437      -3.3648583e+00      -3.3630539e+00       9.4320197e-05
   2438      -3.3645618e+00      -3.3630545e+00       9.4283538e-05
   2439      -3.3642651e+00      -3.3630550e+00       9.4246188e-05
   2440      -3.3639676e+00      -3.3630554e+00       9.4208304e-05
   2441      -3.3639717e+00      -3.3630557e+00       9.4170458e-05
   2442      -3.3638237e+00      -3.3630561e+00       9.4132420e-05
   2443      -3.3636750e+00      -3.3630563e+00       9.4094230e-05
   2444      -3.3639799e+00      -3.3630567e+00       9.4056489e-05
   2445      -3.3641337e+00      -3.3630571e+00       9.4019051e-05
   2446      -3.3641360e+00      -3.3630576e+00       9.3981648e-05
   2447      -3.3641374e+00      -3.3630580e+00       9.3944277e-05
   2448      -3.3641383e+00      -3.3630585e+00       9.3906938e-05
   2449      -3.3642906e+00      -3.3630590e+00       9.3869940e-05
   2450      -3.3644435e+00      -3.3630595e+00       9.3833327e-05
   2451      -3.3645956e+00      -3.3630602e+00       9.3797136e-05
   2452      -3.3648983e+00      -3.3630609e+00       9.3761879e-05
   2453      -3.3650497e+00      -3.3630617e+00       9.3727161e-05
   2454      -3.3650498e+00      -3.3630625e+00       9.3692468e-05
   2455      -3.3650507e+00      -3.3630633e+00       9.3657804e-05
   2456      -3.3655055e+00      -3.3630643e+00       9.3624949e-05
   2457      -3.3653555e+00      -3.3630653e+00       9.3591487e-05
   2458      -3.3655071e+00      -3.3630663e+00       9.3558683e-05
   2459      -3.3656584e+00      -3.3630673e+00       9.3526574e-05
   2460      -3.3656588e+00      -3.3630684e+00       9.3494488e-05
   2461      -3.3656590e+00      -3.3630694e+00       9.3462424e-05
   2462      -3.3656591e+00      -3.3630705e+00       9.3430381e-05
   2463      -3.3655087e+00      -3.3630715e+00       9.3397692e-05
   2464      -3.3653578e+00      -3.3630724e+00       9.3364396e-05
   2465      -3.3649054e+00      -3.3630731e+00       9.3329482e-05
   2466      -3.3647552e+00      -3.3630738e+00       9.3294128e-05
   2467      -3.3652093e+00      -3.3630747e+00       9.3260327e-05
   2468      -3.3649080e+00      -3.3630754e+00       9.3225497e-05
   2469      -3.3649089e+00      -3.3630762e+00       9.3190696e-05
   2470      -3.3650604e+00      -3.3630770e+00       9.3156429e-05
   2471      -3.3655136e+00      -3.3630779e+00       9.3123948e-05
   2472      -3.3653623e+00      -3.3630789e+00       9.3090862e-05
   2473      -3.3650594e+00      -3.3630797e+00       9.3056664e-05
   2474      -3.3652099e+00      -3.3630805e+00       9.3023034e-05
   2475      -3.3649075e+00      -3.3630813e+00       9.2988377e-05
   2476      -3.3650578e+00      -3.3630821e+00       9.2954248e-05
   2477      -3.3652070e+00      -3.3630829e+00       9.2920679e-05
   2478      -3.3650531e+00      -3.3630837e+00       9.2886582e-05
   2479      -3.3648992e+00      -3.3630845e+00       9.2852000e-05
   2480      -3.3650473e+00      -3.3630852e+00       9.2817933e-05
   2481      -3.3653457e+00      -3.3630862e+00       9.2784993e-05
   2482      -3.3653406e+00      -3.3630871e+00       9.2752056e-05
   2483      -3.3653344e+00      -3.3630880e+00       9.2719117e-05
   2484      -3.3651767e+00      -3.3630888e+00       9.2685604e-05
   2485      -3.3648678e+00      -3.3630895e+00       9.2651070e-05
   2486      -3.3645580e+00      -3.3630901e+00       9.2615684e-05
   2487      -3.3643979e+00      -3.3630906e+00       9.2579937e-05
   2488      -3.3640862e+00      -3.3630910e+00       9.2543591e-05
   2489      -3.3639249e+00      -3.3630914e+00       9.2507016e-05
   2490      -3.3637623e+00      -3.3630916e+00       9.2470257e-05
   2491      -3.3637497e+00      -3.3630919e+00       9.2433513e-05
   2492      -3.3634342e+00      -3.3630921e+00       9.2396523e-05
   2493      -3.3635709e+00      -3.3630922e+00       9.2359660e-05
   2494      -3.3634044e+00      -3.3630924e+00       9.2322712e-05
   2495      -3.3633887e+00      -3.3630925e+00       9.2285786e-05
   2496      -3.3636748e+00      -3.3630927e+00       9.2249107e-05
   2497      -3.3633546e+00      -3.3630928e+00       9.2212223e-05
   2498      -3.3630331e+00      -3.3630928e+00       9.2175311e-05
   2499      -3.3628612e+00      -3.3630927e+00       9.2138473e-05
   2500      -3.3629903e+00      -3.3630927e+00       9.2101627e-05
   2501      -3.3629683e+00      -3.3630926e+00       9.2064814e-05
   2502      -3.3630965e+00      -3.3630926e+00       9.2028018e-05
   2503      -3.3627703e+00      -3.3630925e+00       9.1991341e-05
   2504      -3.3630477e+00      -3.3630925e+00       9.1954605e-05
   2505      -3.3630219e+00      -3.3630924e+00       9.1917901e-05
   2506      -3.3632973e+00      -3.3630925e+00       9.1881258e-05
   2507      -3.3632699e+00      -3.3630926e+00       9.1844635e-05
   2508      -3.3633928e+00      -3.3630927e+00       9.1808092e-05
   2509      -3.3633636e+00      -3.3630928e+00       9.1771564e-05
   2510      -3.3633338e+00      -3.3630929e+00       9.1735052e-05
   2511      -3.3633035e+00      -3.3630930e+00       9.1698557e-05
   2512      -3.3631216e+00      -3.3630930e+00       9.1662054e-05
   2513      -3.3627888e+00      -3.3630929e+00       9.1625659e-05
   2514      -3.3627573e+00      -3.3630928e+00       9.1589310e-05
   2515      -3.3627251e+00      -3.3630926e+00       9.1553009e-05
   2516      -3.3625416e+00      -3.3630924e+00       9.1516883e-05
   2517      -3.3628113e+00      -3.3630923e+00       9.1480592e-05
   2518      -3.3624767e+00      -3.3630920e+00       9.1444588e-05
   2519      -3.3622936e+00      -3.3630917e+00       9.1408835e-05
   2520      -3.3627148e+00      -3.3630916e+00       9.1372684e-05
   2521      -3.3626826e+00      -3.3630914e+00       9.1336583e-05
   2522      -3.3621969e+00      -3.3630911e+00       9.1301056e-05
   2523      -3.3620140e+00      -3.3630906e+00       9.1265867e-05
   2524      -3.3616799e+00      -3.3630901e+00       9.1231419e-05
   2525      -3.3614970e+00      -3.3630894e+00       9.1197469e-05
   2526      -3.3611639e+00      -3.3630887e+00       9.1164551e-05
   2527      -3.3611336e+00      -3.3630879e+00       9.1131758e-05
   2528      -3.3611040e+00      -3.3630871e+00       9.1099088e-05
   2529      -3.3610741e+00      -3.3630863e+00       9.1066544e-05
   2530      -3.3607423e+00      -3.3630854e+00       9.1035262e-05
   2531      -3.3605623e+00      -3.3630844e+00       9.1004752e-05
   2532      -3.3608360e+00      -3.3630835e+00       9.0973142e-05
   2533      -3.3606578e+00      -3.3630826e+00       9.0942268e-05
   2534      -3.3612360e+00      -3.3630818e+00       9.0909298e-05
   2535      -3.3616640e+00      -3.3630813e+00       9.0875157e-05
   2536      -3.3616391e+00      -3.3630807e+00       9.0841103e-05
   2537      -3.3616145e+00      -3.3630801e+00       9.0807134e-05
   2538      -3.3615913e+00      -3.3630795e+00       9.0773250e-05
   2539      -3.3615690e+00      -3.3630789e+00       9.0739448e-05
   2540      -3.3616987e+00      -3.3630784e+00       9.0705351e-05
   2541      -3.3618296e+00      -3.3630779e+00       9.0670986e-05
   2542      -3.3618106e+00      -3.3630774e+00       9.0636687e-05
   2543      -3.3622455e+00      -3.3630771e+00       9.0601636e-05
   2544      -3.3625316e+00      -3.3630769e+00       9.0566276e-05
   2545      -3.3625165e+00      -3.3630766e+00       9.0530958e-05
   2546      -3.3623513e+00      -3.3630764e+00       9.0495848e-05
   2547      -3.3621867e+00      -3.3630760e+00       9.0460991e-05
   2548      -3.3621745e+00      -3.3630757e+00       9.0426181e-05
   2549      -3.3623150e+00      -3.3630754e+00       9.0391198e-05
   2550      -3.3623058e+00      -3.3630751e+00       9.0356254e-05
   2551      -3.3622978e+00      -3.3630748e+00       9.0321348e-05
   2552      -3.3621401e+00      -3.3630744e+00       9.0286698e-05
   2553      -3.3621344e+00      -3.3630740e+00       9.0252084e-05
   2554      -3.3621298e+00      -3.3630736e+00       9.0217503e-05
   2555      -3.3621264e+00      -3.3630733e+00       9.0182955e-05
   2556      -3.3618226e+00      -3.3630728e+00       9.0149000e-05
   2557      -3.3616724e+00      -3.3630722e+00       9.0115407e-05
   2558      -3.3610701e+00      -3.3630715e+00       9.0083578e-05
   2559      -3.3613755e+00      -3.3630708e+00       9.0050813e-05
   2560      -3.3615310e+00      -3.3630702e+00       9.0017645e-05
   2561      -3.3612350e+00      -3.3630695e+00       8.9985348e-05
   2562      -3.3612421e+00      -3.3630688e+00       8.9953052e-05
   2563      -3.3612500e+00      -3.3630681e+00       8.9920754e-05
   2564      -3.3611083e+00      -3.3630673e+00       8.9888932e-05
   2565      -3.3611191e+00      -3.3630665e+00       8.9857096e-05
   2566      -3.3609802e+00      -3.3630657e+00       8.9825757e-05
   2567      -3.3611449e+00      -3.3630650e+00       8.9793881e-05
   2568      -3.3605561e+00      -3.3630640e+00       8.9764229e-05
   2569      -3.3605731e+00      -3.3630630e+00       8.9734524e-05
   2570      -3.3607425e+00      -3.3630621e+00       8.9704150e-05
   2571      -3.3610643e+00      -3.3630613e+00       8.9672625e-05
   2572      -3.3610857e+00      -3.3630606e+00       8.9641050e-05
   2573      -3.3614102e+00      -3.3630599e+00       8.9608506e-05
   2574      -3.3615843e+00      -3.3630594e+00       8.9575527e-05
   2575      -3.3614571e+00      -3.3630587e+00       8.9542901e-05
   2576      -3.3616341e+00      -3.3630582e+00       8.9509848e-05
   2577      -3.3618122e+00      -3.3630577e+00       8.9476420e-05
   2578      -3.3618395e+00      -3.3630572e+00       8.9442960e-05
   2579      -3.3615657e+00      -3.3630566e+00       8.9410149e-05
   2580      -3.3617463e+00      -3.3630561e+00       8.9376936e-05
   2581      -3.3617765e+00      -3.3630556e+00       8.9343682e-05
   2582      -3.3618072e+00      -3.3630552e+00       8.9310388e-05
   2583      -3.3619901e+00      -3.3630547e+00       8.9276764e-05
   2584      -3.3623252e+00      -3.3630545e+00       8.9242660e-05
   2585      -3.3626607e+00      -3.3630543e+00       8.9208267e-05
   2586      -3.3628455e+00      -3.3630542e+00       8.9173807e-05
   2587      -3.3625790e+00      -3.3630540e+00       8.9139526e-05
   2588      -3.3626151e+00      -3.3630539e+00       8.9105244e-05
   2589      -3.3629525e+00      -3.3630538e+00       8.9070836e-05
   2590      -3.3629874e+00      -3.3630538e+00       8.9036449e-05
   2591      -3.3630221e+00      -3.3630538e+00       8.9002086e-05
   2592      -3.3633595e+00      -3.3630539e+00       8.8967827e-05
   2593      -3.3636968e+00      -3.3630542e+00       8.8933862e-05
   2594      -3.3637325e+00      -3.3630544e+00       8.8899962e-05
   2595      -3.3637675e+00      -3.3630547e+00       8.8866129e-05
   2596      -3.3638010e+00      -3.3630550e+00       8.8832362e-05
   2597      -3.3639852e+00      -3.3630554e+00       8.8798878e-05
   2598      -3.3640179e+00      -3.3630557e+00       8.8765471e-05
   2599      -3.3640494e+00      -3.3630561e+00       8.8732141e-05
   2600      -3.3642312e+00      -3.3630566e+00       8.8699164e-05
   2601      -3.3641103e+00      -3.3630570e+00       8.8665988e-05
   2602      -3.3642904e+00      -3.3630574e+00       8.8633179e-05
   2603      -3.3646205e+00      -3.3630580e+00       8.8601162e-05
   2604      -3.3644958e+00      -3.3630586e+00       8.8568858e-05
   2605      -3.3646720e+00      -3.3630592e+00       8.8537023e-05
   2606      -3.3649975e+00      -3.3630599e+00       8.8506173e-05
   2607      -3.3651698e+00      -3.3630608e+00       8.8475924e-05
   2608      -3.3650382e+00      -3.3630615e+00       8.8445248e-05
   2609      -3.3655092e+00      -3.3630625e+00       8.8416324e-05
   2610      -3.3653745e+00      -3.3630633e+00       8.8386885e-05
   2611      -3.3649360e+00      -3.3630641e+00       8.8355943e-05
   2612      -3.3649485e+00      -3.3630648e+00       8.8325062e-05
   2613      -3.3649587e+00      -3.3630655e+00       8.8294233e-05
   2614      -3.3649667e+00      -3.3630662e+00       8.8263451e-05
   2615      -3.3651238e+00      -3.3630670e+00       8.8233206e-05
   2616      -3.3655818e+00      -3.3630680e+00       8.8204714e-05
   2617      -3.3657350e+00      -3.3630690e+00       8.8176897e-05
   2618      -3.3657351e+00      -3.3630700e+00       8.8149096e-05
   2619      -3.3657325e+00      -3.3630710e+00       8.8121300e-05
   2620      -3.3655762e+00      -3.3630720e+00       8.8092853e-05
   2621      -3.3652673e+00      -3.3630728e+00       8.8063225e-05
   2622      -3.3654095e+00      -3.3630737e+00       8.8034147e-05
   2623      -3.3650969e+00      -3.3630745e+00       8.8003964e-05
   2624      -3.3649331e+00      -3.3630752e+00       8.7973276e-05
   2625      -3.3652201e+00      -3.3630760e+00       8.7943557e-05
   2626      -3.3652030e+00      -3.3630768e+00       8.7913798e-05
   2627      -3.3651851e+00      -3.3630776e+00       8.7883995e-05
   2628      -3.3653161e+00      -3.3630785e+00       8.7854681e-05
   2629      -3.3649919e+00      -3.3630792e+00       8.7824278e-05
   2630      -3.3657245e+00      -3.3630802e+00       8.7796645e-05
   2631      -3.3655487e+00      -3.3630812e+00       8.7768288e-05
   2632      -3.3653715e+00      -3.3630820e+00       8.7739255e-05
   2633      -3.3653435e+00      -3.3630829e+00       8.7710135e-05
   2634      -3.3651627e+00      -3.3630837e+00       8.7680390e-05
   2635      -3.3655857e+00      -3.3630846e+00       8.7652256e-05
   2636      -3.3658573e+00      -3.3630857e+00       8.7625316e-05
   2637      -3.3661282e+00      -3.3630868e+00       8.7599682e-05
   2638      -3.3662465e+00      -3.3630880e+00       8.7574663e-05
   2639      -3.3660629e+00      -3.3630892e+00       8.7548733e-05
   2640      -3.3660293e+00      -3.3630903e+00       8.7522654e-05
   2641      -3.3664486e+00      -3.3630915e+00       8.7498752e-05
   2642      -3.3665662e+00      -3.3630929e+00       8.7475517e-05
   2643      -3.3657778e+00      -3.3630939e+00       8.7448318e-05
   2644      -3.3660466e+00      -3.3630950e+00       8.7422375e-05
   2645      -3.3660129e+00      -3.3630961e+00       8.7396283e-05
   2646      -3.3656774e+00      -3.3630971e+00       8.7368698e-05
   2647      -3.3659472e+00      -3.3630981e+00       8.7342326e-05
   2648      -3.3656134e+00      -3.3630991e+00       8.7314506e-05
   2649      -3.3655818e+00      -3.3631000e+00       8.7286575e-05
   2650      -3.3655506e+00      -3.3631010e+00       8.7258535e-05
   2651      -3.3656712e+00      -3.3631019e+00       8.7231006e-05
   2652      -3.3654909e+00      -3.3631028e+00       8.7202764e-05
   2653      -3.3657650e+00      -3.3631038e+00       8.7175668e-05
   2654      -3.3657379e+00      -3.3631048e+00       8.7148471e-05
   2655      -3.3655614e+00      -3.3631057e+00       8.7120558e-05
   2656      -3.3653862e+00      -3.3631066e+00       8.7091988e-05
   2657      -3.3655146e+00      -3.3631075e+00       8.7063925e-05
   2658      -3.3657961e+00      -3.3631085e+00       8.7037045e-05
   2659      -3.3654745e+00      -3.3631094e+00       8.7008860e-05
   2660      -3.3654563e+00      -3.3631103e+00       8.6980623e-05
   2661      -3.3655916e+00      -3.3631112e+00       8.6952934e-05
   2662      -3.3655772e+00      -3.3631122e+00       8.6925204e-05
   2663      -3.3654132e+00      -3.3631130e+00       8.6896857e-05
   2664      -3.3654017e+00      -3.3631139e+00       8.6868484e-05
   2665      -3.3656939e+00      -3.3631148e+00       8.6841283e-05
   2666      -3.3655354e+00      -3.3631157e+00       8.6813455e-05
   2667      -3.3653780e+00      -3.3631166e+00       8.6785048e-05
   2668      -3.3655242e+00      -3.3631175e+00       8.6757211e-05
   2669      -3.3659746e+00      -3.3631186e+00       8.6731310e-05
   2670      -3.3658228e+00      -3.3631196e+00       8.6704739e-05
   2671      -3.3658232e+00      -3.3631206e+00       8.6678186e-05
   2672      -3.3661274e+00      -3.3631217e+00       8.6653051e-05
   2673      -3.3662822e+00      -3.3631229e+00       8.6628699e-05
   2674      -3.3662872e+00      -3.3631241e+00       8.6604384e-05
   2675      -3.3662936e+00      -3.3631253e+00       8.6580113e-05
   2676      -3.3663018e+00      -3.3631265e+00       8.6555896e-05
   2677      -3.3663118e+00      -3.3631276e+00       8.6531741e-05
   2678      -3.3660211e+00      -3.3631287e+00       8.6506174e-05
   2679      -3.3658825e+00      -3.3631298e+00       8.6479991e-05
   2680      -3.3654431e+00      -3.3631306e+00       8.6452030e-05
   2681      -3.3653074e+00      -3.3631314e+00       8.6423596e-05
   2682      -3.3654746e+00      -3.3631323e+00       8.6395788e-05
   2683      -3.3656431e+00      -3.3631332e+00       8.6368655e-05
   2684      -3.3652091e+00      -3.3631340e+00       8.6339939e-05
   2685      -3.3647759e+00      -3.3631346e+00       8.6309948e-05
   2686      -3.3647968e+00      -3.3631352e+00       8.6280033e-05
   2687      -3.3643651e+00      -3.3631357e+00       8.6249137e-05
   2688      -3.3643874e+00      -3.3631362e+00       8.6218307e-05
   2689      -3.3641080e+00      -3.3631365e+00       8.6187001e-05
   2690      -3.3642831e+00      -3.3631370e+00       8.6156015e-05
   2691      -3.3644585e+00      -3.3631374e+00       8.6125399e-05
   2692      -3.3646348e+00      -3.3631380e+00       8.6095202e-05
   2693      -3.3648120e+00      -3.3631386e+00       8.6065476e-05
   2694      -3.3649899e+00      -3.3631393e+00       8.6036272e-05
   2695      -3.3653196e+00      -3.3631401e+00       8.6008151e-05
   2696      -3.3654986e+00      -3.3631410e+00       8.5980698e-05
   2697      -3.3655268e+00      -3.3631419e+00       8.5953368e-05
   2698      -3.3655555e+00      -3.3631428e+00       8.5926165e-05
   2699      -3.3654344e+00      -3.3631436e+00       8.5898524e-05
   2700      -3.3654649e+00      -3.3631445e+00       8.5871012e-05
   2701      -3.3651934e+00      -3.3631452e+00       8.5842570e-05
   2702      -3.3652241e+00      -3.3631460e+00       8.5814248e-05
   2703      -3.3652550e+00      -3.3631468e+00       8.5786047e-05
   2704      -3.3654383e+00      -3.3631476e+00       8.5758507e-05
   2705      -3.3650179e+00      -3.3631483e+00       8.5729591e-05
   2706      -3.3648997e+00      -3.3631490e+00       8.5700352e-05
   2707      -3.3650842e+00      -3.3631497e+00       8.5671675e-05
   2708      -3.3649669e+00      -3.3631504e+00       8.5642667e-05
   2709      -3.3650010e+00      -3.3631510e+00       8.5613778e-05
   2710      -3.3650353e+00      -3.3631517e+00       8.5585009e-05
   2711      -3.3650696e+00      -3.3631525e+00       8.5556363e-05
   2712      -3.3652556e+00      -3.3631532e+00       8.5528331e-05
   2713      -3.3652911e+00      -3.3631540e+00       8.5500435e-05
   2714      -3.3654785e+00      -3.3631549e+00       8.5473222e-05
   2715      -3.3653644e+00      -3.3631557e+00       8.5445614e-05
   2716      -3.3654016e+00      -3.3631565e+00       8.5418156e-05
   2717      -3.3655904e+00      -3.3631574e+00       8.5391414e-05
   2718      -3.3657802e+00      -3.3631584e+00       8.5365449e-05
   2719      -3.3656687e+00      -3.3631593e+00       8.5339046e-05
   2720      -3.3657091e+00      -3.3631602e+00       8.5312820e-05
   2721      -3.3657494e+00      -3.3631612e+00       8.5286773e-05
   2722      -3.3659420e+00      -3.3631622e+00       8.5261559e-05
   2723      -3.3661355e+00      -3.3631633e+00       8.5237239e-05
   2724      -3.3661781e+00      -3.3631644e+00       8.5213133e-05
   2725      -3.3662214e+00      -3.3631655e+00       8.5189246e-05
   2726      -3.3661141e+00      -3.3631666e+00       8.5164862e-05
   2727      -3.3663104e+00      -3.3631678e+00       8.5141435e-05
   2728      -3.3662049e+00      -3.3631689e+00       8.5117503e-05
   2729      -3.3662507e+00      -3.3631700e+00       8.5093804e-05
   2730      -3.3662975e+00      -3.3631711e+00       8.5070345e-05
   2731      -3.3661939e+00      -3.3631723e+00       8.5046395e-05
   2732      -3.3662418e+00      -3.3631734e+00       8.5022687e-05
   2733      -3.3664410e+00      -3.3631746e+00       8.4999983e-05
   2734      -3.3661877e+00      -3.3631757e+00       8.4976038e-05
   2735      -3.3662370e+00      -3.3631768e+00       8.4952339e-05
   2736      -3.3665893e+00      -3.3631780e+00       8.4930445e-05
   2737      -3.3667907e+00      -3.3631794e+00       8.4909671e-05
   2738      -3.3666895e+00      -3.3631806e+00       8.4888337e-05
   2739      -3.3667395e+00      -3.3631819e+00       8.4867288e-05
   2740      -3.3672428e+00      -3.3631834e+00       8.4849254e-05
   2741      -3.3672929e+00      -3.3631849e+00       8.4831543e-05
   2742      -3.3674934e+00      -3.3631865e+00       8.4815156e-05
   2743      -3.3675425e+00      -3.3631881e+00       8.4799101e-05
   2744      -3.3675909e+00      -3.3631897e+00       8.4783376e-05
   2745      -3.3676387e+00      -3.3631913e+00       8.4767979e-05
   2746      -3.3676857e+00      -3.3631929e+00       8.4752909e-05
   2747      -3.3678832e+00      -3.3631947e+00       8.4739253e-05
   2748      -3.3674759e+00      -3.3631962e+00       8.4722736e-05
   2749      -3.3678226e+00      -3.3631979e+00       8.4708630e-05
   2750      -3.3683201e+00      -3.3631998e+00       8.4698303e-05
   2751      -3.3683619e+00      -3.3632016e+00       8.4688298e-05
   2752      -3.3682500e+00      -3.3632035e+00       8.4677390e-05
   2753      -3.3681367e+00      -3.3632053e+00       8.4665591e-05
   2754      -3.3683238e+00      -3.3632071e+00       8.4655245e-05
   2755      -3.3683574e+00      -3.3632090e+00       8.4645156e-05
   2756      -3.3686911e+00      -3.3632110e+00       8.4637812e-05
   2757      -3.3688710e+00      -3.3632130e+00       8.4632008e-05
   2758      -3.3688968e+00      -3.3632151e+00       8.4626409e-05
   2759      -3.3687690e+00      -3.3632171e+00       8.4619675e-05
   2760      -3.3686388e+00      -3.3632191e+00       8.4611813e-05
   2761      -3.3688069e+00      -3.3632211e+00       8.4605369e-05
   2762      -3.3686697e+00      -3.3632231e+00       8.4597733e-05
   2763      -3.3686803e+00      -3.3632250e+00       8.4590168e-05
   2764      -3.3688383e+00      -3.3632271e+00       8.4583939e-05
   2765      -3.3689931e+00      -3.3632292e+00       8.4579051e-05
   2766      -3.3689932e+00      -3.3632312e+00       8.4574140e-05
   2767      -3.3686875e+00      -3.3632332e+00       8.4566560e-05
   2768      -3.3686800e+00      -3.3632352e+00       8.4558899e-05
   2769      -3.3686685e+00      -3.3632371e+00       8.4551124e-05
   2770      -3.3688046e+00      -3.3632392e+00       8.4544487e-05
   2771      -3.3689366e+00      -3.3632412e+00       8.4538974e-05
   2772      -3.3690642e+00      -3.3632433e+00       8.4534571e-05
   2773      -3.3688855e+00      -3.3632453e+00       8.4528569e-05
   2774      -3.3688539e+00      -3.3632474e+00       8.4522274e-05
   2775      -3.3686674e+00      -3.3632493e+00       8.4514379e-05
   2776      -3.3686277e+00      -3.3632513e+00       8.4506140e-05
   2777      -3.3682819e+00      -3.3632531e+00       8.4495123e-05
   2778      -3.3679320e+00      -3.3632548e+00       8.4481493e-05
   2779      -3.3686360e+00      -3.3632567e+00       8.4473282e-05
   2780      -3.3685805e+00      -3.3632586e+00       8.4464600e-05
   2781      -3.3686718e+00      -3.3632606e+00       8.4456654e-05
   2782      -3.3683076e+00      -3.3632624e+00       8.4445779e-05
   2783      -3.3682413e+00      -3.3632642e+00       8.4434385e-05
   2784      -3.3681710e+00      -3.3632659e+00       8.4422450e-05
   2785      -3.3679460e+00      -3.3632676e+00       8.4408860e-05
   2786      -3.3677170e+00      -3.3632692e+00       8.4393670e-05
   2787      -3.3674849e+00      -3.3632707e+00       8.4376944e-05
   2788      -3.3672501e+00      -3.3632721e+00       8.4358750e-05
   2789      -3.3670117e+00      -3.3632735e+00       8.4339158e-05
   2790      -3.3667702e+00      -3.3632747e+00       8.4318241e-05
   2791      -3.3665258e+00      -3.3632759e+00       8.4296076e-05
   2792      -3.3662794e+00      -3.3632770e+00       8.4272748e-05
   2793      -3.3661816e+00      -3.3632780e+00       8.4248992e-05
   2794      -3.3660812e+00      -3.3632790e+00       8.4224812e-05
   2795      -3.3658279e+00      -3.3632799e+00       8.4199615e-05
   2796      -3.3657237e+00      -3.3632808e+00       8.4174037e-05
   2797      -3.3657694e+00      -3.3632817e+00       8.4148645e-05
   2798      -3.3655112e+00      -3.3632825e+00       8.4122343e-05
   2799      -3.3654022e+00      -3.3632832e+00       8.4095697e-05
   2800      -3.3654429e+00      -3.3632840e+00       8.4069200e-05
