#BLOCK:          ACTUAL_TE:             TE_AVE:              ERROR:
   9255      -3.3658053e+00      -3.3628491e+00       3.8229076e-05
   9256      -3.3657349e+00      -3.3628494e+00       3.8226217e-05
   9257      -3.3655140e+00      -3.3628497e+00       3.8223171e-05
   9258      -3.3655958e+00      -3.3628500e+00       3.8220194e-05
   9259      -3.3656787e+00      -3.3628503e+00       3.8217287e-05
   9260      -3.3656115e+00      -3.3628506e+00       3.8214323e-05
   9261      -3.3655447e+00      -3.3628509e+00       3.8211304e-05
   9262      -3.3656299e+00      -3.3628512e+00       3.8208356e-05
   9263      -3.3655650e+00      -3.3628515e+00       3.8205355e-05
   9264      -3.3650483e+00      -3.3628517e+00       3.8201967e-05
   9265      -3.3652889e+00      -3.3628520e+00       3.8198749e-05
   9266      -3.3650768e+00      -3.3628522e+00       3.8195381e-05
   9267      -3.3650168e+00      -3.3628524e+00       3.8191974e-05
   9268      -3.3646565e+00      -3.3628526e+00       3.8188349e-05
   9269      -3.3647511e+00      -3.3628528e+00       3.8184778e-05
   9270      -3.3646958e+00      -3.3628530e+00       3.8181177e-05
   9271      -3.3643399e+00      -3.3628532e+00       3.8177395e-05
   9272      -3.3639862e+00      -3.3628533e+00       3.8173473e-05
   9273      -3.3639357e+00      -3.3628534e+00       3.8169535e-05
   9274      -3.3640372e+00      -3.3628536e+00       3.8165633e-05
   9275      -3.3639894e+00      -3.3628537e+00       3.8161714e-05
   9276      -3.3637925e+00      -3.3628538e+00       3.8157734e-05
   9277      -3.3637483e+00      -3.3628539e+00       3.8153743e-05
   9278      -3.3638575e+00      -3.3628540e+00       3.8149784e-05
   9279      -3.3636669e+00      -3.3628541e+00       3.8145773e-05
   9280      -3.3636281e+00      -3.3628542e+00       3.8141754e-05
   9281      -3.3635897e+00      -3.3628542e+00       3.8137727e-05
   9282      -3.3640066e+00      -3.3628544e+00       3.8133820e-05
   9283      -3.3642740e+00      -3.3628545e+00       3.8130019e-05
   9284      -3.3642411e+00      -3.3628547e+00       3.8126204e-05
   9285      -3.3640587e+00      -3.3628548e+00       3.8122318e-05
   9286      -3.3640296e+00      -3.3628549e+00       3.8118423e-05
   9287      -3.3637002e+00      -3.3628550e+00       3.8114427e-05
   9288      -3.3635242e+00      -3.3628551e+00       3.8110392e-05
   9289      -3.3636523e+00      -3.3628552e+00       3.8106386e-05
   9290      -3.3631780e+00      -3.3628552e+00       3.8102300e-05
   9291      -3.3633100e+00      -3.3628552e+00       3.8098230e-05
   9292      -3.3632924e+00      -3.3628553e+00       3.8094159e-05
   9293      -3.3634282e+00      -3.3628554e+00       3.8090110e-05
   9294      -3.3629622e+00      -3.3628554e+00       3.8086013e-05
   9295      -3.3629518e+00      -3.3628554e+00       3.8081917e-05
   9296      -3.3627918e+00      -3.3628554e+00       3.8077821e-05
   9297      -3.3635425e+00      -3.3628554e+00       3.8073797e-05
   9298      -3.3630866e+00      -3.3628555e+00       3.8069710e-05
   9299      -3.3633884e+00      -3.3628555e+00       3.8065659e-05
   9300      -3.3632397e+00      -3.3628556e+00       3.8061589e-05
   9301      -3.3633965e+00      -3.3628556e+00       3.8057541e-05
   9302      -3.3635566e+00      -3.3628557e+00       3.8053524e-05
   9303      -3.3635691e+00      -3.3628558e+00       3.8049511e-05
   9304      -3.3637363e+00      -3.3628559e+00       3.8045539e-05
   9305      -3.3640592e+00      -3.3628560e+00       3.8041670e-05
   9306      -3.3637817e+00      -3.3628561e+00       3.8037712e-05
   9307      -3.3638103e+00      -3.3628562e+00       3.8033764e-05
   9308      -3.3636920e+00      -3.3628563e+00       3.8029783e-05
   9309      -3.3634269e+00      -3.3628564e+00       3.8025748e-05
   9310      -3.3639227e+00      -3.3628565e+00       3.8021836e-05
   9311      -3.3636678e+00      -3.3628566e+00       3.8017852e-05
   9312      -3.3638704e+00      -3.3628567e+00       3.8013925e-05
   9313      -3.3636248e+00      -3.3628567e+00       3.8009933e-05
   9314      -3.3638372e+00      -3.3628569e+00       3.8005998e-05
   9315      -3.3640542e+00      -3.3628570e+00       3.8002135e-05
   9316      -3.3641248e+00      -3.3628571e+00       3.7998299e-05
   9317      -3.3642004e+00      -3.3628573e+00       3.7994495e-05
   9318      -3.3644319e+00      -3.3628574e+00       3.7990793e-05
   9319      -3.3645168e+00      -3.3628576e+00       3.7987133e-05
   9320      -3.3646062e+00      -3.3628578e+00       3.7983521e-05
   9321      -3.3645486e+00      -3.3628580e+00       3.7979879e-05
   9322      -3.3646464e+00      -3.3628582e+00       3.7976289e-05
   9323      -3.3647485e+00      -3.3628584e+00       3.7972757e-05
   9324      -3.3650058e+00      -3.3628586e+00       3.7969383e-05
   9325      -3.3648137e+00      -3.3628588e+00       3.7965890e-05
   9326      -3.3649268e+00      -3.3628590e+00       3.7962467e-05
   9327      -3.3650430e+00      -3.3628593e+00       3.7959119e-05
   9328      -3.3650107e+00      -3.3628595e+00       3.7955750e-05
   9329      -3.3648298e+00      -3.3628597e+00       3.7952269e-05
   9330      -3.3651044e+00      -3.3628600e+00       3.7948964e-05
   9331      -3.3653809e+00      -3.3628602e+00       3.7945858e-05
   9332      -3.3656584e+00      -3.3628605e+00       3.7942977e-05
   9333      -3.3659369e+00      -3.3628609e+00       3.7940343e-05
   9334      -3.3662169e+00      -3.3628612e+00       3.7937982e-05
   9335      -3.3663457e+00      -3.3628616e+00       3.7935754e-05
   9336      -3.3664745e+00      -3.3628620e+00       3.7933665e-05
   9337      -3.3667549e+00      -3.3628624e+00       3.7931893e-05
   9338      -3.3670346e+00      -3.3628628e+00       3.7930462e-05
   9339      -3.3668598e+00      -3.3628633e+00       3.7928815e-05
   9340      -3.3672890e+00      -3.3628637e+00       3.7927714e-05
   9341      -3.3675659e+00      -3.3628642e+00       3.7926994e-05
   9342      -3.3676894e+00      -3.3628648e+00       3.7926451e-05
   9343      -3.3676598e+00      -3.3628653e+00       3.7925864e-05
   9344      -3.3679299e+00      -3.3628658e+00       3.7925678e-05
   9345      -3.3683486e+00      -3.3628664e+00       3.7926158e-05
   9346      -3.3683110e+00      -3.3628670e+00       3.7926574e-05
   9347      -3.3682707e+00      -3.3628676e+00       3.7926922e-05
   9348      -3.3683789e+00      -3.3628681e+00       3.7927447e-05
   9349      -3.3686351e+00      -3.3628688e+00       3.7928406e-05
   9350      -3.3687365e+00      -3.3628694e+00       3.7929541e-05
   9351      -3.3686824e+00      -3.3628700e+00       3.7930579e-05
   9352      -3.3689275e+00      -3.3628707e+00       3.7932053e-05
   9353      -3.3691686e+00      -3.3628713e+00       3.7933974e-05
   9354      -3.3694054e+00      -3.3628720e+00       3.7936349e-05
   9355      -3.3696383e+00      -3.3628728e+00       3.7939188e-05
   9356      -3.3698671e+00      -3.3628735e+00       3.7942498e-05
   9357      -3.3702432e+00      -3.3628743e+00       3.7946617e-05
   9358      -3.3703119e+00      -3.3628751e+00       3.7950884e-05
   9359      -3.3705272e+00      -3.3628759e+00       3.7955635e-05
   9360      -3.3707398e+00      -3.3628767e+00       3.7960878e-05
   9361      -3.3709466e+00      -3.3628776e+00       3.7966610e-05
   9362      -3.3708462e+00      -3.3628785e+00       3.7972095e-05
   9363      -3.3708916e+00      -3.3628793e+00       3.7977682e-05
   9364      -3.3709314e+00      -3.3628802e+00       3.7983360e-05
   9365      -3.3709674e+00      -3.3628810e+00       3.7989120e-05
   9366      -3.3709985e+00      -3.3628819e+00       3.7994949e-05
   9367      -3.3707215e+00      -3.3628827e+00       3.8000109e-05
   9368      -3.3711955e+00      -3.3628836e+00       3.8006412e-05
   9369      -3.3713617e+00      -3.3628845e+00       3.8013127e-05
   9370      -3.3712203e+00      -3.3628854e+00       3.8019478e-05
   9371      -3.3710738e+00      -3.3628863e+00       3.8025461e-05
   9372      -3.3709222e+00      -3.3628872e+00       3.8031070e-05
   9373      -3.3710677e+00      -3.3628880e+00       3.8037026e-05
   9374      -3.3712083e+00      -3.3628889e+00       3.8043322e-05
   9375      -3.3711926e+00      -3.3628898e+00       3.8049574e-05
   9376      -3.3714747e+00      -3.3628907e+00       3.8056531e-05
   9377      -3.3712992e+00      -3.3628916e+00       3.8063035e-05
   9378      -3.3711185e+00      -3.3628925e+00       3.8069085e-05
   9379      -3.3713865e+00      -3.3628934e+00       3.8075797e-05
   9380      -3.3714997e+00      -3.3628943e+00       3.8082790e-05
   9381      -3.3713061e+00      -3.3628952e+00       3.8089286e-05
   9382      -3.3714100e+00      -3.3628961e+00       3.8096037e-05
   9383      -3.3709054e+00      -3.3628970e+00       3.8101539e-05
   9384      -3.3706990e+00      -3.3628978e+00       3.8106549e-05
   9385      -3.3707919e+00      -3.3628986e+00       3.8111770e-05
   9386      -3.3708808e+00      -3.3628995e+00       3.8117197e-05
   9387      -3.3706635e+00      -3.3629003e+00       3.8122109e-05
   9388      -3.3707451e+00      -3.3629012e+00       3.8127205e-05
   9389      -3.3708242e+00      -3.3629020e+00       3.8132482e-05
   9390      -3.3709010e+00      -3.3629029e+00       3.8137935e-05
   9391      -3.3711257e+00      -3.3629037e+00       3.8143924e-05
   9392      -3.3710451e+00      -3.3629046e+00       3.8149711e-05
   9393      -3.3705089e+00      -3.3629054e+00       3.8154239e-05
   9394      -3.3704246e+00      -3.3629062e+00       3.8158572e-05
   9395      -3.3706407e+00      -3.3629070e+00       3.8163390e-05
   9396      -3.3702499e+00      -3.3629078e+00       3.8167329e-05
   9397      -3.3703104e+00      -3.3629086e+00       3.8171396e-05
   9398      -3.3699174e+00      -3.3629093e+00       3.8174619e-05
   9399      -3.3698247e+00      -3.3629101e+00       3.8177647e-05
   9400      -3.3700318e+00      -3.3629108e+00       3.8181102e-05
   9401      -3.3699358e+00      -3.3629116e+00       3.8184353e-05
   9402      -3.3696876e+00      -3.3629123e+00       3.8187092e-05
   9403      -3.3697409e+00      -3.3629130e+00       3.8189936e-05
   9404      -3.3693403e+00      -3.3629137e+00       3.8191990e-05
   9405      -3.3692411e+00      -3.3629144e+00       3.8193854e-05
   9406      -3.3692924e+00      -3.3629151e+00       3.8195812e-05
   9407      -3.3690415e+00      -3.3629157e+00       3.8197304e-05
   9408      -3.3690925e+00      -3.3629164e+00       3.8198886e-05
   9409      -3.3688412e+00      -3.3629170e+00       3.8200016e-05
   9410      -3.3688923e+00      -3.3629176e+00       3.8201234e-05
   9411      -3.3690945e+00      -3.3629183e+00       3.8202812e-05
   9412      -3.3689947e+00      -3.3629189e+00       3.8204208e-05
   9413      -3.3690460e+00      -3.3629196e+00       3.8205694e-05
   9414      -3.3689467e+00      -3.3629202e+00       3.8207000e-05
   9415      -3.3686969e+00      -3.3629208e+00       3.8207868e-05
   9416      -3.3685989e+00      -3.3629214e+00       3.8208568e-05
   9417      -3.3685016e+00      -3.3629220e+00       3.8209106e-05
   9418      -3.3688587e+00      -3.3629227e+00       3.8210248e-05
   9419      -3.3690660e+00      -3.3629233e+00       3.8211757e-05
   9420      -3.3691228e+00      -3.3629240e+00       3.8213368e-05
   9421      -3.3688777e+00      -3.3629246e+00       3.8214537e-05
   9422      -3.3686340e+00      -3.3629252e+00       3.8215285e-05
   9423      -3.3685422e+00      -3.3629258e+00       3.8215878e-05
   9424      -3.3681492e+00      -3.3629264e+00       3.8215842e-05
   9425      -3.3680603e+00      -3.3629269e+00       3.8215670e-05
   9426      -3.3679721e+00      -3.3629274e+00       3.8215363e-05
   9427      -3.3678854e+00      -3.3629280e+00       3.8214928e-05
   9428      -3.3678001e+00      -3.3629285e+00       3.8214369e-05
   9429      -3.3677160e+00      -3.3629290e+00       3.8213689e-05
   9430      -3.3676337e+00      -3.3629295e+00       3.8212893e-05
   9431      -3.3674021e+00      -3.3629300e+00       3.8211784e-05
   9432      -3.3673229e+00      -3.3629304e+00       3.8210571e-05
   9433      -3.3672454e+00      -3.3629309e+00       3.8209259e-05
   9434      -3.3671695e+00      -3.3629313e+00       3.8207850e-05
   9435      -3.3672460e+00      -3.3629318e+00       3.8206537e-05
   9436      -3.3673242e+00      -3.3629323e+00       3.8205323e-05
   9437      -3.3672537e+00      -3.3629327e+00       3.8204019e-05
   9438      -3.3671844e+00      -3.3629332e+00       3.8202627e-05
   9439      -3.3671163e+00      -3.3629336e+00       3.8201150e-05
   9440      -3.3670494e+00      -3.3629341e+00       3.8199591e-05
   9441      -3.3668331e+00      -3.3629345e+00       3.8197778e-05
   9442      -3.3666186e+00      -3.3629349e+00       3.8195725e-05
   9443      -3.3667080e+00      -3.3629353e+00       3.8193770e-05
   9444      -3.3667988e+00      -3.3629357e+00       3.8191917e-05
   9445      -3.3668912e+00      -3.3629361e+00       3.8190169e-05
   9446      -3.3666831e+00      -3.3629365e+00       3.8188186e-05
   9447      -3.3669293e+00      -3.3629369e+00       3.8186483e-05
   9448      -3.3667238e+00      -3.3629373e+00       3.8184544e-05
   9449      -3.3668220e+00      -3.3629377e+00       3.8182716e-05
   9450      -3.3666194e+00      -3.3629381e+00       3.8180664e-05
   9451      -3.3668710e+00      -3.3629385e+00       3.8178891e-05
   9452      -3.3665203e+00      -3.3629389e+00       3.8176733e-05
   9453      -3.3663219e+00      -3.3629393e+00       3.8174372e-05
   9454      -3.3662747e+00      -3.3629396e+00       3.8171964e-05
   9455      -3.3660784e+00      -3.3629399e+00       3.8169370e-05
   9456      -3.3658826e+00      -3.3629403e+00       3.8166602e-05
   9457      -3.3655374e+00      -3.3629405e+00       3.8163554e-05
   9458      -3.3650423e+00      -3.3629408e+00       3.8160166e-05
   9459      -3.3651528e+00      -3.3629410e+00       3.8156849e-05
   9460      -3.3649622e+00      -3.3629412e+00       3.8153413e-05
   9461      -3.3650751e+00      -3.3629414e+00       3.8150047e-05
   9462      -3.3651901e+00      -3.3629417e+00       3.8146756e-05
   9463      -3.3651554e+00      -3.3629419e+00       3.8143442e-05
   9464      -3.3649713e+00      -3.3629421e+00       3.8140014e-05
   9465      -3.3647885e+00      -3.3629423e+00       3.8136484e-05
   9466      -3.3643050e+00      -3.3629425e+00       3.8132726e-05
   9467      -3.3641256e+00      -3.3629426e+00       3.8128903e-05
   9468      -3.3640992e+00      -3.3629427e+00       3.8125072e-05
   9469      -3.3639234e+00      -3.3629428e+00       3.8121186e-05
   9470      -3.3642033e+00      -3.3629429e+00       3.8117393e-05
   9471      -3.3640328e+00      -3.3629430e+00       3.8113542e-05
   9472      -3.3641668e+00      -3.3629432e+00       3.8109737e-05
   9473      -3.3643030e+00      -3.3629433e+00       3.8105985e-05
   9474      -3.3644419e+00      -3.3629435e+00       3.8102291e-05
   9475      -3.3642818e+00      -3.3629436e+00       3.8098531e-05
   9476      -3.3645784e+00      -3.3629438e+00       3.8094901e-05
   9477      -3.3645761e+00      -3.3629440e+00       3.8091271e-05
   9478      -3.3645767e+00      -3.3629441e+00       3.8087642e-05
   9479      -3.3647320e+00      -3.3629443e+00       3.8084091e-05
   9480      -3.3645888e+00      -3.3629445e+00       3.8080468e-05
   9481      -3.3646009e+00      -3.3629447e+00       3.8076853e-05
   9482      -3.3647675e+00      -3.3629449e+00       3.8073322e-05
   9483      -3.3649391e+00      -3.3629451e+00       3.8069888e-05
   9484      -3.3648122e+00      -3.3629453e+00       3.8066383e-05
   9485      -3.3646891e+00      -3.3629455e+00       3.8062814e-05
   9486      -3.3645702e+00      -3.3629456e+00       3.8059186e-05
   9487      -3.3644556e+00      -3.3629458e+00       3.8055507e-05
   9488      -3.3646474e+00      -3.3629460e+00       3.8051919e-05
   9489      -3.3651470e+00      -3.3629462e+00       3.8048616e-05
   9490      -3.3650471e+00      -3.3629464e+00       3.8045251e-05
   9491      -3.3651016e+00      -3.3629466e+00       3.8041920e-05
   9492      -3.3653120e+00      -3.3629469e+00       3.8038728e-05
   9493      -3.3647718e+00      -3.3629471e+00       3.8035207e-05
   9494      -3.3649917e+00      -3.3629473e+00       3.8031810e-05
   9495      -3.3647630e+00      -3.3629475e+00       3.8028286e-05
   9496      -3.3646892e+00      -3.3629477e+00       3.8024723e-05
   9497      -3.3647707e+00      -3.3629479e+00       3.8021204e-05
   9498      -3.3644040e+00      -3.3629480e+00       3.8017510e-05
   9499      -3.3643436e+00      -3.3629482e+00       3.8013792e-05
   9500      -3.3642875e+00      -3.3629483e+00       3.8010052e-05
   9501      -3.3646884e+00      -3.3629485e+00       3.8006492e-05
   9502      -3.3646392e+00      -3.3629487e+00       3.8002909e-05
   9503      -3.3648955e+00      -3.3629489e+00       3.7999462e-05
   9504      -3.3647022e+00      -3.3629491e+00       3.7995912e-05
   9505      -3.3645134e+00      -3.3629492e+00       3.7992271e-05
   9506      -3.3647801e+00      -3.3629494e+00       3.7988762e-05
   9507      -3.3647466e+00      -3.3629496e+00       3.7985236e-05
   9508      -3.3650184e+00      -3.3629498e+00       3.7981865e-05
   9509      -3.3649909e+00      -3.3629500e+00       3.7978477e-05
   9510      -3.3654177e+00      -3.3629503e+00       3.7975370e-05
   9511      -3.3653926e+00      -3.3629506e+00       3.7972245e-05
   9512      -3.3653684e+00      -3.3629508e+00       3.7969104e-05
   9513      -3.3654962e+00      -3.3629511e+00       3.7966055e-05
   9514      -3.3656246e+00      -3.3629514e+00       3.7963105e-05
   9515      -3.3656024e+00      -3.3629516e+00       3.7960137e-05
   9516      -3.3658828e+00      -3.3629519e+00       3.7957398e-05
   9517      -3.3658609e+00      -3.3629523e+00       3.7954640e-05
   9518      -3.3658387e+00      -3.3629526e+00       3.7951864e-05
   9519      -3.3659673e+00      -3.3629529e+00       3.7949198e-05
   9520      -3.3660957e+00      -3.3629532e+00       3.7946648e-05
   9521      -3.3662227e+00      -3.3629535e+00       3.7944216e-05
   9522      -3.3663477e+00      -3.3629539e+00       3.7941906e-05
   9523      -3.3663199e+00      -3.3629543e+00       3.7939568e-05
   9524      -3.3664408e+00      -3.3629546e+00       3.7937350e-05
   9525      -3.3661073e+00      -3.3629550e+00       3.7934811e-05
   9526      -3.3663761e+00      -3.3629553e+00       3.7932529e-05
   9527      -3.3666413e+00      -3.3629557e+00       3.7930521e-05
   9528      -3.3669035e+00      -3.3629561e+00       3.7928803e-05
   9529      -3.3670120e+00      -3.3629565e+00       3.7927210e-05
   9530      -3.3669668e+00      -3.3629570e+00       3.7925565e-05
   9531      -3.3672199e+00      -3.3629574e+00       3.7924223e-05
   9532      -3.3673183e+00      -3.3629579e+00       3.7923004e-05
   9533      -3.3675645e+00      -3.3629583e+00       3.7922105e-05
   9534      -3.3678073e+00      -3.3629589e+00       3.7921537e-05
   9535      -3.3680464e+00      -3.3629594e+00       3.7921314e-05
   9536      -3.3681306e+00      -3.3629599e+00       3.7921214e-05
   9537      -3.3682113e+00      -3.3629605e+00       3.7921236e-05
   9538      -3.3682882e+00      -3.3629610e+00       3.7921374e-05
   9539      -3.3683614e+00      -3.3629616e+00       3.7921624e-05
   9540      -3.3682805e+00      -3.3629622e+00       3.7921747e-05
   9541      -3.3681955e+00      -3.3629627e+00       3.7921739e-05
   9542      -3.3681061e+00      -3.3629633e+00       3.7921596e-05
   9543      -3.3680133e+00      -3.3629638e+00       3.7921314e-05
   9544      -3.3680681e+00      -3.3629643e+00       3.7921112e-05
   9545      -3.3678176e+00      -3.3629648e+00       3.7920548e-05
   9546      -3.3678654e+00      -3.3629653e+00       3.7920050e-05
   9547      -3.3676074e+00      -3.3629658e+00       3.7919195e-05
   9548      -3.3679504e+00      -3.3629663e+00       3.7918818e-05
   9549      -3.3679879e+00      -3.3629669e+00       3.7918493e-05
   9550      -3.3684756e+00      -3.3629675e+00       3.7918910e-05
   9551      -3.3686577e+00      -3.3629680e+00       3.7919620e-05
   9552      -3.3685342e+00      -3.3629686e+00       3.7920127e-05
   9553      -3.3684081e+00      -3.3629692e+00       3.7920432e-05
   9554      -3.3681280e+00      -3.3629697e+00       3.7920307e-05
   9555      -3.3686010e+00      -3.3629703e+00       3.7920918e-05
   9556      -3.3687690e+00      -3.3629709e+00       3.7921805e-05
   9557      -3.3689346e+00      -3.3629716e+00       3.7922971e-05
   9558      -3.3687955e+00      -3.3629722e+00       3.7923898e-05
   9559      -3.3688050e+00      -3.3629728e+00       3.7924839e-05
   9560      -3.3686612e+00      -3.3629734e+00       3.7925540e-05
   9561      -3.3685153e+00      -3.3629740e+00       3.7926002e-05
   9562      -3.3682167e+00      -3.3629745e+00       3.7925999e-05
   9563      -3.3682182e+00      -3.3629750e+00       3.7925997e-05
   9564      -3.3682177e+00      -3.3629756e+00       3.7925992e-05
   9565      -3.3680659e+00      -3.3629761e+00       3.7925761e-05
   9566      -3.3685167e+00      -3.3629767e+00       3.7926219e-05
   9567      -3.3686634e+00      -3.3629773e+00       3.7926912e-05
   9568      -3.3686577e+00      -3.3629779e+00       3.7927595e-05
   9569      -3.3688016e+00      -3.3629785e+00       3.7928514e-05
   9570      -3.3686417e+00      -3.3629791e+00       3.7929167e-05
   9571      -3.3686314e+00      -3.3629797e+00       3.7929801e-05
   9572      -3.3686202e+00      -3.3629803e+00       3.7930416e-05
   9573      -3.3687591e+00      -3.3629809e+00       3.7931257e-05
   9574      -3.3685950e+00      -3.3629815e+00       3.7931827e-05
   9575      -3.3685808e+00      -3.3629821e+00       3.7932373e-05
   9576      -3.3685655e+00      -3.3629826e+00       3.7932893e-05
   9577      -3.3687004e+00      -3.3629832e+00       3.7933630e-05
   9578      -3.3685327e+00      -3.3629838e+00       3.7934094e-05
   9579      -3.3686661e+00      -3.3629844e+00       3.7934772e-05
   9580      -3.3684965e+00      -3.3629850e+00       3.7935176e-05
   9581      -3.3683265e+00      -3.3629855e+00       3.7935313e-05
   9582      -3.3687598e+00      -3.3629861e+00       3.7936140e-05
   9583      -3.3687387e+00      -3.3629867e+00       3.7936930e-05
   9584      -3.3688678e+00      -3.3629874e+00       3.7937934e-05
   9585      -3.3685430e+00      -3.3629879e+00       3.7938404e-05
   9586      -3.3685190e+00      -3.3629885e+00       3.7938834e-05
   9587      -3.3687959e+00      -3.3629891e+00       3.7939712e-05
   9588      -3.3686191e+00      -3.3629897e+00       3.7940299e-05
   9589      -3.3684406e+00      -3.3629903e+00       3.7940600e-05
   9590      -3.3682615e+00      -3.3629908e+00       3.7940626e-05
   9591      -3.3682321e+00      -3.3629914e+00       3.7940605e-05
   9592      -3.3680503e+00      -3.3629919e+00       3.7940315e-05
   9593      -3.3683211e+00      -3.3629925e+00       3.7940427e-05
   9594      -3.3679866e+00      -3.3629930e+00       3.7940043e-05
   9595      -3.3674994e+00      -3.3629934e+00       3.7938996e-05
   9596      -3.3674635e+00      -3.3629939e+00       3.7937902e-05
   9597      -3.3674260e+00      -3.3629944e+00       3.7936760e-05
   9598      -3.3675381e+00      -3.3629948e+00       3.7935761e-05
   9599      -3.3676491e+00      -3.3629953e+00       3.7934907e-05
   9600      -3.3673057e+00      -3.3629958e+00       3.7933613e-05
   9601      -3.3671117e+00      -3.3629962e+00       3.7932084e-05
   9602      -3.3670666e+00      -3.3629966e+00       3.7930502e-05
   9603      -3.3676244e+00      -3.3629971e+00       3.7929614e-05
   9604      -3.3675767e+00      -3.3629976e+00       3.7928662e-05
   9605      -3.3675269e+00      -3.3629981e+00       3.7927644e-05
   9606      -3.3673238e+00      -3.3629985e+00       3.7926369e-05
   9607      -3.3672699e+00      -3.3629990e+00       3.7925027e-05
   9608      -3.3673649e+00      -3.3629994e+00       3.7923802e-05
   9609      -3.3673069e+00      -3.3629999e+00       3.7922505e-05
   9610      -3.3672468e+00      -3.3630003e+00       3.7921134e-05
   9611      -3.3671854e+00      -3.3630007e+00       3.7919688e-05
   9612      -3.3672730e+00      -3.3630012e+00       3.7918348e-05
   9613      -3.3670562e+00      -3.3630016e+00       3.7916750e-05
   9614      -3.3669882e+00      -3.3630020e+00       3.7915073e-05
   9615      -3.3667674e+00      -3.3630024e+00       3.7913152e-05
   9616      -3.3666954e+00      -3.3630028e+00       3.7911154e-05
   9617      -3.3661686e+00      -3.3630031e+00       3.7908641e-05
   9618      -3.3656399e+00      -3.3630034e+00       3.7905691e-05
   9619      -3.3652606e+00      -3.3630036e+00       3.7902477e-05
   9620      -3.3653318e+00      -3.3630039e+00       3.7899310e-05
   9621      -3.3649478e+00      -3.3630041e+00       3.7895909e-05
   9622      -3.3650150e+00      -3.3630043e+00       3.7892547e-05
   9623      -3.3649293e+00      -3.3630045e+00       3.7889137e-05
   9624      -3.3648420e+00      -3.3630047e+00       3.7885681e-05
   9625      -3.3649035e+00      -3.3630049e+00       3.7882259e-05
   9626      -3.3648123e+00      -3.3630051e+00       3.7878789e-05
   9627      -3.3647190e+00      -3.3630052e+00       3.7875272e-05
   9628      -3.3647747e+00      -3.3630054e+00       3.7871784e-05
   9629      -3.3648287e+00      -3.3630056e+00       3.7868325e-05
   9630      -3.3647300e+00      -3.3630058e+00       3.7864816e-05
   9631      -3.3646296e+00      -3.3630060e+00       3.7861259e-05
   9632      -3.3643772e+00      -3.3630061e+00       3.7857596e-05
   9633      -3.3642742e+00      -3.3630062e+00       3.7853895e-05
   9634      -3.3649253e+00      -3.3630064e+00       3.7850490e-05
   9635      -3.3645183e+00      -3.3630066e+00       3.7846887e-05
   9636      -3.3644118e+00      -3.3630067e+00       3.7843240e-05
   9637      -3.3644551e+00      -3.3630069e+00       3.7839612e-05
   9638      -3.3641951e+00      -3.3630070e+00       3.7835887e-05
   9639      -3.3642371e+00      -3.3630071e+00       3.7832176e-05
   9640      -3.3642784e+00      -3.3630073e+00       3.7828482e-05
   9641      -3.3638652e+00      -3.3630074e+00       3.7824663e-05
   9642      -3.3636025e+00      -3.3630074e+00       3.7820790e-05
   9643      -3.3633393e+00      -3.3630075e+00       3.7816884e-05
   9644      -3.3632269e+00      -3.3630075e+00       3.7812969e-05
   9645      -3.3632655e+00      -3.3630075e+00       3.7809058e-05
   9646      -3.3631530e+00      -3.3630075e+00       3.7805142e-05
   9647      -3.3633431e+00      -3.3630076e+00       3.7801239e-05
   9648      -3.3633825e+00      -3.3630076e+00       3.7797341e-05
   9649      -3.3629689e+00      -3.3630076e+00       3.7793424e-05
   9650      -3.3625560e+00      -3.3630075e+00       3.7789536e-05
   9651      -3.3624455e+00      -3.3630075e+00       3.7785666e-05
   9652      -3.3623356e+00      -3.3630074e+00       3.7781815e-05
   9653      -3.3619247e+00      -3.3630073e+00       3.7778067e-05
   9654      -3.3619700e+00      -3.3630072e+00       3.7774307e-05
   9655      -3.3623190e+00      -3.3630071e+00       3.7770462e-05
   9656      -3.3622154e+00      -3.3630070e+00       3.7766639e-05
   9657      -3.3616610e+00      -3.3630069e+00       3.7762986e-05
   9658      -3.3617125e+00      -3.3630068e+00       3.7759313e-05
   9659      -3.3613120e+00      -3.3630066e+00       3.7755812e-05
   9660      -3.3606116e+00      -3.3630063e+00       3.7752717e-05
   9661      -3.3603667e+00      -3.3630061e+00       3.7749798e-05
   9662      -3.3601235e+00      -3.3630058e+00       3.7747070e-05
   9663      -3.3598829e+00      -3.3630054e+00       3.7744547e-05
   9664      -3.3597965e+00      -3.3630051e+00       3.7742102e-05
   9665      -3.3594112e+00      -3.3630047e+00       3.7740029e-05
   9666      -3.3596339e+00      -3.3630044e+00       3.7737736e-05
   9667      -3.3594067e+00      -3.3630040e+00       3.7735667e-05
   9668      -3.3593338e+00      -3.3630036e+00       3.7733673e-05
   9669      -3.3591132e+00      -3.3630032e+00       3.7731916e-05
   9670      -3.3593498e+00      -3.3630029e+00       3.7729905e-05
   9671      -3.3589867e+00      -3.3630024e+00       3.7728289e-05
   9672      -3.3586278e+00      -3.3630020e+00       3.7727100e-05
   9673      -3.3587261e+00      -3.3630016e+00       3.7725789e-05
   9674      -3.3585254e+00      -3.3630011e+00       3.7724727e-05
   9675      -3.3586310e+00      -3.3630006e+00       3.7723531e-05
   9676      -3.3584391e+00      -3.3630002e+00       3.7722578e-05
   9677      -3.3584024e+00      -3.3629997e+00       3.7721672e-05
