#BLOCK:           ACTUAL_P:              P_AVE:              ERROR:
   6173       9.2801584e-01       9.0576266e-01       1.1243183e-03
   6174       9.2784620e-01       9.0576624e-01       1.1241419e-03
   6175       9.2764845e-01       9.0576978e-01       1.1239654e-03
   6176       9.2741551e-01       9.0577328e-01       1.1237889e-03
   6177       9.2716050e-01       9.0577675e-01       1.1236123e-03
   6178       9.2687691e-01       9.0578016e-01       1.1234356e-03
   6179       9.2655574e-01       9.0578352e-01       1.1232588e-03
   6180       9.2621697e-01       9.0578683e-01       1.1230819e-03
   6181       9.2584067e-01       9.0579007e-01       1.1229049e-03
   6182       9.2543370e-01       9.0579325e-01       1.1227278e-03
   6183       9.2500497e-01       9.0579636e-01       1.1225505e-03
   6184       9.2454550e-01       9.0579939e-01       1.1223731e-03
   6185       9.2405563e-01       9.0580234e-01       1.1221955e-03
   6186       9.2354259e-01       9.0580521e-01       1.1220177e-03
   6187       9.2300006e-01       9.0580799e-01       1.1218398e-03
   6188       9.2243499e-01       9.0581068e-01       1.1216618e-03
   6189       9.2184115e-01       9.0581327e-01       1.1214835e-03
   6190       9.2121716e-01       9.0581576e-01       1.1213051e-03
   6191       9.2057238e-01       9.0581814e-01       1.1211265e-03
   6192       9.1990476e-01       9.0582041e-01       1.1209478e-03
   6193       9.1921063e-01       9.0582258e-01       1.1207688e-03
   6194       9.1849286e-01       9.0582462e-01       1.1205898e-03
   6195       9.1774747e-01       9.0582655e-01       1.1204105e-03
   6196       9.1698664e-01       9.0582835e-01       1.1202311e-03
   6197       9.1620205e-01       9.0583002e-01       1.1200516e-03
   6198       9.1539409e-01       9.0583156e-01       1.1198720e-03
   6199       9.1456631e-01       9.0583297e-01       1.1196922e-03
   6200       9.1371751e-01       9.0583425e-01       1.1195123e-03
   6201       9.1285258e-01       9.0583538e-01       1.1193324e-03
   6202       9.1196991e-01       9.0583637e-01       1.1191523e-03
   6203       9.1107231e-01       9.0583721e-01       1.1189722e-03
   6204       9.1016054e-01       9.0583791e-01       1.1187921e-03
   6205       9.0923108e-01       9.0583845e-01       1.1186119e-03
   6206       9.0828699e-01       9.0583885e-01       1.1184317e-03
   6207       9.0732900e-01       9.0583909e-01       1.1182516e-03
   6208       9.0635816e-01       9.0583917e-01       1.1180714e-03
   6209       9.0537353e-01       9.0583910e-01       1.1178914e-03
   6210       9.0438249e-01       9.0583886e-01       1.1177114e-03
   6211       9.0338325e-01       9.0583847e-01       1.1175315e-03
   6212       9.0236348e-01       9.0583791e-01       1.1173517e-03
   6213       9.0133986e-01       9.0583718e-01       1.1171721e-03
   6214       9.0030868e-01       9.0583629e-01       1.1169927e-03
   6215       8.9927046e-01       9.0583524e-01       1.1168135e-03
   6216       8.9822835e-01       9.0583401e-01       1.1166345e-03
   6217       8.9717897e-01       9.0583262e-01       1.1164557e-03
   6218       8.9612951e-01       9.0583106e-01       1.1162773e-03
   6219       8.9507396e-01       9.0582933e-01       1.1160991e-03
   6220       8.9401303e-01       9.0582743e-01       1.1159213e-03
   6221       8.9295179e-01       9.0582536e-01       1.1157438e-03
   6222       8.9188650e-01       9.0582312e-01       1.1155668e-03
   6223       8.9082018e-01       9.0582071e-01       1.1153901e-03
   6224       8.8975366e-01       9.0581813e-01       1.1152139e-03
   6225       8.8868985e-01       9.0581538e-01       1.1150381e-03
   6226       8.8763155e-01       9.0581246e-01       1.1148629e-03
   6227       8.8657045e-01       9.0580937e-01       1.1146881e-03
   6228       8.8551407e-01       9.0580611e-01       1.1145139e-03
   6229       8.8445420e-01       9.0580268e-01       1.1143402e-03
   6230       8.8340044e-01       9.0579909e-01       1.1141672e-03
   6231       8.8235108e-01       9.0579532e-01       1.1139947e-03
   6232       8.8131087e-01       9.0579139e-01       1.1138229e-03
   6233       8.8027595e-01       9.0578730e-01       1.1136517e-03
   6234       8.7924703e-01       9.0578304e-01       1.1134812e-03
   6235       8.7822034e-01       9.0577862e-01       1.1133114e-03
   6236       8.7720072e-01       9.0577404e-01       1.1131423e-03
   6237       8.7619739e-01       9.0576930e-01       1.1129739e-03
   6238       8.7519314e-01       9.0576440e-01       1.1128063e-03
   6239       8.7419956e-01       9.0575934e-01       1.1126394e-03
   6240       8.7321473e-01       9.0575412e-01       1.1124734e-03
   6241       8.7223698e-01       9.0574875e-01       1.1123081e-03
   6242       8.7126935e-01       9.0574323e-01       1.1121436e-03
   6243       8.7030992e-01       9.0573755e-01       1.1119799e-03
   6244       8.6936589e-01       9.0573173e-01       1.1118171e-03
   6245       8.6843533e-01       9.0572575e-01       1.1116551e-03
   6246       8.6751399e-01       9.0571964e-01       1.1114940e-03
   6247       8.6660673e-01       9.0571337e-01       1.1113337e-03
   6248       8.6570485e-01       9.0570697e-01       1.1111742e-03
   6249       8.6481781e-01       9.0570043e-01       1.1110157e-03
   6250       8.6394827e-01       9.0569375e-01       1.1108580e-03
   6251       8.6309436e-01       9.0568693e-01       1.1107012e-03
   6252       8.6225879e-01       9.0567999e-01       1.1105453e-03
   6253       8.6142884e-01       9.0567291e-01       1.1103902e-03
   6254       8.6061364e-01       9.0566570e-01       1.1102360e-03
   6255       8.5981116e-01       9.0565837e-01       1.1100828e-03
   6256       8.5902647e-01       9.0565092e-01       1.1099303e-03
   6257       8.5825347e-01       9.0564334e-01       1.1097788e-03
   6258       8.5750359e-01       9.0563565e-01       1.1096281e-03
   6259       8.5676387e-01       9.0562784e-01       1.1094783e-03
   6260       8.5603702e-01       9.0561992e-01       1.1093294e-03
   6261       8.5533884e-01       9.0561189e-01       1.1091812e-03
   6262       8.5465403e-01       9.0560375e-01       1.1090340e-03
   6263       8.5398957e-01       9.0559551e-01       1.1088875e-03
   6264       8.5333715e-01       9.0558717e-01       1.1087419e-03
   6265       8.5270388e-01       9.0557873e-01       1.1085970e-03
   6266       8.5209476e-01       9.0557019e-01       1.1084530e-03
   6267       8.5151278e-01       9.0556157e-01       1.1083096e-03
   6268       8.5093793e-01       9.0555285e-01       1.1081671e-03
   6269       8.5038825e-01       9.0554405e-01       1.1080253e-03
   6270       8.4986183e-01       9.0553517e-01       1.1078841e-03
   6271       8.4936322e-01       9.0552621e-01       1.1077437e-03
   6272       8.4888181e-01       9.0551718e-01       1.1076039e-03
   6273       8.4842230e-01       9.0550808e-01       1.1074647e-03
   6274       8.4798500e-01       9.0549891e-01       1.1073261e-03
   6275       8.4757022e-01       9.0548968e-01       1.1071881e-03
   6276       8.4717811e-01       9.0548039e-01       1.1070507e-03
   6277       8.4680892e-01       9.0547104e-01       1.1069138e-03
   6278       8.4646113e-01       9.0546164e-01       1.1067774e-03
   6279       8.4614171e-01       9.0545220e-01       1.1066414e-03
   6280       8.4584172e-01       9.0544270e-01       1.1065059e-03
   6281       8.4557024e-01       9.0543317e-01       1.1063708e-03
   6282       8.4532741e-01       9.0542360e-01       1.1062361e-03
   6283       8.4510477e-01       9.0541400e-01       1.1061017e-03
   6284       8.4490457e-01       9.0540437e-01       1.1059676e-03
   6285       8.4473094e-01       9.0539472e-01       1.1058337e-03
   6286       8.4457261e-01       9.0538505e-01       1.1057001e-03
   6287       8.4444781e-01       9.0537535e-01       1.1055667e-03
   6288       8.4434781e-01       9.0536565e-01       1.1054335e-03
   6289       8.4427206e-01       9.0535593e-01       1.1053004e-03
   6290       8.4421346e-01       9.0534621e-01       1.1051675e-03
   6291       8.4418095e-01       9.0533649e-01       1.1050345e-03
   6292       8.4417425e-01       9.0532677e-01       1.1049017e-03
   6293       8.4418861e-01       9.0531705e-01       1.1047688e-03
   6294       8.4422818e-01       9.0530735e-01       1.1046359e-03
   6295       8.4429461e-01       9.0529766e-01       1.1045030e-03
   6296       8.4438298e-01       9.0528798e-01       1.1043699e-03
   6297       8.4448631e-01       9.0527832e-01       1.1042367e-03
   6298       8.4461287e-01       9.0526869e-01       1.1041034e-03
   6299       8.4475975e-01       9.0525909e-01       1.1039699e-03
   6300       8.4492427e-01       9.0524951e-01       1.1038362e-03
   6301       8.4511501e-01       9.0523997e-01       1.1037023e-03
   6302       8.4532018e-01       9.0523046e-01       1.1035681e-03
   6303       8.4554337e-01       9.0522099e-01       1.1034337e-03
   6304       8.4578823e-01       9.0521156e-01       1.1032989e-03
   6305       8.4604772e-01       9.0520218e-01       1.1031638e-03
   6306       8.4632587e-01       9.0519284e-01       1.1030284e-03
   6307       8.4661515e-01       9.0518355e-01       1.1028926e-03
   6308       8.4691240e-01       9.0517431e-01       1.1027564e-03
   6309       8.4723263e-01       9.0516513e-01       1.1026199e-03
   6310       8.4756872e-01       9.0515600e-01       1.1024829e-03
   6311       8.4791116e-01       9.0514693e-01       1.1023456e-03
   6312       8.4827040e-01       9.0513792e-01       1.1022077e-03
   6313       8.4863896e-01       9.0512897e-01       1.1020695e-03
   6314       8.4901831e-01       9.0512008e-01       1.1019308e-03
   6315       8.4941013e-01       9.0511126e-01       1.1017916e-03
   6316       8.4981628e-01       9.0510251e-01       1.1016519e-03
   6317       8.5022514e-01       9.0509382e-01       1.1015118e-03
   6318       8.5064954e-01       9.0508520e-01       1.1013711e-03
   6319       8.5107135e-01       9.0507666e-01       1.1012300e-03
   6320       8.5150369e-01       9.0506818e-01       1.1010884e-03
   6321       8.5194181e-01       9.0505977e-01       1.1009463e-03
   6322       8.5238539e-01       9.0505144e-01       1.1008037e-03
   6323       8.5284098e-01       9.0504319e-01       1.1006605e-03
   6324       8.5330390e-01       9.0503500e-01       1.1005169e-03
   6325       8.5377592e-01       9.0502690e-01       1.1003727e-03
   6326       8.5425494e-01       9.0501887e-01       1.1002281e-03
   6327       8.5474098e-01       9.0501093e-01       1.1000829e-03
   6328       8.5523160e-01       9.0500306e-01       1.0999371e-03
   6329       8.5573368e-01       9.0499528e-01       1.0997909e-03
   6330       8.5623650e-01       9.0498757e-01       1.0996441e-03
   6331       8.5674944e-01       9.0497995e-01       1.0994968e-03
   6332       8.5727262e-01       9.0497242e-01       1.0993490e-03
   6333       8.5780387e-01       9.0496497e-01       1.0992006e-03
   6334       8.5834119e-01       9.0495761e-01       1.0990518e-03
   6335       8.5889190e-01       9.0495034e-01       1.0989023e-03
   6336       8.5945427e-01       9.0494316e-01       1.0987523e-03
   6337       8.6001975e-01       9.0493607e-01       1.0986018e-03
   6338       8.6059559e-01       9.0492907e-01       1.0984508e-03
   6339       8.6118680e-01       9.0492217e-01       1.0982992e-03
   6340       8.6178496e-01       9.0491537e-01       1.0981470e-03
   6341       8.6239510e-01       9.0490866e-01       1.0979943e-03
   6342       8.6302233e-01       9.0490206e-01       1.0978410e-03
   6343       8.6365831e-01       9.0489556e-01       1.0976872e-03
   6344       8.6430823e-01       9.0488916e-01       1.0975328e-03
   6345       8.6497494e-01       9.0488287e-01       1.0973779e-03
   6346       8.6565438e-01       9.0487669e-01       1.0972224e-03
   6347       8.6635158e-01       9.0487062e-01       1.0970663e-03
   6348       8.6706713e-01       9.0486466e-01       1.0969096e-03
   6349       8.6779717e-01       9.0485882e-01       1.0967524e-03
   6350       8.6854949e-01       9.0485311e-01       1.0965946e-03
   6351       8.6931808e-01       9.0484751e-01       1.0964362e-03
   6352       8.7010746e-01       9.0484204e-01       1.0962772e-03
   6353       8.7091124e-01       9.0483670e-01       1.0961177e-03
   6354       8.7172968e-01       9.0483149e-01       1.0959575e-03
   6355       8.7257419e-01       9.0482641e-01       1.0957968e-03
   6356       8.7343620e-01       9.0482147e-01       1.0956356e-03
   6357       8.7431588e-01       9.0481668e-01       1.0954737e-03
   6358       8.7521120e-01       9.0481202e-01       1.0953113e-03
   6359       8.7613385e-01       9.0480751e-01       1.0951483e-03
   6360       8.7708154e-01       9.0480315e-01       1.0949848e-03
   6361       8.7804714e-01       9.0479894e-01       1.0948208e-03
   6362       8.7903067e-01       9.0479489e-01       1.0946562e-03
   6363       8.8004073e-01       9.0479100e-01       1.0944911e-03
   6364       8.8105936e-01       9.0478727e-01       1.0943254e-03
   6365       8.8210219e-01       9.0478371e-01       1.0941593e-03
   6366       8.8316213e-01       9.0478031e-01       1.0939927e-03
   6367       8.8424306e-01       9.0477709e-01       1.0938256e-03
   6368       8.8533773e-01       9.0477404e-01       1.0936581e-03
   6369       8.8645241e-01       9.0477116e-01       1.0934902e-03
   6370       8.8758644e-01       9.0476846e-01       1.0933219e-03
   6371       8.8873442e-01       9.0476594e-01       1.0931531e-03
   6372       8.8990896e-01       9.0476361e-01       1.0929841e-03
   6373       8.9108521e-01       9.0476147e-01       1.0928147e-03
   6374       8.9228471e-01       9.0475951e-01       1.0926450e-03
   6375       8.9349514e-01       9.0475774e-01       1.0924750e-03
   6376       8.9471572e-01       9.0475617e-01       1.0923048e-03
   6377       8.9594769e-01       9.0475479e-01       1.0921344e-03
   6378       8.9718982e-01       9.0475360e-01       1.0919638e-03
   6379       8.9844749e-01       9.0475261e-01       1.0917931e-03
   6380       8.9970439e-01       9.0475182e-01       1.0916222e-03
   6381       9.0096835e-01       9.0475123e-01       1.0914513e-03
   6382       9.0223570e-01       9.0475083e-01       1.0912804e-03
   6383       9.0351434e-01       9.0475064e-01       1.0911094e-03
   6384       9.0479428e-01       9.0475065e-01       1.0909385e-03
   6385       9.0607650e-01       9.0475085e-01       1.0907677e-03
   6386       9.0735760e-01       9.0475126e-01       1.0905969e-03
   6387       9.0863862e-01       9.0475187e-01       1.0904263e-03
   6388       9.0991388e-01       9.0475268e-01       1.0902559e-03
   6389       9.1119367e-01       9.0475369e-01       1.0900858e-03
   6390       9.1247049e-01       9.0475489e-01       1.0899158e-03
   6391       9.1373823e-01       9.0475630e-01       1.0897462e-03
   6392       9.1499553e-01       9.0475790e-01       1.0895769e-03
   6393       9.1625498e-01       9.0475970e-01       1.0894080e-03
   6394       9.1751508e-01       9.0476170e-01       1.0892394e-03
   6395       9.1875913e-01       9.0476388e-01       1.0890713e-03
   6396       9.1999530e-01       9.0476627e-01       1.0889036e-03
   6397       9.2121780e-01       9.0476884e-01       1.0887364e-03
   6398       9.2242774e-01       9.0477160e-01       1.0885698e-03
   6399       9.2361975e-01       9.0477454e-01       1.0884036e-03
   6400       9.2480144e-01       9.0477767e-01       1.0882381e-03
   6401       9.2596046e-01       9.0478098e-01       1.0880731e-03
   6402       9.2710498e-01       9.0478447e-01       1.0879087e-03
   6403       9.2823632e-01       9.0478813e-01       1.0877450e-03
   6404       9.2934431e-01       9.0479197e-01       1.0875819e-03
   6405       9.3043479e-01       9.0479597e-01       1.0874194e-03
   6406       9.3150459e-01       9.0480014e-01       1.0872577e-03
   6407       9.3255048e-01       9.0480447e-01       1.0870966e-03
   6408       9.3357390e-01       9.0480896e-01       1.0869362e-03
   6409       9.3457837e-01       9.0481360e-01       1.0867766e-03
   6410       9.3555641e-01       9.0481840e-01       1.0866176e-03
   6411       9.3650739e-01       9.0482334e-01       1.0864594e-03
   6412       9.3743501e-01       9.0482843e-01       1.0863018e-03
   6413       9.3834087e-01       9.0483365e-01       1.0861450e-03
   6414       9.3921780e-01       9.0483902e-01       1.0859889e-03
   6415       9.4006731e-01       9.0484451e-01       1.0858335e-03
   6416       9.4088844e-01       9.0485012e-01       1.0856788e-03
   6417       9.4168267e-01       9.0485586e-01       1.0855248e-03
   6418       9.4243616e-01       9.0486172e-01       1.0853714e-03
   6419       9.4316413e-01       9.0486769e-01       1.0852187e-03
   6420       9.4386365e-01       9.0487376e-01       1.0850667e-03
   6421       9.4452968e-01       9.0487994e-01       1.0849153e-03
   6422       9.4516841e-01       9.0488621e-01       1.0847645e-03
   6423       9.4577246e-01       9.0489258e-01       1.0846143e-03
   6424       9.4634145e-01       9.0489903e-01       1.0844646e-03
   6425       9.4688414e-01       9.0490556e-01       1.0843155e-03
   6426       9.4739395e-01       9.0491218e-01       1.0841669e-03
   6427       9.4786379e-01       9.0491886e-01       1.0840188e-03
   6428       9.4830183e-01       9.0492561e-01       1.0838712e-03
   6429       9.4870529e-01       9.0493242e-01       1.0837240e-03
   6430       9.4906946e-01       9.0493928e-01       1.0835772e-03
   6431       9.4940355e-01       9.0494620e-01       1.0834308e-03
   6432       9.4969633e-01       9.0495315e-01       1.0832847e-03
   6433       9.4995414e-01       9.0496015e-01       1.0831389e-03
   6434       9.5018363e-01       9.0496718e-01       1.0829933e-03
   6435       9.5037577e-01       9.0497423e-01       1.0828480e-03
   6436       9.5053713e-01       9.0498131e-01       1.0827029e-03
   6437       9.5065698e-01       9.0498841e-01       1.0825580e-03
   6438       9.5074516e-01       9.0499552e-01       1.0824131e-03
   6439       9.5080361e-01       9.0500263e-01       1.0822684e-03
   6440       9.5082502e-01       9.0500975e-01       1.0821238e-03
   6441       9.5081444e-01       9.0501686e-01       1.0819791e-03
   6442       9.5076979e-01       9.0502396e-01       1.0818345e-03
   6443       9.5069124e-01       9.0503105e-01       1.0816898e-03
   6444       9.5057474e-01       9.0503811e-01       1.0815450e-03
   6445       9.5042292e-01       9.0504516e-01       1.0814001e-03
   6446       9.5024304e-01       9.0505217e-01       1.0812551e-03
   6447       9.5003379e-01       9.0505915e-01       1.0811099e-03
   6448       9.4979115e-01       9.0506608e-01       1.0809645e-03
   6449       9.4952410e-01       9.0507298e-01       1.0808188e-03
   6450       9.4921786e-01       9.0507982e-01       1.0806729e-03
   6451       9.4888658e-01       9.0508661e-01       1.0805268e-03
   6452       9.4852198e-01       9.0509334e-01       1.0803803e-03
   6453       9.4813147e-01       9.0510001e-01       1.0802334e-03
   6454       9.4771348e-01       9.0510662e-01       1.0800862e-03
   6455       9.4726893e-01       9.0511315e-01       1.0799386e-03
   6456       9.4679881e-01       9.0511960e-01       1.0797907e-03
   6457       9.4630586e-01       9.0512598e-01       1.0796423e-03
   6458       9.4579519e-01       9.0513228e-01       1.0794935e-03
   6459       9.4525236e-01       9.0513849e-01       1.0793442e-03
   6460       9.4468930e-01       9.0514461e-01       1.0791945e-03
   6461       9.4410656e-01       9.0515064e-01       1.0790443e-03
   6462       9.4349844e-01       9.0515658e-01       1.0788936e-03
   6463       9.4286584e-01       9.0516241e-01       1.0787425e-03
   6464       9.4221829e-01       9.0516815e-01       1.0785908e-03
   6465       9.4155223e-01       9.0517377e-01       1.0784387e-03
   6466       9.4086614e-01       9.0517929e-01       1.0782860e-03
   6467       9.4016944e-01       9.0518470e-01       1.0781329e-03
   6468       9.3945401e-01       9.0519000e-01       1.0779792e-03
   6469       9.3872059e-01       9.0519519e-01       1.0778250e-03
   6470       9.3797422e-01       9.0520025e-01       1.0776703e-03
   6471       9.3721124e-01       9.0520520e-01       1.0775152e-03
   6472       9.3643682e-01       9.0521002e-01       1.0773595e-03
   6473       9.3564935e-01       9.0521473e-01       1.0772033e-03
   6474       9.3484708e-01       9.0521930e-01       1.0770466e-03
   6475       9.3403036e-01       9.0522375e-01       1.0768895e-03
   6476       9.3320434e-01       9.0522807e-01       1.0767319e-03
   6477       9.3237157e-01       9.0523227e-01       1.0765738e-03
   6478       9.3152131e-01       9.0523632e-01       1.0764152e-03
   6479       9.3066539e-01       9.0524025e-01       1.0762563e-03
   6480       9.2979753e-01       9.0524404e-01       1.0760968e-03
   6481       9.2892235e-01       9.0524769e-01       1.0759370e-03
   6482       9.2803780e-01       9.0525121e-01       1.0757768e-03
   6483       9.2713985e-01       9.0525458e-01       1.0756161e-03
   6484       9.2624022e-01       9.0525782e-01       1.0754551e-03
   6485       9.2532839e-01       9.0526092e-01       1.0752937e-03
   6486       9.2441114e-01       9.0526387e-01       1.0751320e-03
   6487       9.2347733e-01       9.0526668e-01       1.0749699e-03
   6488       9.2254329e-01       9.0526934e-01       1.0748075e-03
   6489       9.2160712e-01       9.0527186e-01       1.0746448e-03
   6490       9.2066244e-01       9.0527423e-01       1.0744819e-03
   6491       9.1970964e-01       9.0527645e-01       1.0743186e-03
   6492       9.1874647e-01       9.0527853e-01       1.0741552e-03
   6493       9.1778446e-01       9.0528045e-01       1.0739914e-03
   6494       9.1681521e-01       9.0528223e-01       1.0738275e-03
   6495       9.1584121e-01       9.0528385e-01       1.0736634e-03
   6496       9.1486044e-01       9.0528533e-01       1.0734992e-03
   6497       9.1387776e-01       9.0528665e-01       1.0733347e-03
   6498       9.1289150e-01       9.0528782e-01       1.0731702e-03
   6499       9.1190195e-01       9.0528884e-01       1.0730056e-03
   6500       9.1090943e-01       9.0528970e-01       1.0728408e-03
   6501       9.0991684e-01       9.0529042e-01       1.0726760e-03
   6502       9.0891788e-01       9.0529097e-01       1.0725112e-03
   6503       9.0791310e-01       9.0529138e-01       1.0723464e-03
   6504       9.0691432e-01       9.0529163e-01       1.0721815e-03
   6505       9.0591290e-01       9.0529172e-01       1.0720167e-03
   6506       9.0491358e-01       9.0529166e-01       1.0718519e-03
   6507       9.0391897e-01       9.0529145e-01       1.0716872e-03
   6508       9.0292086e-01       9.0529109e-01       1.0715226e-03
   6509       9.0192431e-01       9.0529057e-01       1.0713581e-03
   6510       9.0092951e-01       9.0528990e-01       1.0711938e-03
   6511       8.9993262e-01       9.0528908e-01       1.0710295e-03
   6512       8.9894324e-01       9.0528810e-01       1.0708655e-03
   6513       8.9795508e-01       9.0528698e-01       1.0707017e-03
   6514       8.9697104e-01       9.0528570e-01       1.0705381e-03
   6515       8.9599627e-01       9.0528428e-01       1.0703747e-03
   6516       8.9502464e-01       9.0528270e-01       1.0702116e-03
   6517       8.9406111e-01       9.0528098e-01       1.0700488e-03
   6518       8.9310227e-01       9.0527911e-01       1.0698862e-03
   6519       8.9215547e-01       9.0527710e-01       1.0697240e-03
   6520       8.9121445e-01       9.0527494e-01       1.0695621e-03
   6521       8.9028269e-01       9.0527264e-01       1.0694006e-03
   6522       8.8935845e-01       9.0527020e-01       1.0692394e-03
   6523       8.8844658e-01       9.0526762e-01       1.0690786e-03
   6524       8.8754340e-01       9.0526491e-01       1.0689182e-03
   6525       8.8665175e-01       9.0526205e-01       1.0687581e-03
   6526       8.8577013e-01       9.0525907e-01       1.0685986e-03
   6527       8.8491054e-01       9.0525595e-01       1.0684394e-03
   6528       8.8405885e-01       9.0525270e-01       1.0682806e-03
   6529       8.8322264e-01       9.0524933e-01       1.0681224e-03
   6530       8.8240242e-01       9.0524583e-01       1.0679645e-03
   6531       8.8159939e-01       9.0524221e-01       1.0678071e-03
   6532       8.8082122e-01       9.0523847e-01       1.0676502e-03
   6533       8.8005558e-01       9.0523461e-01       1.0674937e-03
   6534       8.7930791e-01       9.0523065e-01       1.0673377e-03
   6535       8.7857947e-01       9.0522657e-01       1.0671822e-03
   6536       8.7787628e-01       9.0522238e-01       1.0670271e-03
   6537       8.7719923e-01       9.0521810e-01       1.0668725e-03
   6538       8.7654467e-01       9.0521371e-01       1.0667183e-03
   6539       8.7591861e-01       9.0520923e-01       1.0665646e-03
   6540       8.7532480e-01       9.0520466e-01       1.0664113e-03
   6541       8.7475090e-01       9.0520001e-01       1.0662584e-03
   6542       8.7420958e-01       9.0519527e-01       1.0661060e-03
   6543       8.7370435e-01       9.0519046e-01       1.0659539e-03
   6544       8.7323173e-01       9.0518557e-01       1.0658022e-03
   6545       8.7278852e-01       9.0518062e-01       1.0656509e-03
   6546       8.7238502e-01       9.0517561e-01       1.0654998e-03
   6547       8.7202265e-01       9.0517055e-01       1.0653491e-03
   6548       8.7168947e-01       9.0516544e-01       1.0651987e-03
   6549       8.7140223e-01       9.0516028e-01       1.0650485e-03
   6550       8.7115315e-01       9.0515509e-01       1.0648986e-03
   6551       8.7094118e-01       9.0514987e-01       1.0647488e-03
   6552       8.7077397e-01       9.0514462e-01       1.0645992e-03
   6553       8.7065511e-01       9.0513936e-01       1.0644498e-03
   6554       8.7057896e-01       9.0513408e-01       1.0643004e-03
   6555       8.7054396e-01       9.0512881e-01       1.0641512e-03
   6556       8.7055776e-01       9.0512353e-01       1.0640019e-03
   6557       8.7061878e-01       9.0511827e-01       1.0638527e-03
   6558       8.7072953e-01       9.0511303e-01       1.0637034e-03
   6559       8.7088612e-01       9.0510781e-01       1.0635540e-03
   6560       8.7108909e-01       9.0510262e-01       1.0634045e-03
   6561       8.7134092e-01       9.0509748e-01       1.0632549e-03
   6562       8.7164153e-01       9.0509238e-01       1.0631051e-03
   6563       8.7199742e-01       9.0508734e-01       1.0629550e-03
   6564       8.7239537e-01       9.0508235e-01       1.0628048e-03
   6565       8.7284168e-01       9.0507744e-01       1.0626542e-03
   6566       8.7334427e-01       9.0507261e-01       1.0625034e-03
   6567       8.7389135e-01       9.0506786e-01       1.0623522e-03
   6568       8.7447986e-01       9.0506321e-01       1.0622006e-03
   6569       8.7511071e-01       9.0505865e-01       1.0620487e-03
   6570       8.7578483e-01       9.0505419e-01       1.0618964e-03
   6571       8.7649864e-01       9.0504984e-01       1.0617437e-03
   6572       8.7725954e-01       9.0504562e-01       1.0615906e-03
   6573       8.7805708e-01       9.0504151e-01       1.0614370e-03
   6574       8.7889355e-01       9.0503753e-01       1.0612830e-03
   6575       8.7976246e-01       9.0503369e-01       1.0611286e-03
   6576       8.8066845e-01       9.0502998e-01       1.0609737e-03
   6577       8.8160255e-01       9.0502642e-01       1.0608183e-03
   6578       8.8255787e-01       9.0502301e-01       1.0606626e-03
   6579       8.8354296e-01       9.0501974e-01       1.0605064e-03
   6580       8.8454845e-01       9.0501663e-01       1.0603498e-03
   6581       8.8557639e-01       9.0501368e-01       1.0601927e-03
   6582       8.8661760e-01       9.0501088e-01       1.0600354e-03
   6583       8.8768469e-01       9.0500825e-01       1.0598776e-03
   6584       8.8875702e-01       9.0500578e-01       1.0597195e-03
   6585       8.8984504e-01       9.0500348e-01       1.0595611e-03
   6586       8.9092806e-01       9.0500134e-01       1.0594023e-03
   6587       8.9201901e-01       9.0499937e-01       1.0592433e-03
   6588       8.9311060e-01       9.0499757e-01       1.0590841e-03
   6589       8.9419992e-01       9.0499593e-01       1.0589246e-03
   6590       8.9528633e-01       9.0499445e-01       1.0587650e-03
   6591       8.9636059e-01       9.0499314e-01       1.0586051e-03
   6592       8.9742912e-01       9.0499200e-01       1.0584452e-03
   6593       8.9848272e-01       9.0499101e-01       1.0582851e-03
   6594       8.9952601e-01       9.0499018e-01       1.0581249e-03
   6595       9.0054548e-01       9.0498951e-01       1.0579647e-03
   6596       9.0154744e-01       9.0498898e-01       1.0578044e-03
   6597       9.0252520e-01       9.0498861e-01       1.0576441e-03
   6598       9.0347893e-01       9.0498838e-01       1.0574839e-03
   6599       9.0441121e-01       9.0498829e-01       1.0573236e-03
   6600       9.0531376e-01       9.0498834e-01       1.0571634e-03
   6601       9.0618490e-01       9.0498852e-01       1.0570033e-03
   6602       9.0702760e-01       9.0498883e-01       1.0568432e-03
   6603       9.0784293e-01       9.0498927e-01       1.0566833e-03
   6604       9.0862519e-01       9.0498982e-01       1.0565234e-03
   6605       9.0936884e-01       9.0499048e-01       1.0563637e-03
   6606       9.1007716e-01       9.0499125e-01       1.0562040e-03
   6607       9.1074915e-01       9.0499212e-01       1.0560445e-03
   6608       9.1138855e-01       9.0499309e-01       1.0558852e-03
   6609       9.1199046e-01       9.0499415e-01       1.0557259e-03
   6610       9.1255017e-01       9.0499529e-01       1.0555668e-03
   6611       9.1307175e-01       9.0499651e-01       1.0554079e-03
   6612       9.1355258e-01       9.0499781e-01       1.0552490e-03
   6613       9.1400155e-01       9.0499917e-01       1.0550903e-03
   6614       9.1440776e-01       9.0500059e-01       1.0549318e-03
   6615       9.1477801e-01       9.0500207e-01       1.0547733e-03
   6616       9.1510382e-01       9.0500360e-01       1.0546150e-03
   6617       9.1539704e-01       9.0500517e-01       1.0544568e-03
   6618       9.1565335e-01       9.0500677e-01       1.0542987e-03
   6619       9.1587329e-01       9.0500842e-01       1.0541407e-03
   6620       9.1606198e-01       9.0501009e-01       1.0539828e-03
   6621       9.1621118e-01       9.0501178e-01       1.0538250e-03
   6622       9.1632841e-01       9.0501349e-01       1.0536672e-03
