#BLOCK:          ACTUAL_KE:             KE_AVE:              ERROR:
   7121       1.6007357e+00       1.6751657e+00       2.0349413e-03
   7122       1.6027873e+00       1.6751556e+00       2.0346809e-03
   7123       1.6048843e+00       1.6751457e+00       2.0344192e-03
   7124       1.6070236e+00       1.6751362e+00       2.0341561e-03
   7125       1.6092033e+00       1.6751269e+00       2.0338916e-03
   7126       1.6114206e+00       1.6751180e+00       2.0336259e-03
   7127       1.6136715e+00       1.6751093e+00       2.0333588e-03
   7128       1.6159536e+00       1.6751010e+00       2.0330905e-03
   7129       1.6182646e+00       1.6750931e+00       2.0328209e-03
   7130       1.6206022e+00       1.6750854e+00       2.0325502e-03
   7131       1.6229645e+00       1.6750781e+00       2.0322783e-03
   7132       1.6253497e+00       1.6750711e+00       2.0320053e-03
   7133       1.6277569e+00       1.6750645e+00       2.0317313e-03
   7134       1.6301843e+00       1.6750582e+00       2.0314562e-03
   7135       1.6326304e+00       1.6750523e+00       2.0311802e-03
   7136       1.6350937e+00       1.6750467e+00       2.0309033e-03
   7137       1.6375724e+00       1.6750414e+00       2.0306255e-03
   7138       1.6400650e+00       1.6750365e+00       2.0303469e-03
   7139       1.6425702e+00       1.6750320e+00       2.0300676e-03
   7140       1.6450861e+00       1.6750278e+00       2.0297876e-03
   7141       1.6476109e+00       1.6750239e+00       2.0295070e-03
   7142       1.6501426e+00       1.6750205e+00       2.0292258e-03
   7143       1.6526800e+00       1.6750173e+00       2.0289442e-03
   7144       1.6552217e+00       1.6750146e+00       2.0286620e-03
   7145       1.6577650e+00       1.6750121e+00       2.0283796e-03
   7146       1.6603081e+00       1.6750101e+00       2.0280968e-03
   7147       1.6628488e+00       1.6750084e+00       2.0278137e-03
   7148       1.6653846e+00       1.6750070e+00       2.0275305e-03
   7149       1.6679132e+00       1.6750060e+00       2.0272471e-03
   7150       1.6704321e+00       1.6750054e+00       2.0269637e-03
   7151       1.6729389e+00       1.6750051e+00       2.0266802e-03
   7152       1.6754316e+00       1.6750052e+00       2.0263969e-03
   7153       1.6779078e+00       1.6750056e+00       2.0261136e-03
   7154       1.6803642e+00       1.6750063e+00       2.0258305e-03
   7155       1.6827976e+00       1.6750074e+00       2.0255477e-03
   7156       1.6852054e+00       1.6750088e+00       2.0252651e-03
   7157       1.6875845e+00       1.6750106e+00       2.0249829e-03
   7158       1.6899321e+00       1.6750127e+00       2.0247011e-03
   7159       1.6922453e+00       1.6750151e+00       2.0244197e-03
   7160       1.6945213e+00       1.6750178e+00       2.0241388e-03
   7161       1.6967574e+00       1.6750209e+00       2.0238584e-03
   7162       1.6989507e+00       1.6750242e+00       2.0235786e-03
   7163       1.7010986e+00       1.6750278e+00       2.0232994e-03
   7164       1.7031984e+00       1.6750318e+00       2.0230207e-03
   7165       1.7052472e+00       1.6750360e+00       2.0227428e-03
   7166       1.7072428e+00       1.6750405e+00       2.0224655e-03
   7167       1.7091829e+00       1.6750452e+00       2.0221889e-03
   7168       1.7110647e+00       1.6750503e+00       2.0219131e-03
   7169       1.7128858e+00       1.6750555e+00       2.0216379e-03
   7170       1.7146448e+00       1.6750611e+00       2.0213635e-03
   7171       1.7163401e+00       1.6750668e+00       2.0210898e-03
   7172       1.7179690e+00       1.6750728e+00       2.0208169e-03
   7173       1.7195306e+00       1.6750790e+00       2.0205446e-03
   7174       1.7210232e+00       1.6750854e+00       2.0202732e-03
   7175       1.7224447e+00       1.6750920e+00       2.0200024e-03
   7176       1.7237941e+00       1.6750988e+00       2.0197323e-03
   7177       1.7250701e+00       1.6751058e+00       2.0194629e-03
   7178       1.7262726e+00       1.6751129e+00       2.0191941e-03
   7179       1.7274006e+00       1.6751202e+00       2.0189260e-03
   7180       1.7284530e+00       1.6751276e+00       2.0186584e-03
   7181       1.7294292e+00       1.6751352e+00       2.0183915e-03
   7182       1.7303289e+00       1.6751428e+00       2.0181251e-03
   7183       1.7311520e+00       1.6751506e+00       2.0178592e-03
   7184       1.7318984e+00       1.6751585e+00       2.0175938e-03
   7185       1.7325681e+00       1.6751665e+00       2.0173288e-03
   7186       1.7331611e+00       1.6751746e+00       2.0170642e-03
   7187       1.7336774e+00       1.6751827e+00       2.0168000e-03
   7188       1.7341171e+00       1.6751909e+00       2.0165361e-03
   7189       1.7344800e+00       1.6751992e+00       2.0162724e-03
   7190       1.7347664e+00       1.6752075e+00       2.0160090e-03
   7191       1.7349765e+00       1.6752158e+00       2.0157458e-03
   7192       1.7351111e+00       1.6752241e+00       2.0154827e-03
   7193       1.7351699e+00       1.6752324e+00       2.0152198e-03
   7194       1.7351534e+00       1.6752408e+00       2.0149568e-03
   7195       1.7350620e+00       1.6752491e+00       2.0146939e-03
   7196       1.7348952e+00       1.6752574e+00       2.0144310e-03
   7197       1.7346537e+00       1.6752656e+00       2.0141680e-03
   7198       1.7343374e+00       1.6752738e+00       2.0139049e-03
   7199       1.7339462e+00       1.6752820e+00       2.0136417e-03
   7200       1.7334803e+00       1.6752901e+00       2.0133782e-03
   7201       1.7329403e+00       1.6752981e+00       2.0131145e-03
   7202       1.7323261e+00       1.6753060e+00       2.0128506e-03
   7203       1.7316380e+00       1.6753138e+00       2.0125863e-03
   7204       1.7308764e+00       1.6753215e+00       2.0123217e-03
   7205       1.7300412e+00       1.6753291e+00       2.0120568e-03
   7206       1.7291327e+00       1.6753366e+00       2.0117914e-03
   7207       1.7281509e+00       1.6753439e+00       2.0115256e-03
   7208       1.7270962e+00       1.6753511e+00       2.0112594e-03
   7209       1.7259691e+00       1.6753581e+00       2.0109926e-03
   7210       1.7247703e+00       1.6753650e+00       2.0107254e-03
   7211       1.7235001e+00       1.6753717e+00       2.0104576e-03
   7212       1.7221588e+00       1.6753781e+00       2.0101893e-03
   7213       1.7207467e+00       1.6753844e+00       2.0099205e-03
   7214       1.7192640e+00       1.6753905e+00       2.0096511e-03
   7215       1.7177112e+00       1.6753964e+00       2.0093811e-03
   7216       1.7160889e+00       1.6754020e+00       2.0091105e-03
   7217       1.7143980e+00       1.6754074e+00       2.0088394e-03
   7218       1.7126393e+00       1.6754126e+00       2.0085677e-03
   7219       1.7108137e+00       1.6754175e+00       2.0082955e-03
   7220       1.7089225e+00       1.6754221e+00       2.0080227e-03
   7221       1.7069673e+00       1.6754265e+00       2.0077494e-03
   7222       1.7049509e+00       1.6754306e+00       2.0074755e-03
   7223       1.7028750e+00       1.6754344e+00       2.0072012e-03
   7224       1.7007409e+00       1.6754379e+00       2.0069264e-03
   7225       1.6985501e+00       1.6754411e+00       2.0066512e-03
   7226       1.6963044e+00       1.6754440e+00       2.0063755e-03
   7227       1.6940062e+00       1.6754465e+00       2.0060996e-03
   7228       1.6916582e+00       1.6754488e+00       2.0058233e-03
   7229       1.6892634e+00       1.6754507e+00       2.0055467e-03
   7230       1.6868243e+00       1.6754523e+00       2.0052699e-03
   7231       1.6843434e+00       1.6754535e+00       2.0049930e-03
   7232       1.6818246e+00       1.6754544e+00       2.0047160e-03
   7233       1.6792718e+00       1.6754549e+00       2.0044389e-03
   7234       1.6766876e+00       1.6754551e+00       2.0041618e-03
   7235       1.6740758e+00       1.6754549e+00       2.0038848e-03
   7236       1.6714404e+00       1.6754543e+00       2.0036079e-03
   7237       1.6687848e+00       1.6754534e+00       2.0033313e-03
   7238       1.6661132e+00       1.6754521e+00       2.0030549e-03
   7239       1.6634293e+00       1.6754505e+00       2.0027789e-03
   7240       1.6607372e+00       1.6754484e+00       2.0025033e-03
   7241       1.6580420e+00       1.6754460e+00       2.0022282e-03
   7242       1.6553483e+00       1.6754432e+00       2.0019536e-03
   7243       1.6526602e+00       1.6754401e+00       2.0016797e-03
   7244       1.6499819e+00       1.6754366e+00       2.0014065e-03
   7245       1.6473186e+00       1.6754327e+00       2.0011340e-03
   7246       1.6446751e+00       1.6754285e+00       2.0008623e-03
   7247       1.6420562e+00       1.6754239e+00       2.0005915e-03
   7248       1.6394663e+00       1.6754189e+00       2.0003217e-03
   7249       1.6369098e+00       1.6754136e+00       2.0000528e-03
   7250       1.6343915e+00       1.6754079e+00       1.9997849e-03
   7251       1.6319166e+00       1.6754019e+00       1.9995181e-03
   7252       1.6294893e+00       1.6753956e+00       1.9992524e-03
   7253       1.6271141e+00       1.6753889e+00       1.9989879e-03
   7254       1.6247954e+00       1.6753820e+00       1.9987244e-03
   7255       1.6225382e+00       1.6753747e+00       1.9984622e-03
   7256       1.6203469e+00       1.6753671e+00       1.9982012e-03
   7257       1.6182246e+00       1.6753592e+00       1.9979414e-03
   7258       1.6161752e+00       1.6753511e+00       1.9976827e-03
   7259       1.6142032e+00       1.6753426e+00       1.9974253e-03
   7260       1.6123123e+00       1.6753340e+00       1.9971690e-03
   7261       1.6105062e+00       1.6753250e+00       1.9969139e-03
   7262       1.6087881e+00       1.6753159e+00       1.9966600e-03
   7263       1.6071598e+00       1.6753065e+00       1.9964071e-03
   7264       1.6056241e+00       1.6752969e+00       1.9961553e-03
   7265       1.6041836e+00       1.6752871e+00       1.9959046e-03
   7266       1.6028406e+00       1.6752771e+00       1.9956548e-03
   7267       1.6015970e+00       1.6752670e+00       1.9954059e-03
   7268       1.6004547e+00       1.6752567e+00       1.9951579e-03
   7269       1.5994160e+00       1.6752463e+00       1.9949107e-03
   7270       1.5984829e+00       1.6752357e+00       1.9946643e-03
   7271       1.5976558e+00       1.6752250e+00       1.9944185e-03
   7272       1.5969349e+00       1.6752143e+00       1.9941733e-03
   7273       1.5963202e+00       1.6752034e+00       1.9939286e-03
   7274       1.5958120e+00       1.6751925e+00       1.9936843e-03
   7275       1.5954103e+00       1.6751815e+00       1.9934404e-03
   7276       1.5951146e+00       1.6751705e+00       1.9931968e-03
   7277       1.5949243e+00       1.6751595e+00       1.9929534e-03
   7278       1.5948382e+00       1.6751485e+00       1.9927102e-03
   7279       1.5948548e+00       1.6751374e+00       1.9924669e-03
   7280       1.5949728e+00       1.6751264e+00       1.9922237e-03
   7281       1.5951909e+00       1.6751155e+00       1.9919803e-03
   7282       1.5955072e+00       1.6751045e+00       1.9917368e-03
   7283       1.5959191e+00       1.6750936e+00       1.9914930e-03
   7284       1.5964239e+00       1.6750828e+00       1.9912488e-03
   7285       1.5970190e+00       1.6750721e+00       1.9910043e-03
   7286       1.5977025e+00       1.6750615e+00       1.9907594e-03
   7287       1.5984714e+00       1.6750510e+00       1.9905139e-03
   7288       1.5993220e+00       1.6750406e+00       1.9902679e-03
   7289       1.6002509e+00       1.6750304e+00       1.9900213e-03
   7290       1.6012541e+00       1.6750202e+00       1.9897741e-03
   7291       1.6023282e+00       1.6750103e+00       1.9895262e-03
   7292       1.6034699e+00       1.6750004e+00       1.9892775e-03
   7293       1.6046756e+00       1.6749908e+00       1.9890281e-03
   7294       1.6059411e+00       1.6749813e+00       1.9887779e-03
   7295       1.6072629e+00       1.6749721e+00       1.9885270e-03
   7296       1.6086376e+00       1.6749630e+00       1.9882752e-03
   7297       1.6100616e+00       1.6749541e+00       1.9880226e-03
   7298       1.6115307e+00       1.6749454e+00       1.9877692e-03
   7299       1.6130413e+00       1.6749369e+00       1.9875150e-03
   7300       1.6145901e+00       1.6749286e+00       1.9872599e-03
   7301       1.6161733e+00       1.6749206e+00       1.9870040e-03
   7302       1.6177865e+00       1.6749128e+00       1.9867473e-03
   7303       1.6194264e+00       1.6749052e+00       1.9864898e-03
   7304       1.6210900e+00       1.6748978e+00       1.9862315e-03
   7305       1.6227744e+00       1.6748907e+00       1.9859724e-03
   7306       1.6244768e+00       1.6748838e+00       1.9857126e-03
   7307       1.6261947e+00       1.6748771e+00       1.9854520e-03
   7308       1.6279258e+00       1.6748707e+00       1.9851907e-03
   7309       1.6296676e+00       1.6748645e+00       1.9849287e-03
   7310       1.6314173e+00       1.6748585e+00       1.9846661e-03
   7311       1.6331722e+00       1.6748528e+00       1.9844028e-03
   7312       1.6349301e+00       1.6748474e+00       1.9841389e-03
   7313       1.6366892e+00       1.6748422e+00       1.9838745e-03
   7314       1.6384480e+00       1.6748372e+00       1.9836095e-03
   7315       1.6402046e+00       1.6748325e+00       1.9833439e-03
   7316       1.6419570e+00       1.6748280e+00       1.9830779e-03
   7317       1.6437041e+00       1.6748237e+00       1.9828115e-03
   7318       1.6454449e+00       1.6748197e+00       1.9825446e-03
   7319       1.6471779e+00       1.6748159e+00       1.9822773e-03
   7320       1.6489015e+00       1.6748124e+00       1.9820097e-03
   7321       1.6506148e+00       1.6748091e+00       1.9817417e-03
   7322       1.6523165e+00       1.6748060e+00       1.9814734e-03
   7323       1.6540052e+00       1.6748032e+00       1.9812049e-03
   7324       1.6556800e+00       1.6748005e+00       1.9809361e-03
   7325       1.6573401e+00       1.6747982e+00       1.9806671e-03
   7326       1.6589845e+00       1.6747960e+00       1.9803979e-03
   7327       1.6606121e+00       1.6747941e+00       1.9801286e-03
   7328       1.6622219e+00       1.6747924e+00       1.9798591e-03
   7329       1.6638129e+00       1.6747909e+00       1.9795895e-03
   7330       1.6653836e+00       1.6747896e+00       1.9793199e-03
   7331       1.6669321e+00       1.6747885e+00       1.9790502e-03
   7332       1.6684568e+00       1.6747876e+00       1.9787804e-03
   7333       1.6699561e+00       1.6747870e+00       1.9785107e-03
   7334       1.6714288e+00       1.6747865e+00       1.9782410e-03
   7335       1.6728733e+00       1.6747863e+00       1.9779713e-03
   7336       1.6742879e+00       1.6747862e+00       1.9777017e-03
   7337       1.6756717e+00       1.6747863e+00       1.9774321e-03
   7338       1.6770232e+00       1.6747866e+00       1.9771627e-03
   7339       1.6783403e+00       1.6747871e+00       1.9768933e-03
   7340       1.6796219e+00       1.6747878e+00       1.9766241e-03
   7341       1.6808662e+00       1.6747886e+00       1.9763550e-03
   7342       1.6820717e+00       1.6747896e+00       1.9760861e-03
   7343       1.6832371e+00       1.6747907e+00       1.9758173e-03
   7344       1.6843612e+00       1.6747920e+00       1.9755487e-03
   7345       1.6854432e+00       1.6747935e+00       1.9752803e-03
   7346       1.6864825e+00       1.6747951e+00       1.9750120e-03
   7347       1.6874788e+00       1.6747968e+00       1.9747439e-03
   7348       1.6884308e+00       1.6747987e+00       1.9744761e-03
   7349       1.6893372e+00       1.6748006e+00       1.9742084e-03
   7350       1.6901975e+00       1.6748027e+00       1.9739409e-03
   7351       1.6910117e+00       1.6748049e+00       1.9736736e-03
   7352       1.6917802e+00       1.6748072e+00       1.9734065e-03
   7353       1.6925028e+00       1.6748096e+00       1.9731396e-03
   7354       1.6931796e+00       1.6748121e+00       1.9728729e-03
   7355       1.6938111e+00       1.6748147e+00       1.9726063e-03
   7356       1.6943981e+00       1.6748174e+00       1.9723400e-03
   7357       1.6949418e+00       1.6748201e+00       1.9720738e-03
   7358       1.6954445e+00       1.6748229e+00       1.9718077e-03
   7359       1.6959078e+00       1.6748258e+00       1.9715419e-03
   7360       1.6963329e+00       1.6748287e+00       1.9712762e-03
   7361       1.6967214e+00       1.6748317e+00       1.9710106e-03
   7362       1.6970754e+00       1.6748347e+00       1.9707452e-03
   7363       1.6973976e+00       1.6748378e+00       1.9704799e-03
   7364       1.6976908e+00       1.6748409e+00       1.9702148e-03
   7365       1.6979568e+00       1.6748440e+00       1.9699498e-03
   7366       1.6981983e+00       1.6748472e+00       1.9696849e-03
   7367       1.6984183e+00       1.6748504e+00       1.9694201e-03
   7368       1.6986190e+00       1.6748536e+00       1.9691555e-03
   7369       1.6988033e+00       1.6748569e+00       1.9688909e-03
   7370       1.6989747e+00       1.6748601e+00       1.9686265e-03
   7371       1.6991356e+00       1.6748634e+00       1.9683622e-03
   7372       1.6992886e+00       1.6748667e+00       1.9680980e-03
   7373       1.6994365e+00       1.6748701e+00       1.9678338e-03
   7374       1.6995815e+00       1.6748734e+00       1.9675698e-03
   7375       1.6997259e+00       1.6748768e+00       1.9673059e-03
   7376       1.6998724e+00       1.6748802e+00       1.9670421e-03
   7377       1.7000237e+00       1.6748836e+00       1.9667784e-03
   7378       1.7001821e+00       1.6748870e+00       1.9665149e-03
   7379       1.7003490e+00       1.6748905e+00       1.9662514e-03
   7380       1.7005261e+00       1.6748939e+00       1.9659880e-03
   7381       1.7007147e+00       1.6748974e+00       1.9657248e-03
   7382       1.7009164e+00       1.6749010e+00       1.9654617e-03
   7383       1.7011322e+00       1.6749045e+00       1.9651987e-03
   7384       1.7013627e+00       1.6749081e+00       1.9649358e-03
   7385       1.7016089e+00       1.6749117e+00       1.9646730e-03
   7386       1.7018714e+00       1.6749154e+00       1.9644104e-03
   7387       1.7021494e+00       1.6749191e+00       1.9641480e-03
   7388       1.7024424e+00       1.6749228e+00       1.9638856e-03
   7389       1.7027497e+00       1.6749266e+00       1.9636235e-03
   7390       1.7030706e+00       1.6749304e+00       1.9633614e-03
   7391       1.7034044e+00       1.6749342e+00       1.9630996e-03
   7392       1.7037497e+00       1.6749381e+00       1.9628379e-03
   7393       1.7041045e+00       1.6749421e+00       1.9625763e-03
   7394       1.7044674e+00       1.6749460e+00       1.9623150e-03
   7395       1.7048368e+00       1.6749501e+00       1.9620538e-03
   7396       1.7052107e+00       1.6749542e+00       1.9617928e-03
   7397       1.7055867e+00       1.6749583e+00       1.9615319e-03
   7398       1.7059627e+00       1.6749625e+00       1.9612712e-03
   7399       1.7063365e+00       1.6749668e+00       1.9610108e-03
   7400       1.7067065e+00       1.6749710e+00       1.9607504e-03
   7401       1.7070702e+00       1.6749754e+00       1.9604903e-03
   7402       1.7074248e+00       1.6749798e+00       1.9602304e-03
   7403       1.7077683e+00       1.6749842e+00       1.9599706e-03
   7404       1.7080978e+00       1.6749887e+00       1.9597110e-03
   7405       1.7084102e+00       1.6749932e+00       1.9594515e-03
   7406       1.7087033e+00       1.6749977e+00       1.9591922e-03
   7407       1.7089745e+00       1.6750023e+00       1.9589331e-03
   7408       1.7092213e+00       1.6750069e+00       1.9586741e-03
   7409       1.7094422e+00       1.6750116e+00       1.9584152e-03
   7410       1.7096351e+00       1.6750163e+00       1.9581565e-03
   7411       1.7097976e+00       1.6750210e+00       1.9578979e-03
   7412       1.7099276e+00       1.6750257e+00       1.9576394e-03
   7413       1.7100229e+00       1.6750304e+00       1.9573810e-03
   7414       1.7100816e+00       1.6750351e+00       1.9571227e-03
   7415       1.7101024e+00       1.6750398e+00       1.9568645e-03
   7416       1.7100838e+00       1.6750446e+00       1.9566064e-03
   7417       1.7100245e+00       1.6750493e+00       1.9563482e-03
   7418       1.7099230e+00       1.6750540e+00       1.9560902e-03
   7419       1.7097783e+00       1.6750587e+00       1.9558321e-03
   7420       1.7095898e+00       1.6750633e+00       1.9555740e-03
   7421       1.7093565e+00       1.6750679e+00       1.9553160e-03
   7422       1.7090772e+00       1.6750725e+00       1.9550579e-03
   7423       1.7087511e+00       1.6750771e+00       1.9547998e-03
   7424       1.7083784e+00       1.6750815e+00       1.9545416e-03
   7425       1.7079584e+00       1.6750860e+00       1.9542834e-03
   7426       1.7074905e+00       1.6750903e+00       1.9540251e-03
   7427       1.7069749e+00       1.6750946e+00       1.9537667e-03
   7428       1.7064122e+00       1.6750988e+00       1.9535083e-03
   7429       1.7058023e+00       1.6751030e+00       1.9532497e-03
   7430       1.7051454e+00       1.6751070e+00       1.9529910e-03
   7431       1.7044421e+00       1.6751110e+00       1.9527321e-03
   7432       1.7036922e+00       1.6751148e+00       1.9524732e-03
   7433       1.7028958e+00       1.6751185e+00       1.9522141e-03
   7434       1.7020537e+00       1.6751222e+00       1.9519548e-03
   7435       1.7011665e+00       1.6751257e+00       1.9516954e-03
   7436       1.7002356e+00       1.6751291e+00       1.9514359e-03
   7437       1.6992615e+00       1.6751323e+00       1.9511762e-03
   7438       1.6982453e+00       1.6751354e+00       1.9509163e-03
   7439       1.6971882e+00       1.6751384e+00       1.9506563e-03
   7440       1.6960912e+00       1.6751412e+00       1.9503962e-03
   7441       1.6949554e+00       1.6751438e+00       1.9501359e-03
   7442       1.6937812e+00       1.6751464e+00       1.9498755e-03
   7443       1.6925694e+00       1.6751487e+00       1.9496149e-03
   7444       1.6913207e+00       1.6751509e+00       1.9493542e-03
   7445       1.6900363e+00       1.6751529e+00       1.9490934e-03
   7446       1.6887172e+00       1.6751547e+00       1.9488325e-03
   7447       1.6873645e+00       1.6751563e+00       1.9485715e-03
   7448       1.6859801e+00       1.6751578e+00       1.9483104e-03
   7449       1.6845648e+00       1.6751590e+00       1.9480492e-03
   7450       1.6831194e+00       1.6751601e+00       1.9477881e-03
   7451       1.6816456e+00       1.6751610e+00       1.9475268e-03
   7452       1.6801440e+00       1.6751617e+00       1.9472656e-03
   7453       1.6786150e+00       1.6751621e+00       1.9470044e-03
   7454       1.6770595e+00       1.6751624e+00       1.9467432e-03
   7455       1.6754781e+00       1.6751624e+00       1.9464821e-03
   7456       1.6738717e+00       1.6751622e+00       1.9462210e-03
   7457       1.6722408e+00       1.6751618e+00       1.9459601e-03
   7458       1.6705863e+00       1.6751612e+00       1.9456992e-03
   7459       1.6689087e+00       1.6751604e+00       1.9454386e-03
   7460       1.6672085e+00       1.6751593e+00       1.9451781e-03
   7461       1.6654861e+00       1.6751580e+00       1.9449178e-03
   7462       1.6637417e+00       1.6751565e+00       1.9446578e-03
   7463       1.6619757e+00       1.6751547e+00       1.9443980e-03
   7464       1.6601888e+00       1.6751527e+00       1.9441385e-03
   7465       1.6583819e+00       1.6751505e+00       1.9438794e-03
   7466       1.6565544e+00       1.6751480e+00       1.9436206e-03
   7467       1.6547057e+00       1.6751453e+00       1.9433622e-03
   7468       1.6528367e+00       1.6751423e+00       1.9431043e-03
   7469       1.6509474e+00       1.6751390e+00       1.9428469e-03
   7470       1.6490368e+00       1.6751355e+00       1.9425899e-03
   7471       1.6471042e+00       1.6751318e+00       1.9423335e-03
   7472       1.6451504e+00       1.6751278e+00       1.9420777e-03
   7473       1.6431754e+00       1.6751235e+00       1.9418225e-03
   7474       1.6411781e+00       1.6751190e+00       1.9415680e-03
   7475       1.6391584e+00       1.6751141e+00       1.9413143e-03
   7476       1.6371158e+00       1.6751091e+00       1.9410612e-03
   7477       1.6350505e+00       1.6751037e+00       1.9408090e-03
   7478       1.6329618e+00       1.6750981e+00       1.9405577e-03
   7479       1.6308492e+00       1.6750921e+00       1.9403072e-03
   7480       1.6287125e+00       1.6750859e+00       1.9400577e-03
   7481       1.6265513e+00       1.6750795e+00       1.9398093e-03
   7482       1.6243656e+00       1.6750727e+00       1.9395618e-03
   7483       1.6221554e+00       1.6750656e+00       1.9393155e-03
   7484       1.6199201e+00       1.6750582e+00       1.9390704e-03
   7485       1.6176596e+00       1.6750506e+00       1.9388265e-03
   7486       1.6153745e+00       1.6750426e+00       1.9385839e-03
   7487       1.6130650e+00       1.6750343e+00       1.9383426e-03
   7488       1.6107311e+00       1.6750257e+00       1.9381028e-03
   7489       1.6083732e+00       1.6750168e+00       1.9378644e-03
   7490       1.6059924e+00       1.6750076e+00       1.9376276e-03
   7491       1.6035896e+00       1.6749981e+00       1.9373924e-03
   7492       1.6011648e+00       1.6749882e+00       1.9371589e-03
   7493       1.5987183e+00       1.6749781e+00       1.9369271e-03
   7494       1.5962515e+00       1.6749675e+00       1.9366971e-03
   7495       1.5937654e+00       1.6749567e+00       1.9364690e-03
   7496       1.5912607e+00       1.6749455e+00       1.9362429e-03
   7497       1.5887386e+00       1.6749341e+00       1.9360188e-03
   7498       1.5862007e+00       1.6749222e+00       1.9357967e-03
   7499       1.5836488e+00       1.6749100e+00       1.9355769e-03
   7500       1.5810853e+00       1.6748975e+00       1.9353592e-03
   7501       1.5785116e+00       1.6748847e+00       1.9351439e-03
   7502       1.5759284e+00       1.6748715e+00       1.9349309e-03
   7503       1.5733377e+00       1.6748580e+00       1.9347203e-03
   7504       1.5707415e+00       1.6748441e+00       1.9345122e-03
   7505       1.5681418e+00       1.6748299e+00       1.9343067e-03
   7506       1.5655409e+00       1.6748153e+00       1.9341038e-03
   7507       1.5629406e+00       1.6748004e+00       1.9339036e-03
   7508       1.5603428e+00       1.6747852e+00       1.9337061e-03
   7509       1.5577502e+00       1.6747696e+00       1.9335114e-03
   7510       1.5551653e+00       1.6747537e+00       1.9333195e-03
   7511       1.5525897e+00       1.6747374e+00       1.9331305e-03
   7512       1.5500258e+00       1.6747208e+00       1.9329445e-03
   7513       1.5474759e+00       1.6747038e+00       1.9327614e-03
   7514       1.5449420e+00       1.6746866e+00       1.9325813e-03
   7515       1.5424260e+00       1.6746690e+00       1.9324043e-03
   7516       1.5399305e+00       1.6746511e+00       1.9322303e-03
   7517       1.5374575e+00       1.6746328e+00       1.9320595e-03
   7518       1.5350089e+00       1.6746142e+00       1.9318917e-03
   7519       1.5325863e+00       1.6745953e+00       1.9317272e-03
   7520       1.5301920e+00       1.6745761e+00       1.9315657e-03
   7521       1.5278282e+00       1.6745566e+00       1.9314074e-03
   7522       1.5254961e+00       1.6745368e+00       1.9312523e-03
   7523       1.5231979e+00       1.6745167e+00       1.9311004e-03
   7524       1.5209352e+00       1.6744963e+00       1.9309516e-03
   7525       1.5187095e+00       1.6744756e+00       1.9308060e-03
   7526       1.5165227e+00       1.6744546e+00       1.9306635e-03
   7527       1.5143764e+00       1.6744333e+00       1.9305241e-03
   7528       1.5122721e+00       1.6744118e+00       1.9303879e-03
   7529       1.5102110e+00       1.6743900e+00       1.9302547e-03
   7530       1.5081944e+00       1.6743679e+00       1.9301245e-03
   7531       1.5062233e+00       1.6743456e+00       1.9299973e-03
   7532       1.5042993e+00       1.6743230e+00       1.9298731e-03
   7533       1.5024241e+00       1.6743002e+00       1.9297518e-03
   7534       1.5005985e+00       1.6742771e+00       1.9296334e-03
   7535       1.4988235e+00       1.6742538e+00       1.9295178e-03
   7536       1.4971006e+00       1.6742303e+00       1.9294050e-03
   7537       1.4954309e+00       1.6742066e+00       1.9292948e-03
   7538       1.4938156e+00       1.6741827e+00       1.9291873e-03
   7539       1.4922557e+00       1.6741585e+00       1.9290823e-03
   7540       1.4907519e+00       1.6741342e+00       1.9289798e-03
   7541       1.4893057e+00       1.6741097e+00       1.9288797e-03
   7542       1.4879190e+00       1.6740850e+00       1.9287820e-03
   7543       1.4865928e+00       1.6740602e+00       1.9286864e-03
   7544       1.4853275e+00       1.6740351e+00       1.9285930e-03
   7545       1.4841247e+00       1.6740100e+00       1.9285016e-03
   7546       1.4829856e+00       1.6739847e+00       1.9284122e-03
   7547       1.4819110e+00       1.6739592e+00       1.9283246e-03
   7548       1.4809020e+00       1.6739336e+00       1.9282388e-03
   7549       1.4799600e+00       1.6739079e+00       1.9281545e-03
   7550       1.4790865e+00       1.6738821e+00       1.9280718e-03
   7551       1.4782826e+00       1.6738562e+00       1.9279905e-03
   7552       1.4775498e+00       1.6738302e+00       1.9279104e-03
   7553       1.4768897e+00       1.6738042e+00       1.9278315e-03
   7554       1.4763037e+00       1.6737780e+00       1.9277535e-03
   7555       1.4757926e+00       1.6737518e+00       1.9276765e-03
   7556       1.4753568e+00       1.6737256e+00       1.9276002e-03
   7557       1.4749980e+00       1.6736993e+00       1.9275245e-03
   7558       1.4747166e+00       1.6736729e+00       1.9274492e-03
   7559       1.4745136e+00       1.6736466e+00       1.9273743e-03
   7560       1.4743900e+00       1.6736202e+00       1.9272996e-03
   7561       1.4743457e+00       1.6735939e+00       1.9272249e-03
   7562       1.4743810e+00       1.6735675e+00       1.9271501e-03
   7563       1.4744964e+00       1.6735412e+00       1.9270750e-03
   7564       1.4746918e+00       1.6735149e+00       1.9269995e-03
   7565       1.4749671e+00       1.6734887e+00       1.9269235e-03
   7566       1.4753219e+00       1.6734625e+00       1.9268469e-03
   7567       1.4757559e+00       1.6734364e+00       1.9267693e-03
   7568       1.4762686e+00       1.6734103e+00       1.9266909e-03
   7569       1.4768584e+00       1.6733843e+00       1.9266113e-03
   7570       1.4775234e+00       1.6733585e+00       1.9265305e-03
