#BLOCK:          ACTUAL_KE:             KE_AVE:              ERROR:
   6022       1.7139466e+00       1.6771276e+00       2.3785662e-03
   6023       1.7145211e+00       1.6771338e+00       2.3781794e-03
   6024       1.7150835e+00       1.6771401e+00       2.3777930e-03
   6025       1.7156331e+00       1.6771465e+00       2.3774069e-03
   6026       1.7161696e+00       1.6771530e+00       2.3770212e-03
   6027       1.7166925e+00       1.6771595e+00       2.3766359e-03
   6028       1.7172006e+00       1.6771662e+00       2.3762509e-03
   6029       1.7176936e+00       1.6771729e+00       2.3758663e-03
   6030       1.7181706e+00       1.6771797e+00       2.3754820e-03
   6031       1.7186300e+00       1.6771866e+00       2.3750980e-03
   6032       1.7190715e+00       1.6771935e+00       2.3747144e-03
   6033       1.7194945e+00       1.6772005e+00       2.3743312e-03
   6034       1.7198979e+00       1.6772076e+00       2.3739482e-03
   6035       1.7202817e+00       1.6772147e+00       2.3735656e-03
   6036       1.7206459e+00       1.6772219e+00       2.3731833e-03
   6037       1.7209906e+00       1.6772292e+00       2.3728012e-03
   6038       1.7213157e+00       1.6772365e+00       2.3724195e-03
   6039       1.7216198e+00       1.6772438e+00       2.3720380e-03
   6040       1.7219022e+00       1.6772512e+00       2.3716568e-03
   6041       1.7221629e+00       1.6772587e+00       2.3712759e-03
   6042       1.7224005e+00       1.6772661e+00       2.3708952e-03
   6043       1.7226144e+00       1.6772736e+00       2.3705147e-03
   6044       1.7228038e+00       1.6772812e+00       2.3701345e-03
   6045       1.7229683e+00       1.6772887e+00       2.3697545e-03
   6046       1.7231078e+00       1.6772963e+00       2.3693746e-03
   6047       1.7232216e+00       1.6773039e+00       2.3689950e-03
   6048       1.7233094e+00       1.6773115e+00       2.3686155e-03
   6049       1.7233712e+00       1.6773191e+00       2.3682361e-03
   6050       1.7234071e+00       1.6773267e+00       2.3678569e-03
   6051       1.7234169e+00       1.6773344e+00       2.3674779e-03
   6052       1.7234005e+00       1.6773420e+00       2.3670989e-03
   6053       1.7233573e+00       1.6773496e+00       2.3667201e-03
   6054       1.7232869e+00       1.6773572e+00       2.3663413e-03
   6055       1.7231893e+00       1.6773647e+00       2.3659626e-03
   6056       1.7230645e+00       1.6773723e+00       2.3655840e-03
   6057       1.7229127e+00       1.6773798e+00       2.3652054e-03
   6058       1.7227334e+00       1.6773873e+00       2.3648268e-03
   6059       1.7225267e+00       1.6773947e+00       2.3644482e-03
   6060       1.7222926e+00       1.6774021e+00       2.3640696e-03
   6061       1.7220313e+00       1.6774095e+00       2.3636911e-03
   6062       1.7217434e+00       1.6774168e+00       2.3633125e-03
   6063       1.7214291e+00       1.6774241e+00       2.3629338e-03
   6064       1.7210889e+00       1.6774313e+00       2.3625551e-03
   6065       1.7207240e+00       1.6774384e+00       2.3621764e-03
   6066       1.7203354e+00       1.6774455e+00       2.3617975e-03
   6067       1.7199226e+00       1.6774525e+00       2.3614186e-03
   6068       1.7194858e+00       1.6774594e+00       2.3610396e-03
   6069       1.7190264e+00       1.6774663e+00       2.3606605e-03
   6070       1.7185452e+00       1.6774730e+00       2.3602813e-03
   6071       1.7180427e+00       1.6774797e+00       2.3599020e-03
   6072       1.7175197e+00       1.6774863e+00       2.3595226e-03
   6073       1.7169778e+00       1.6774928e+00       2.3591430e-03
   6074       1.7164183e+00       1.6774992e+00       2.3587633e-03
   6075       1.7158422e+00       1.6775055e+00       2.3583835e-03
   6076       1.7152507e+00       1.6775118e+00       2.3580035e-03
   6077       1.7146453e+00       1.6775179e+00       2.3576234e-03
   6078       1.7140279e+00       1.6775239e+00       2.3572432e-03
   6079       1.7134002e+00       1.6775298e+00       2.3568628e-03
   6080       1.7127637e+00       1.6775356e+00       2.3564823e-03
   6081       1.7121206e+00       1.6775413e+00       2.3561016e-03
   6082       1.7114727e+00       1.6775468e+00       2.3557208e-03
   6083       1.7108213e+00       1.6775523e+00       2.3553399e-03
   6084       1.7101681e+00       1.6775577e+00       2.3549589e-03
   6085       1.7095152e+00       1.6775629e+00       2.3545777e-03
   6086       1.7088648e+00       1.6775681e+00       2.3541965e-03
   6087       1.7082189e+00       1.6775731e+00       2.3538151e-03
   6088       1.7075797e+00       1.6775780e+00       2.3534336e-03
   6089       1.7069494e+00       1.6775828e+00       2.3530521e-03
   6090       1.7063300e+00       1.6775876e+00       2.3526704e-03
   6091       1.7057232e+00       1.6775922e+00       2.3522887e-03
   6092       1.7051313e+00       1.6775967e+00       2.3519069e-03
   6093       1.7045559e+00       1.6776011e+00       2.3515251e-03
   6094       1.7039990e+00       1.6776055e+00       2.3511432e-03
   6095       1.7034627e+00       1.6776097e+00       2.3507613e-03
   6096       1.7029482e+00       1.6776139e+00       2.3503793e-03
   6097       1.7024569e+00       1.6776179e+00       2.3499973e-03
   6098       1.7019914e+00       1.6776219e+00       2.3496154e-03
   6099       1.7015533e+00       1.6776259e+00       2.3492334e-03
   6100       1.7011431e+00       1.6776297e+00       2.3488514e-03
   6101       1.7007624e+00       1.6776335e+00       2.3484695e-03
   6102       1.7004126e+00       1.6776372e+00       2.3480876e-03
   6103       1.7000949e+00       1.6776409e+00       2.3477057e-03
   6104       1.6998102e+00       1.6776445e+00       2.3473239e-03
   6105       1.6995597e+00       1.6776481e+00       2.3469422e-03
   6106       1.6993442e+00       1.6776517e+00       2.3465605e-03
   6107       1.6991646e+00       1.6776552e+00       2.3461789e-03
   6108       1.6990218e+00       1.6776587e+00       2.3457974e-03
   6109       1.6989155e+00       1.6776622e+00       2.3454160e-03
   6110       1.6988459e+00       1.6776657e+00       2.3450347e-03
   6111       1.6988133e+00       1.6776691e+00       2.3446535e-03
   6112       1.6988183e+00       1.6776726e+00       2.3442725e-03
   6113       1.6988609e+00       1.6776760e+00       2.3438915e-03
   6114       1.6989407e+00       1.6776795e+00       2.3435107e-03
   6115       1.6990576e+00       1.6776830e+00       2.3431301e-03
   6116       1.6992116e+00       1.6776865e+00       2.3427496e-03
   6117       1.6994018e+00       1.6776901e+00       2.3423693e-03
   6118       1.6996275e+00       1.6776937e+00       2.3419892e-03
   6119       1.6998883e+00       1.6776973e+00       2.3416093e-03
   6120       1.7001832e+00       1.6777010e+00       2.3412295e-03
   6121       1.7005111e+00       1.6777047e+00       2.3408500e-03
   6122       1.7008714e+00       1.6777085e+00       2.3404707e-03
   6123       1.7012629e+00       1.6777123e+00       2.3400916e-03
   6124       1.7016843e+00       1.6777162e+00       2.3397128e-03
   6125       1.7021346e+00       1.6777202e+00       2.3393342e-03
   6126       1.7026129e+00       1.6777243e+00       2.3389559e-03
   6127       1.7031177e+00       1.6777284e+00       2.3385778e-03
   6128       1.7036478e+00       1.6777327e+00       2.3382000e-03
   6129       1.7042022e+00       1.6777370e+00       2.3378225e-03
   6130       1.7047796e+00       1.6777414e+00       2.3374453e-03
   6131       1.7053788e+00       1.6777459e+00       2.3370684e-03
   6132       1.7059976e+00       1.6777505e+00       2.3366918e-03
   6133       1.7066338e+00       1.6777552e+00       2.3363155e-03
   6134       1.7072851e+00       1.6777600e+00       2.3359396e-03
   6135       1.7079503e+00       1.6777650e+00       2.3355640e-03
   6136       1.7086287e+00       1.6777700e+00       2.3351888e-03
   6137       1.7093184e+00       1.6777751e+00       2.3348140e-03
   6138       1.7100166e+00       1.6777804e+00       2.3344395e-03
   6139       1.7107213e+00       1.6777858e+00       2.3340654e-03
   6140       1.7114301e+00       1.6777912e+00       2.3336917e-03
   6141       1.7121406e+00       1.6777968e+00       2.3333184e-03
   6142       1.7128509e+00       1.6778025e+00       2.3329454e-03
   6143       1.7135595e+00       1.6778084e+00       2.3325729e-03
   6144       1.7142646e+00       1.6778143e+00       2.3322008e-03
   6145       1.7149638e+00       1.6778203e+00       2.3318291e-03
   6146       1.7156543e+00       1.6778265e+00       2.3314579e-03
   6147       1.7163336e+00       1.6778328e+00       2.3310870e-03
   6148       1.7169996e+00       1.6778391e+00       2.3307165e-03
   6149       1.7176496e+00       1.6778456e+00       2.3303465e-03
   6150       1.7182816e+00       1.6778522e+00       2.3299768e-03
   6151       1.7188936e+00       1.6778588e+00       2.3296076e-03
   6152       1.7194838e+00       1.6778656e+00       2.3292387e-03
   6153       1.7200501e+00       1.6778725e+00       2.3288703e-03
   6154       1.7205900e+00       1.6778794e+00       2.3285022e-03
   6155       1.7211008e+00       1.6778864e+00       2.3281345e-03
   6156       1.7215802e+00       1.6778935e+00       2.3277671e-03
   6157       1.7220267e+00       1.6779007e+00       2.3274001e-03
   6158       1.7224384e+00       1.6779079e+00       2.3270334e-03
   6159       1.7228125e+00       1.6779152e+00       2.3266670e-03
   6160       1.7231476e+00       1.6779226e+00       2.3263008e-03
   6161       1.7234423e+00       1.6779300e+00       2.3259350e-03
   6162       1.7236950e+00       1.6779374e+00       2.3255694e-03
   6163       1.7239047e+00       1.6779448e+00       2.3252040e-03
   6164       1.7240696e+00       1.6779523e+00       2.3248388e-03
   6165       1.7241867e+00       1.6779598e+00       2.3244738e-03
   6166       1.7242548e+00       1.6779673e+00       2.3241089e-03
   6167       1.7242723e+00       1.6779748e+00       2.3237442e-03
   6168       1.7242382e+00       1.6779823e+00       2.3233796e-03
   6169       1.7241516e+00       1.6779898e+00       2.3230150e-03
   6170       1.7240113e+00       1.6779973e+00       2.3226505e-03
   6171       1.7238162e+00       1.6780047e+00       2.3222860e-03
   6172       1.7235658e+00       1.6780121e+00       2.3219214e-03
   6173       1.7232591e+00       1.6780194e+00       2.3215569e-03
   6174       1.7228956e+00       1.6780267e+00       2.3211922e-03
   6175       1.7224753e+00       1.6780339e+00       2.3208275e-03
   6176       1.7219977e+00       1.6780410e+00       2.3204626e-03
   6177       1.7214621e+00       1.6780480e+00       2.3200976e-03
   6178       1.7208690e+00       1.6780550e+00       2.3197324e-03
   6179       1.7202181e+00       1.6780618e+00       2.3193670e-03
   6180       1.7195094e+00       1.6780685e+00       2.3190014e-03
   6181       1.7187431e+00       1.6780751e+00       2.3186356e-03
   6182       1.7179195e+00       1.6780815e+00       2.3182695e-03
   6183       1.7170386e+00       1.6780878e+00       2.3179031e-03
   6184       1.7161005e+00       1.6780940e+00       2.3175364e-03
   6185       1.7151057e+00       1.6780999e+00       2.3171694e-03
   6186       1.7140554e+00       1.6781058e+00       2.3168022e-03
   6187       1.7129502e+00       1.6781114e+00       2.3164345e-03
   6188       1.7117908e+00       1.6781168e+00       2.3160666e-03
   6189       1.7105781e+00       1.6781221e+00       2.3156983e-03
   6190       1.7093137e+00       1.6781271e+00       2.3153297e-03
   6191       1.7079986e+00       1.6781319e+00       2.3149607e-03
   6192       1.7066331e+00       1.6781365e+00       2.3145914e-03
   6193       1.7052189e+00       1.6781409e+00       2.3142218e-03
   6194       1.7037572e+00       1.6781451e+00       2.3138519e-03
   6195       1.7022491e+00       1.6781489e+00       2.3134817e-03
   6196       1.7006965e+00       1.6781526e+00       2.3131111e-03
   6197       1.6991007e+00       1.6781560e+00       2.3127404e-03
   6198       1.6974625e+00       1.6781591e+00       2.3123693e-03
   6199       1.6957846e+00       1.6781619e+00       2.3119980e-03
   6200       1.6940689e+00       1.6781645e+00       2.3116266e-03
   6201       1.6923164e+00       1.6781668e+00       2.3112549e-03
   6202       1.6905283e+00       1.6781688e+00       2.3108831e-03
   6203       1.6887059e+00       1.6781705e+00       2.3105112e-03
   6204       1.6868506e+00       1.6781719e+00       2.3101392e-03
   6205       1.6849645e+00       1.6781730e+00       2.3097671e-03
   6206       1.6830490e+00       1.6781737e+00       2.3093951e-03
   6207       1.6811058e+00       1.6781742e+00       2.3090231e-03
   6208       1.6791369e+00       1.6781744e+00       2.3086511e-03
   6209       1.6771449e+00       1.6781742e+00       2.3082793e-03
   6210       1.6751312e+00       1.6781737e+00       2.3079077e-03
   6211       1.6730967e+00       1.6781729e+00       2.3075362e-03
   6212       1.6710436e+00       1.6781718e+00       2.3071650e-03
   6213       1.6689739e+00       1.6781703e+00       2.3067942e-03
   6214       1.6668891e+00       1.6781685e+00       2.3064237e-03
   6215       1.6647904e+00       1.6781663e+00       2.3060536e-03
   6216       1.6626796e+00       1.6781638e+00       2.3056839e-03
   6217       1.6605589e+00       1.6781610e+00       2.3053148e-03
   6218       1.6584292e+00       1.6781578e+00       2.3049462e-03
   6219       1.6562920e+00       1.6781543e+00       2.3045783e-03
   6220       1.6541488e+00       1.6781504e+00       2.3042110e-03
   6221       1.6520006e+00       1.6781462e+00       2.3038444e-03
   6222       1.6498491e+00       1.6781417e+00       2.3034787e-03
   6223       1.6476958e+00       1.6781368e+00       2.3031137e-03
   6224       1.6455424e+00       1.6781316e+00       2.3027496e-03
   6225       1.6433902e+00       1.6781260e+00       2.3023865e-03
   6226       1.6412405e+00       1.6781200e+00       2.3020243e-03
   6227       1.6390943e+00       1.6781138e+00       2.3016631e-03
   6228       1.6369536e+00       1.6781072e+00       2.3013030e-03
   6229       1.6348195e+00       1.6781002e+00       2.3009441e-03
   6230       1.6326936e+00       1.6780929e+00       2.3005863e-03
   6231       1.6305768e+00       1.6780853e+00       2.3002297e-03
   6232       1.6284698e+00       1.6780773e+00       2.2998744e-03
   6233       1.6263739e+00       1.6780690e+00       2.2995204e-03
   6234       1.6242903e+00       1.6780604e+00       2.2991677e-03
   6235       1.6222206e+00       1.6780515e+00       2.2988164e-03
   6236       1.6201655e+00       1.6780422e+00       2.2984665e-03
   6237       1.6181256e+00       1.6780326e+00       2.2981180e-03
   6238       1.6161021e+00       1.6780226e+00       2.2977711e-03
   6239       1.6140961e+00       1.6780124e+00       2.2974256e-03
   6240       1.6121081e+00       1.6780018e+00       2.2970817e-03
   6241       1.6101393e+00       1.6779910e+00       2.2967394e-03
   6242       1.6081912e+00       1.6779798e+00       2.2963987e-03
   6243       1.6062646e+00       1.6779683e+00       2.2960596e-03
   6244       1.6043603e+00       1.6779565e+00       2.2957221e-03
   6245       1.6024792e+00       1.6779444e+00       2.2953863e-03
   6246       1.6006215e+00       1.6779320e+00       2.2950522e-03
   6247       1.5987882e+00       1.6779194e+00       2.2947198e-03
   6248       1.5969796e+00       1.6779064e+00       2.2943891e-03
   6249       1.5951969e+00       1.6778932e+00       2.2940601e-03
   6250       1.5934410e+00       1.6778797e+00       2.2937328e-03
   6251       1.5917125e+00       1.6778659e+00       2.2934073e-03
   6252       1.5900125e+00       1.6778518e+00       2.2930835e-03
   6253       1.5883422e+00       1.6778375e+00       2.2927615e-03
   6254       1.5867021e+00       1.6778229e+00       2.2924412e-03
   6255       1.5850926e+00       1.6778081e+00       2.2921226e-03
   6256       1.5835150e+00       1.6777931e+00       2.2918058e-03
   6257       1.5819703e+00       1.6777777e+00       2.2914907e-03
   6258       1.5804593e+00       1.6777622e+00       2.2911773e-03
   6259       1.5789826e+00       1.6777464e+00       2.2908656e-03
   6260       1.5775413e+00       1.6777304e+00       2.2905556e-03
   6261       1.5761359e+00       1.6777142e+00       2.2902472e-03
   6262       1.5747668e+00       1.6776977e+00       2.2899405e-03
   6263       1.5734348e+00       1.6776811e+00       2.2896353e-03
   6264       1.5721409e+00       1.6776642e+00       2.2893318e-03
   6265       1.5708862e+00       1.6776472e+00       2.2890298e-03
   6266       1.5696716e+00       1.6776300e+00       2.2887294e-03
   6267       1.5684987e+00       1.6776125e+00       2.2884304e-03
   6268       1.5673675e+00       1.6775950e+00       2.2881329e-03
   6269       1.5662785e+00       1.6775772e+00       2.2878368e-03
   6270       1.5652323e+00       1.6775593e+00       2.2875421e-03
   6271       1.5642292e+00       1.6775412e+00       2.2872487e-03
   6272       1.5632702e+00       1.6775230e+00       2.2869566e-03
   6273       1.5623558e+00       1.6775046e+00       2.2866657e-03
   6274       1.5614866e+00       1.6774861e+00       2.2863760e-03
   6275       1.5606633e+00       1.6774675e+00       2.2860874e-03
   6276       1.5598861e+00       1.6774488e+00       2.2858000e-03
   6277       1.5591556e+00       1.6774299e+00       2.2855135e-03
   6278       1.5584731e+00       1.6774110e+00       2.2852280e-03
   6279       1.5578391e+00       1.6773920e+00       2.2849434e-03
   6280       1.5572537e+00       1.6773728e+00       2.2846596e-03
   6281       1.5567172e+00       1.6773536e+00       2.2843766e-03
   6282       1.5562298e+00       1.6773343e+00       2.2840944e-03
   6283       1.5557924e+00       1.6773150e+00       2.2838127e-03
   6284       1.5554051e+00       1.6772956e+00       2.2835317e-03
   6285       1.5550672e+00       1.6772761e+00       2.2832512e-03
   6286       1.5547784e+00       1.6772566e+00       2.2829711e-03
   6287       1.5545397e+00       1.6772371e+00       2.2826914e-03
   6288       1.5543511e+00       1.6772176e+00       2.2824121e-03
   6289       1.5542117e+00       1.6771980e+00       2.2821329e-03
   6290       1.5541207e+00       1.6771785e+00       2.2818540e-03
   6291       1.5540781e+00       1.6771589e+00       2.2815752e-03
   6292       1.5540833e+00       1.6771393e+00       2.2812964e-03
   6293       1.5541357e+00       1.6771198e+00       2.2810176e-03
   6294       1.5542347e+00       1.6771003e+00       2.2807388e-03
   6295       1.5543791e+00       1.6770808e+00       2.2804598e-03
   6296       1.5545681e+00       1.6770613e+00       2.2801806e-03
   6297       1.5548009e+00       1.6770419e+00       2.2799012e-03
   6298       1.5550764e+00       1.6770225e+00       2.2796214e-03
   6299       1.5553931e+00       1.6770032e+00       2.2793413e-03
   6300       1.5557502e+00       1.6769840e+00       2.2790607e-03
   6301       1.5561469e+00       1.6769648e+00       2.2787797e-03
   6302       1.5565819e+00       1.6769457e+00       2.2784982e-03
   6303       1.5570535e+00       1.6769267e+00       2.2782161e-03
   6304       1.5575602e+00       1.6769077e+00       2.2779334e-03
   6305       1.5581011e+00       1.6768889e+00       2.2776500e-03
   6306       1.5586755e+00       1.6768701e+00       2.2773660e-03
   6307       1.5592815e+00       1.6768515e+00       2.2770812e-03
   6308       1.5599174e+00       1.6768330e+00       2.2767957e-03
   6309       1.5605820e+00       1.6768145e+00       2.2765094e-03
   6310       1.5612743e+00       1.6767962e+00       2.2762222e-03
   6311       1.5619932e+00       1.6767780e+00       2.2759342e-03
   6312       1.5627374e+00       1.6767600e+00       2.2756454e-03
   6313       1.5635051e+00       1.6767420e+00       2.2753556e-03
   6314       1.5642949e+00       1.6767242e+00       2.2750649e-03
   6315       1.5651058e+00       1.6767065e+00       2.2747733e-03
   6316       1.5659370e+00       1.6766890e+00       2.2744808e-03
   6317       1.5667874e+00       1.6766716e+00       2.2741873e-03
   6318       1.5676560e+00       1.6766544e+00       2.2738928e-03
   6319       1.5685423e+00       1.6766372e+00       2.2735973e-03
   6320       1.5694457e+00       1.6766203e+00       2.2733008e-03
   6321       1.5703656e+00       1.6766035e+00       2.2730033e-03
   6322       1.5713014e+00       1.6765868e+00       2.2727048e-03
   6323       1.5722528e+00       1.6765703e+00       2.2724053e-03
   6324       1.5732194e+00       1.6765540e+00       2.2721047e-03
   6325       1.5742001e+00       1.6765378e+00       2.2718031e-03
   6326       1.5751955e+00       1.6765218e+00       2.2715005e-03
   6327       1.5762053e+00       1.6765059e+00       2.2711968e-03
   6328       1.5772293e+00       1.6764902e+00       2.2708920e-03
   6329       1.5782678e+00       1.6764747e+00       2.2705863e-03
   6330       1.5793216e+00       1.6764594e+00       2.2702794e-03
   6331       1.5803917e+00       1.6764442e+00       2.2699716e-03
   6332       1.5814783e+00       1.6764292e+00       2.2696626e-03
   6333       1.5825815e+00       1.6764144e+00       2.2693526e-03
   6334       1.5837018e+00       1.6763997e+00       2.2690415e-03
   6335       1.5848405e+00       1.6763853e+00       2.2687294e-03
   6336       1.5859984e+00       1.6763710e+00       2.2684162e-03
   6337       1.5871764e+00       1.6763569e+00       2.2681019e-03
   6338       1.5883756e+00       1.6763431e+00       2.2677865e-03
   6339       1.5895971e+00       1.6763294e+00       2.2674700e-03
   6340       1.5908418e+00       1.6763159e+00       2.2671525e-03
   6341       1.5921108e+00       1.6763026e+00       2.2668338e-03
   6342       1.5934056e+00       1.6762895e+00       2.2665141e-03
   6343       1.5947271e+00       1.6762767e+00       2.2661932e-03
   6344       1.5960769e+00       1.6762640e+00       2.2658713e-03
   6345       1.5974562e+00       1.6762516e+00       2.2655482e-03
   6346       1.5988658e+00       1.6762394e+00       2.2652240e-03
   6347       1.6003067e+00       1.6762275e+00       2.2648987e-03
   6348       1.6017802e+00       1.6762157e+00       2.2645723e-03
   6349       1.6032876e+00       1.6762042e+00       2.2642447e-03
   6350       1.6048307e+00       1.6761930e+00       2.2639160e-03
   6351       1.6064111e+00       1.6761820e+00       2.2635862e-03
   6352       1.6080288e+00       1.6761713e+00       2.2632553e-03
   6353       1.6096845e+00       1.6761608e+00       2.2629233e-03
   6354       1.6113785e+00       1.6761506e+00       2.2625901e-03
   6355       1.6131115e+00       1.6761407e+00       2.2622558e-03
   6356       1.6148841e+00       1.6761311e+00       2.2619204e-03
   6357       1.6166967e+00       1.6761217e+00       2.2615839e-03
   6358       1.6185495e+00       1.6761127e+00       2.2612463e-03
   6359       1.6204437e+00       1.6761039e+00       2.2609077e-03
   6360       1.6223791e+00       1.6760955e+00       2.2605680e-03
   6361       1.6243548e+00       1.6760873e+00       2.2602272e-03
   6362       1.6263708e+00       1.6760795e+00       2.2598855e-03
   6363       1.6284265e+00       1.6760720e+00       2.2595427e-03
   6364       1.6305217e+00       1.6760649e+00       2.2591990e-03
   6365       1.6326562e+00       1.6760580e+00       2.2588543e-03
   6366       1.6348293e+00       1.6760516e+00       2.2585088e-03
   6367       1.6370398e+00       1.6760454e+00       2.2581624e-03
   6368       1.6392866e+00       1.6760397e+00       2.2578152e-03
   6369       1.6415688e+00       1.6760343e+00       2.2574671e-03
   6370       1.6438850e+00       1.6760292e+00       2.2571184e-03
   6371       1.6462334e+00       1.6760245e+00       2.2567690e-03
   6372       1.6486125e+00       1.6760202e+00       2.2564189e-03
   6373       1.6510215e+00       1.6760163e+00       2.2560682e-03
   6374       1.6534589e+00       1.6760128e+00       2.2557171e-03
   6375       1.6559223e+00       1.6760096e+00       2.2553654e-03
   6376       1.6584101e+00       1.6760069e+00       2.2550134e-03
   6377       1.6609205e+00       1.6760045e+00       2.2546610e-03
   6378       1.6634507e+00       1.6760025e+00       2.2543084e-03
   6379       1.6659984e+00       1.6760010e+00       2.2539555e-03
   6380       1.6685620e+00       1.6759998e+00       2.2536025e-03
   6381       1.6711394e+00       1.6759990e+00       2.2532495e-03
   6382       1.6737275e+00       1.6759987e+00       2.2528965e-03
   6383       1.6763245e+00       1.6759987e+00       2.2525435e-03
   6384       1.6789281e+00       1.6759992e+00       2.2521907e-03
   6385       1.6815358e+00       1.6760001e+00       2.2518381e-03
   6386       1.6841452e+00       1.6760013e+00       2.2514859e-03
   6387       1.6867540e+00       1.6760030e+00       2.2511340e-03
   6388       1.6893597e+00       1.6760051e+00       2.2507826e-03
   6389       1.6919606e+00       1.6760076e+00       2.2504317e-03
   6390       1.6945550e+00       1.6760105e+00       2.2500814e-03
   6391       1.6971395e+00       1.6760138e+00       2.2497317e-03
   6392       1.6997116e+00       1.6760175e+00       2.2493828e-03
   6393       1.7022695e+00       1.6760216e+00       2.2490347e-03
   6394       1.7048103e+00       1.6760261e+00       2.2486875e-03
   6395       1.7073317e+00       1.6760310e+00       2.2483412e-03
   6396       1.7098323e+00       1.6760363e+00       2.2479959e-03
   6397       1.7123094e+00       1.6760420e+00       2.2476516e-03
   6398       1.7147607e+00       1.6760480e+00       2.2473084e-03
   6399       1.7171844e+00       1.6760545e+00       2.2469664e-03
   6400       1.7195779e+00       1.6760613e+00       2.2466256e-03
   6401       1.7219387e+00       1.6760684e+00       2.2462861e-03
   6402       1.7242654e+00       1.6760760e+00       2.2459478e-03
   6403       1.7265561e+00       1.6760838e+00       2.2456109e-03
   6404       1.7288083e+00       1.6760921e+00       2.2452753e-03
   6405       1.7310203e+00       1.6761006e+00       2.2449412e-03
   6406       1.7331903e+00       1.6761096e+00       2.2446084e-03
   6407       1.7353161e+00       1.6761188e+00       2.2442771e-03
   6408       1.7373963e+00       1.6761284e+00       2.2439472e-03
   6409       1.7394289e+00       1.6761382e+00       2.2436189e-03
   6410       1.7414123e+00       1.6761484e+00       2.2432919e-03
   6411       1.7433453e+00       1.6761589e+00       2.2429665e-03
   6412       1.7452263e+00       1.6761697e+00       2.2426426e-03
   6413       1.7470542e+00       1.6761807e+00       2.2423201e-03
   6414       1.7488277e+00       1.6761921e+00       2.2419991e-03
   6415       1.7505456e+00       1.6762036e+00       2.2416796e-03
   6416       1.7522059e+00       1.6762155e+00       2.2413615e-03
   6417       1.7538071e+00       1.6762276e+00       2.2410448e-03
   6418       1.7553483e+00       1.6762399e+00       2.2407296e-03
   6419       1.7568287e+00       1.6762525e+00       2.2404156e-03
   6420       1.7582468e+00       1.6762652e+00       2.2401031e-03
   6421       1.7596016e+00       1.6762782e+00       2.2397918e-03
   6422       1.7608920e+00       1.6762914e+00       2.2394818e-03
   6423       1.7621166e+00       1.6763048e+00       2.2391730e-03
   6424       1.7632747e+00       1.6763183e+00       2.2388653e-03
   6425       1.7643660e+00       1.6763320e+00       2.2385588e-03
   6426       1.7653906e+00       1.6763459e+00       2.2382534e-03
   6427       1.7663477e+00       1.6763599e+00       2.2379489e-03
   6428       1.7672357e+00       1.6763740e+00       2.2376454e-03
   6429       1.7680538e+00       1.6763883e+00       2.2373428e-03
   6430       1.7688014e+00       1.6764026e+00       2.2370410e-03
   6431       1.7694790e+00       1.6764171e+00       2.2367400e-03
   6432       1.7700864e+00       1.6764317e+00       2.2364396e-03
   6433       1.7706229e+00       1.6764463e+00       2.2361399e-03
   6434       1.7710886e+00       1.6764610e+00       2.2358407e-03
   6435       1.7714831e+00       1.6764758e+00       2.2355420e-03
   6436       1.7718063e+00       1.6764906e+00       2.2352438e-03
   6437       1.7720590e+00       1.6765054e+00       2.2349458e-03
   6438       1.7722430e+00       1.6765203e+00       2.2346481e-03
   6439       1.7723576e+00       1.6765352e+00       2.2343507e-03
   6440       1.7724018e+00       1.6765501e+00       2.2340533e-03
   6441       1.7723766e+00       1.6765650e+00       2.2337560e-03
   6442       1.7722825e+00       1.6765798e+00       2.2334587e-03
   6443       1.7721198e+00       1.6765946e+00       2.2331612e-03
   6444       1.7718892e+00       1.6766094e+00       2.2328636e-03
   6445       1.7715917e+00       1.6766242e+00       2.2325658e-03
   6446       1.7712284e+00       1.6766388e+00       2.2322677e-03
   6447       1.7708010e+00       1.6766535e+00       2.2319693e-03
   6448       1.7703105e+00       1.6766680e+00       2.2316704e-03
   6449       1.7697571e+00       1.6766824e+00       2.2313710e-03
   6450       1.7691424e+00       1.6766967e+00       2.2310711e-03
   6451       1.7684679e+00       1.6767110e+00       2.2307706e-03
   6452       1.7677349e+00       1.6767251e+00       2.2304695e-03
   6453       1.7669450e+00       1.6767391e+00       2.2301676e-03
   6454       1.7660994e+00       1.6767529e+00       2.2298651e-03
   6455       1.7651999e+00       1.6767666e+00       2.2295617e-03
   6456       1.7642486e+00       1.6767802e+00       2.2292575e-03
   6457       1.7632465e+00       1.6767936e+00       2.2289525e-03
   6458       1.7621949e+00       1.6768068e+00       2.2286466e-03
   6459       1.7610962e+00       1.6768198e+00       2.2283398e-03
   6460       1.7599518e+00       1.6768327e+00       2.2280320e-03
   6461       1.7587630e+00       1.6768454e+00       2.2277232e-03
   6462       1.7575318e+00       1.6768579e+00       2.2274135e-03
   6463       1.7562598e+00       1.6768701e+00       2.2271027e-03
   6464       1.7549484e+00       1.6768822e+00       2.2267909e-03
   6465       1.7535994e+00       1.6768941e+00       2.2264781e-03
   6466       1.7522141e+00       1.6769057e+00       2.2261642e-03
   6467       1.7507937e+00       1.6769172e+00       2.2258493e-03
   6468       1.7493398e+00       1.6769284e+00       2.2255334e-03
   6469       1.7478537e+00       1.6769393e+00       2.2252163e-03
   6470       1.7463368e+00       1.6769501e+00       2.2248983e-03
   6471       1.7447905e+00       1.6769605e+00       2.2245791e-03
