#BLOCK:          ACTUAL_PE:             PE_AVE:              ERROR:
   4824      -5.1194816e+00      -5.0516909e+00       2.9183583e-03
   4825      -5.1183288e+00      -5.0517047e+00       2.9177861e-03
   4826      -5.1176043e+00      -5.0517184e+00       2.9172134e-03
   4827      -5.1167023e+00      -5.0517318e+00       2.9166402e-03
   4828      -5.1157726e+00      -5.0517451e+00       2.9160662e-03
   4829      -5.1148139e+00      -5.0517582e+00       2.9154916e-03
   4830      -5.1138252e+00      -5.0517710e+00       2.9149163e-03
   4831      -5.1126548e+00      -5.0517836e+00       2.9143402e-03
   4832      -5.1111509e+00      -5.0517959e+00       2.9137629e-03
   4833      -5.1100687e+00      -5.0518080e+00       2.9131850e-03
   4834      -5.1091047e+00      -5.0518198e+00       2.9126064e-03
   4835      -5.1081080e+00      -5.0518314e+00       2.9120273e-03
   4836      -5.1069267e+00      -5.0518428e+00       2.9114474e-03
   4837      -5.1055597e+00      -5.0518539e+00       2.9108667e-03
   4838      -5.1046120e+00      -5.0518649e+00       2.9102855e-03
   4839      -5.1036299e+00      -5.0518756e+00       2.9097037e-03
   4840      -5.1026139e+00      -5.0518860e+00       2.9091214e-03
   4841      -5.1012627e+00      -5.0518962e+00       2.9085384e-03
   4842      -5.0997285e+00      -5.0519061e+00       2.9079544e-03
   4843      -5.0981629e+00      -5.0519157e+00       2.9073697e-03
   4844      -5.0968697e+00      -5.0519249e+00       2.9067843e-03
   4845      -5.0949438e+00      -5.0519338e+00       2.9061979e-03
   4846      -5.0932921e+00      -5.0519424e+00       2.9056107e-03
   4847      -5.0919162e+00      -5.0519506e+00       2.9050230e-03
   4848      -5.0903654e+00      -5.0519585e+00       2.9044346e-03
   4849      -5.0887930e+00      -5.0519661e+00       2.9038455e-03
   4850      -5.0872008e+00      -5.0519734e+00       2.9032559e-03
   4851      -5.0854401e+00      -5.0519803e+00       2.9026656e-03
   4852      -5.0833628e+00      -5.0519868e+00       2.9020745e-03
   4853      -5.0818775e+00      -5.0519929e+00       2.9014831e-03
   4854      -5.0800804e+00      -5.0519987e+00       2.9008911e-03
   4855      -5.0779759e+00      -5.0520041e+00       2.9002985e-03
   4856      -5.0761701e+00      -5.0520090e+00       2.8997055e-03
   4857      -5.0746660e+00      -5.0520137e+00       2.8991123e-03
   4858      -5.0730139e+00      -5.0520180e+00       2.8985187e-03
   4859      -5.0713679e+00      -5.0520220e+00       2.8979249e-03
   4860      -5.0695798e+00      -5.0520256e+00       2.8973309e-03
   4861      -5.0681063e+00      -5.0520289e+00       2.8967368e-03
   4862      -5.0664975e+00      -5.0520319e+00       2.8961425e-03
   4863      -5.0650578e+00      -5.0520346e+00       2.8955482e-03
   4864      -5.0634879e+00      -5.0520369e+00       2.8949538e-03
   4865      -5.0620931e+00      -5.0520390e+00       2.8943595e-03
   4866      -5.0605737e+00      -5.0520407e+00       2.8937652e-03
   4867      -5.0595366e+00      -5.0520423e+00       2.8931711e-03
   4868      -5.0580770e+00      -5.0520435e+00       2.8925770e-03
   4869      -5.0566506e+00      -5.0520445e+00       2.8919831e-03
   4870      -5.0551083e+00      -5.0520451e+00       2.8913893e-03
   4871      -5.0537534e+00      -5.0520455e+00       2.8907958e-03
   4872      -5.0524355e+00      -5.0520455e+00       2.8902024e-03
   4873      -5.0508537e+00      -5.0520453e+00       2.8896093e-03
   4874      -5.0496129e+00      -5.0520448e+00       2.8890165e-03
   4875      -5.0485622e+00      -5.0520441e+00       2.8884240e-03
   4876      -5.0474000e+00      -5.0520431e+00       2.8878318e-03
   4877      -5.0462765e+00      -5.0520419e+00       2.8872399e-03
   4878      -5.0450406e+00      -5.0520405e+00       2.8866483e-03
   4879      -5.0438431e+00      -5.0520388e+00       2.8860572e-03
   4880      -5.0429858e+00      -5.0520370e+00       2.8854664e-03
   4881      -5.0418624e+00      -5.0520349e+00       2.8848759e-03
   4882      -5.0407740e+00      -5.0520326e+00       2.8842860e-03
   4883      -5.0400215e+00      -5.0520301e+00       2.8836963e-03
   4884      -5.0391493e+00      -5.0520275e+00       2.8831071e-03
   4885      -5.0383058e+00      -5.0520247e+00       2.8825183e-03
   4886      -5.0374884e+00      -5.0520217e+00       2.8819298e-03
   4887      -5.0369968e+00      -5.0520186e+00       2.8813418e-03
   4888      -5.0360736e+00      -5.0520154e+00       2.8807541e-03
   4889      -5.0353209e+00      -5.0520119e+00       2.8801669e-03
   4890      -5.0347355e+00      -5.0520084e+00       2.8795801e-03
   4891      -5.0340123e+00      -5.0520047e+00       2.8789937e-03
   4892      -5.0334511e+00      -5.0520009e+00       2.8784077e-03
   4893      -5.0327467e+00      -5.0519970e+00       2.8778221e-03
   4894      -5.0323495e+00      -5.0519930e+00       2.8772369e-03
   4895      -5.0316530e+00      -5.0519888e+00       2.8766521e-03
   4896      -5.0306539e+00      -5.0519845e+00       2.8760678e-03
   4897      -5.0299547e+00      -5.0519800e+00       2.8754841e-03
   4898      -5.0292502e+00      -5.0519753e+00       2.8749007e-03
   4899      -5.0282368e+00      -5.0519705e+00       2.8743180e-03
   4900      -5.0275159e+00      -5.0519655e+00       2.8737357e-03
   4901      -5.0267831e+00      -5.0519604e+00       2.8731539e-03
   4902      -5.0260363e+00      -5.0519551e+00       2.8725727e-03
   4903      -5.0254244e+00      -5.0519497e+00       2.8719919e-03
   4904      -5.0243422e+00      -5.0519440e+00       2.8714118e-03
   4905      -5.0235435e+00      -5.0519382e+00       2.8708322e-03
   4906      -5.0225736e+00      -5.0519323e+00       2.8702533e-03
   4907      -5.0217330e+00      -5.0519261e+00       2.8696750e-03
   4908      -5.0211720e+00      -5.0519198e+00       2.8690971e-03
   4909      -5.0204370e+00      -5.0519134e+00       2.8685198e-03
   4910      -5.0195262e+00      -5.0519068e+00       2.8679432e-03
   4911      -5.0185899e+00      -5.0519000e+00       2.8673672e-03
   4912      -5.0176275e+00      -5.0518931e+00       2.8667920e-03
   4913      -5.0166392e+00      -5.0518859e+00       2.8662174e-03
   4914      -5.0156248e+00      -5.0518785e+00       2.8656437e-03
   4915      -5.0144335e+00      -5.0518709e+00       2.8650707e-03
   4916      -5.0135189e+00      -5.0518631e+00       2.8644986e-03
   4917      -5.0122768e+00      -5.0518550e+00       2.8639273e-03
   4918      -5.0114635e+00      -5.0518468e+00       2.8633567e-03
   4919      -5.0100222e+00      -5.0518383e+00       2.8627873e-03
   4920      -5.0090115e+00      -5.0518296e+00       2.8622186e-03
   4921      -5.0078278e+00      -5.0518207e+00       2.8616510e-03
   4922      -5.0067743e+00      -5.0518115e+00       2.8610842e-03
   4923      -5.0053997e+00      -5.0518021e+00       2.8605186e-03
   4924      -5.0040069e+00      -5.0517924e+00       2.8599541e-03
   4925      -5.0027488e+00      -5.0517824e+00       2.8593907e-03
   4926      -5.0014756e+00      -5.0517722e+00       2.8588285e-03
   4927      -5.0003404e+00      -5.0517618e+00       2.8582673e-03
   4928      -4.9991944e+00      -5.0517511e+00       2.8577072e-03
   4929      -4.9977372e+00      -5.0517402e+00       2.8571485e-03
   4930      -4.9964241e+00      -5.0517289e+00       2.8565909e-03
   4931      -4.9952577e+00      -5.0517175e+00       2.8560346e-03
   4932      -4.9939391e+00      -5.0517058e+00       2.8554795e-03
   4933      -4.9932268e+00      -5.0516939e+00       2.8549253e-03
   4934      -4.9919133e+00      -5.0516818e+00       2.8543724e-03
   4935      -4.9904548e+00      -5.0516694e+00       2.8538209e-03
   4936      -4.9890051e+00      -5.0516567e+00       2.8532710e-03
   4937      -4.9875676e+00      -5.0516437e+00       2.8527226e-03
   4938      -4.9865985e+00      -5.0516305e+00       2.8521753e-03
   4939      -4.9850423e+00      -5.0516171e+00       2.8516297e-03
   4940      -4.9839596e+00      -5.0516034e+00       2.8510853e-03
   4941      -4.9827482e+00      -5.0515894e+00       2.8505424e-03
   4942      -4.9812608e+00      -5.0515752e+00       2.8500011e-03
   4943      -4.9801041e+00      -5.0515607e+00       2.8494612e-03
   4944      -4.9791301e+00      -5.0515461e+00       2.8489225e-03
   4945      -4.9777389e+00      -5.0515312e+00       2.8483855e-03
   4946      -4.9768399e+00      -5.0515161e+00       2.8478496e-03
   4947      -4.9758311e+00      -5.0515008e+00       2.8473150e-03
   4948      -4.9748665e+00      -5.0514853e+00       2.8467817e-03
   4949      -4.9745542e+00      -5.0514697e+00       2.8462489e-03
   4950      -4.9735366e+00      -5.0514540e+00       2.8457175e-03
   4951      -4.9727228e+00      -5.0514381e+00       2.8451871e-03
   4952      -4.9719648e+00      -5.0514220e+00       2.8446578e-03
   4953      -4.9711142e+00      -5.0514058e+00       2.8441297e-03
   4954      -4.9706263e+00      -5.0513895e+00       2.8436024e-03
   4955      -4.9702015e+00      -5.0513731e+00       2.8430757e-03
   4956      -4.9699936e+00      -5.0513567e+00       2.8425494e-03
   4957      -4.9697030e+00      -5.0513402e+00       2.8420237e-03
   4958      -4.9694827e+00      -5.0513237e+00       2.8414985e-03
   4959      -4.9694859e+00      -5.0513072e+00       2.8409734e-03
   4960      -4.9692606e+00      -5.0512907e+00       2.8404488e-03
   4961      -4.9691104e+00      -5.0512741e+00       2.8399245e-03
   4962      -4.9688851e+00      -5.0512575e+00       2.8394007e-03
   4963      -4.9690392e+00      -5.0512410e+00       2.8388769e-03
   4964      -4.9692720e+00      -5.0512244e+00       2.8383531e-03
   4965      -4.9695837e+00      -5.0512080e+00       2.8378290e-03
   4966      -4.9699752e+00      -5.0511916e+00       2.8373047e-03
   4967      -4.9702950e+00      -5.0511754e+00       2.8367802e-03
   4968      -4.9706930e+00      -5.0511592e+00       2.8362555e-03
   4969      -4.9708673e+00      -5.0511430e+00       2.8357307e-03
   4970      -4.9714219e+00      -5.0511270e+00       2.8352055e-03
   4971      -4.9723551e+00      -5.0511111e+00       2.8346794e-03
   4972      -4.9730613e+00      -5.0510954e+00       2.8341528e-03
   4973      -4.9739917e+00      -5.0510799e+00       2.8336253e-03
   4974      -4.9748425e+00      -5.0510646e+00       2.8330970e-03
   4975      -4.9757625e+00      -5.0510494e+00       2.8325680e-03
   4976      -4.9769001e+00      -5.0510345e+00       2.8320379e-03
   4977      -4.9777995e+00      -5.0510198e+00       2.8315072e-03
   4978      -4.9789113e+00      -5.0510053e+00       2.8309754e-03
   4979      -4.9802322e+00      -5.0509911e+00       2.8304425e-03
   4980      -4.9814572e+00      -5.0509772e+00       2.8299086e-03
   4981      -4.9827344e+00      -5.0509635e+00       2.8293736e-03
   4982      -4.9840593e+00      -5.0509500e+00       2.8288376e-03
   4983      -4.9855789e+00      -5.0509369e+00       2.8283003e-03
   4984      -4.9868364e+00      -5.0509241e+00       2.8277620e-03
   4985      -4.9881299e+00      -5.0509115e+00       2.8272228e-03
   4986      -4.9896061e+00      -5.0508992e+00       2.8266825e-03
   4987      -4.9908074e+00      -5.0508871e+00       2.8261414e-03
   4988      -4.9923343e+00      -5.0508754e+00       2.8255992e-03
   4989      -4.9940307e+00      -5.0508640e+00       2.8250558e-03
   4990      -4.9954390e+00      -5.0508529e+00       2.8245115e-03
   4991      -4.9971592e+00      -5.0508421e+00       2.8239661e-03
   4992      -4.9987336e+00      -5.0508317e+00       2.8234197e-03
   4993      -5.0001588e+00      -5.0508215e+00       2.8228724e-03
   4994      -5.0017325e+00      -5.0508117e+00       2.8223243e-03
   4995      -5.0031479e+00      -5.0508022e+00       2.8217754e-03
   4996      -5.0044013e+00      -5.0507929e+00       2.8212259e-03
   4997      -5.0059419e+00      -5.0507839e+00       2.8206756e-03
   4998      -5.0074631e+00      -5.0507752e+00       2.8201245e-03
   4999      -5.0091118e+00      -5.0507669e+00       2.8195727e-03
   5000      -5.0107333e+00      -5.0507589e+00       2.8190202e-03
   5001      -5.0120226e+00      -5.0507511e+00       2.8184671e-03
   5002      -5.0132783e+00      -5.0507436e+00       2.8179136e-03
   5003      -5.0147989e+00      -5.0507365e+00       2.8173595e-03
   5004      -5.0159770e+00      -5.0507295e+00       2.8168050e-03
   5005      -5.0174138e+00      -5.0507229e+00       2.8162501e-03
   5006      -5.0188052e+00      -5.0507165e+00       2.8156948e-03
   5007      -5.0201486e+00      -5.0507104e+00       2.8151390e-03
   5008      -5.0206866e+00      -5.0507044e+00       2.8145833e-03
   5009      -5.0217756e+00      -5.0506986e+00       2.8140273e-03
   5010      -5.0226579e+00      -5.0506930e+00       2.8134712e-03
   5011      -5.0240873e+00      -5.0506877e+00       2.8129147e-03
   5012      -5.0250049e+00      -5.0506826e+00       2.8123582e-03
   5013      -5.0263150e+00      -5.0506777e+00       2.8118014e-03
   5014      -5.0272605e+00      -5.0506730e+00       2.8112444e-03
   5015      -5.0279904e+00      -5.0506685e+00       2.8106875e-03
   5016      -5.0289567e+00      -5.0506642e+00       2.8101305e-03
   5017      -5.0298562e+00      -5.0506600e+00       2.8095734e-03
   5018      -5.0305359e+00      -5.0506560e+00       2.8090164e-03
   5019      -5.0306930e+00      -5.0506521e+00       2.8084595e-03
   5020      -5.0312336e+00      -5.0506482e+00       2.8079028e-03
   5021      -5.0312508e+00      -5.0506443e+00       2.8073462e-03
   5022      -5.0314980e+00      -5.0506405e+00       2.8067898e-03
   5023      -5.0316716e+00      -5.0506367e+00       2.8062335e-03
   5024      -5.0314692e+00      -5.0506329e+00       2.8056775e-03
   5025      -5.0313428e+00      -5.0506291e+00       2.8051218e-03
   5026      -5.0312923e+00      -5.0506252e+00       2.8045663e-03
   5027      -5.0314680e+00      -5.0506214e+00       2.8040110e-03
   5028      -5.0311143e+00      -5.0506175e+00       2.8034560e-03
   5029      -5.0308342e+00      -5.0506136e+00       2.8029013e-03
   5030      -5.0303260e+00      -5.0506096e+00       2.8023470e-03
   5031      -5.0300427e+00      -5.0506055e+00       2.8017930e-03
   5032      -5.0295307e+00      -5.0506013e+00       2.8012393e-03
   5033      -5.0287883e+00      -5.0505970e+00       2.8006861e-03
   5034      -5.0281173e+00      -5.0505925e+00       2.8001333e-03
   5035      -5.0273665e+00      -5.0505879e+00       2.7995809e-03
   5036      -5.0266873e+00      -5.0505831e+00       2.7990291e-03
   5037      -5.0260789e+00      -5.0505783e+00       2.7984776e-03
   5038      -5.0252393e+00      -5.0505732e+00       2.7979266e-03
   5039      -5.0244702e+00      -5.0505681e+00       2.7973762e-03
   5040      -5.0234700e+00      -5.0505627e+00       2.7968263e-03
   5041      -5.0222382e+00      -5.0505571e+00       2.7962771e-03
   5042      -5.0210769e+00      -5.0505512e+00       2.7957287e-03
   5043      -5.0195338e+00      -5.0505451e+00       2.7951810e-03
   5044      -5.0179116e+00      -5.0505386e+00       2.7946344e-03
   5045      -5.0165132e+00      -5.0505319e+00       2.7940886e-03
   5046      -5.0150368e+00      -5.0505248e+00       2.7935437e-03
   5047      -5.0133318e+00      -5.0505175e+00       2.7929999e-03
   5048      -5.0113992e+00      -5.0505097e+00       2.7924574e-03
   5049      -5.0093915e+00      -5.0505016e+00       2.7919162e-03
   5050      -5.0074611e+00      -5.0504930e+00       2.7913763e-03
   5051      -5.0053071e+00      -5.0504841e+00       2.7908380e-03
   5052      -5.0033845e+00      -5.0504748e+00       2.7903012e-03
   5053      -5.0009405e+00      -5.0504650e+00       2.7897662e-03
   5054      -4.9990352e+00      -5.0504548e+00       2.7892328e-03
   5055      -4.9967643e+00      -5.0504442e+00       2.7887012e-03
   5056      -4.9944331e+00      -5.0504331e+00       2.7881716e-03
   5057      -4.9915925e+00      -5.0504215e+00       2.7876446e-03
   5058      -4.9890005e+00      -5.0504093e+00       2.7871199e-03
   5059      -4.9865105e+00      -5.0503967e+00       2.7865976e-03
   5060      -4.9839760e+00      -5.0503836e+00       2.7860778e-03
   5061      -4.9814008e+00      -5.0503699e+00       2.7855606e-03
   5062      -4.9787900e+00      -5.0503558e+00       2.7850462e-03
   5063      -4.9761489e+00      -5.0503411e+00       2.7845347e-03
   5064      -4.9736343e+00      -5.0503260e+00       2.7840261e-03
   5065      -4.9711014e+00      -5.0503103e+00       2.7835203e-03
   5066      -4.9685572e+00      -5.0502942e+00       2.7830177e-03
   5067      -4.9660090e+00      -5.0502776e+00       2.7825181e-03
   5068      -4.9634632e+00      -5.0502604e+00       2.7820218e-03
   5069      -4.9609263e+00      -5.0502428e+00       2.7815288e-03
   5070      -4.9582546e+00      -5.0502247e+00       2.7810394e-03
   5071      -4.9556072e+00      -5.0502060e+00       2.7805535e-03
   5072      -4.9528412e+00      -5.0501868e+00       2.7800716e-03
   5073      -4.9502666e+00      -5.0501671e+00       2.7795933e-03
   5074      -4.9477405e+00      -5.0501469e+00       2.7791188e-03
   5075      -4.9452712e+00      -5.0501263e+00       2.7786480e-03
   5076      -4.9427162e+00      -5.0501051e+00       2.7781812e-03
   5077      -4.9402352e+00      -5.0500835e+00       2.7777183e-03
   5078      -4.9381376e+00      -5.0500614e+00       2.7772588e-03
   5079      -4.9356766e+00      -5.0500389e+00       2.7768033e-03
   5080      -4.9334644e+00      -5.0500160e+00       2.7763515e-03
   5081      -4.9316591e+00      -5.0499927e+00       2.7759028e-03
   5082      -4.9298145e+00      -5.0499690e+00       2.7754573e-03
   5083      -4.9282397e+00      -5.0499451e+00       2.7750146e-03
   5084      -4.9264878e+00      -5.0499208e+00       2.7745750e-03
   5085      -4.9251684e+00      -5.0498962e+00       2.7741378e-03
   5086      -4.9238341e+00      -5.0498715e+00       2.7737031e-03
   5087      -4.9224895e+00      -5.0498464e+00       2.7732708e-03
   5088      -4.9209868e+00      -5.0498211e+00       2.7728414e-03
   5089      -4.9200845e+00      -5.0497956e+00       2.7724137e-03
   5090      -4.9194827e+00      -5.0497700e+00       2.7719873e-03
   5091      -4.9191839e+00      -5.0497443e+00       2.7715615e-03
   5092      -4.9184341e+00      -5.0497186e+00       2.7711371e-03
   5093      -4.9181394e+00      -5.0496927e+00       2.7707135e-03
   5094      -4.9181486e+00      -5.0496669e+00       2.7702899e-03
   5095      -4.9186115e+00      -5.0496412e+00       2.7698656e-03
   5096      -4.9189218e+00      -5.0496155e+00       2.7694408e-03
   5097      -4.9192276e+00      -5.0495899e+00       2.7690156e-03
   5098      -4.9193751e+00      -5.0495644e+00       2.7685902e-03
   5099      -4.9202669e+00      -5.0495390e+00       2.7681634e-03
   5100      -4.9209915e+00      -5.0495138e+00       2.7677354e-03
   5101      -4.9221482e+00      -5.0494889e+00       2.7673054e-03
   5102      -4.9232780e+00      -5.0494641e+00       2.7668736e-03
   5103      -4.9243739e+00      -5.0494396e+00       2.7664400e-03
   5104      -4.9254292e+00      -5.0494153e+00       2.7660046e-03
   5105      -4.9268902e+00      -5.0493913e+00       2.7655669e-03
   5106      -4.9281446e+00      -5.0493676e+00       2.7651272e-03
   5107      -4.9296380e+00      -5.0493441e+00       2.7646852e-03
   5108      -4.9316657e+00      -5.0493211e+00       2.7642399e-03
   5109      -4.9330100e+00      -5.0492983e+00       2.7637926e-03
   5110      -4.9347203e+00      -5.0492759e+00       2.7633427e-03
   5111      -4.9360342e+00      -5.0492538e+00       2.7628909e-03
   5112      -4.9378490e+00      -5.0492320e+00       2.7624364e-03
   5113      -4.9395516e+00      -5.0492105e+00       2.7619794e-03
   5114      -4.9412848e+00      -5.0491894e+00       2.7615199e-03
   5115      -4.9433428e+00      -5.0491687e+00       2.7610576e-03
   5116      -4.9452644e+00      -5.0491484e+00       2.7605926e-03
   5117      -4.9471943e+00      -5.0491285e+00       2.7601250e-03
   5118      -4.9489730e+00      -5.0491089e+00       2.7596550e-03
   5119      -4.9507447e+00      -5.0490897e+00       2.7591828e-03
   5120      -4.9525026e+00      -5.0490708e+00       2.7587084e-03
   5121      -4.9546943e+00      -5.0490524e+00       2.7582313e-03
   5122      -4.9565571e+00      -5.0490343e+00       2.7577519e-03
   5123      -4.9583873e+00      -5.0490166e+00       2.7572703e-03
   5124      -4.9601793e+00      -5.0489993e+00       2.7567867e-03
   5125      -4.9622301e+00      -5.0489824e+00       2.7563008e-03
   5126      -4.9637797e+00      -5.0489658e+00       2.7558132e-03
   5127      -4.9652769e+00      -5.0489494e+00       2.7553241e-03
   5128      -4.9665667e+00      -5.0489334e+00       2.7548336e-03
   5129      -4.9677967e+00      -5.0489175e+00       2.7543419e-03
   5130      -4.9692657e+00      -5.0489020e+00       2.7538487e-03
   5131      -4.9706681e+00      -5.0488868e+00       2.7533542e-03
   5132      -4.9720012e+00      -5.0488718e+00       2.7528585e-03
   5133      -4.9735661e+00      -5.0488571e+00       2.7523613e-03
   5134      -4.9750587e+00      -5.0488427e+00       2.7518627e-03
   5135      -4.9758725e+00      -5.0488285e+00       2.7513635e-03
   5136      -4.9769122e+00      -5.0488145e+00       2.7508634e-03
   5137      -4.9780255e+00      -5.0488008e+00       2.7503624e-03
   5138      -4.9789110e+00      -5.0487872e+00       2.7498608e-03
   5139      -4.9797185e+00      -5.0487737e+00       2.7493585e-03
   5140      -4.9802964e+00      -5.0487604e+00       2.7488559e-03
   5141      -4.9812490e+00      -5.0487473e+00       2.7483526e-03
   5142      -4.9818212e+00      -5.0487342e+00       2.7478489e-03
   5143      -4.9818627e+00      -5.0487212e+00       2.7473454e-03
   5144      -4.9824324e+00      -5.0487084e+00       2.7468415e-03
   5145      -4.9829270e+00      -5.0486956e+00       2.7463374e-03
   5146      -4.9831960e+00      -5.0486828e+00       2.7458332e-03
   5147      -4.9838456e+00      -5.0486702e+00       2.7453286e-03
   5148      -4.9836693e+00      -5.0486576e+00       2.7448244e-03
   5149      -4.9835751e+00      -5.0486450e+00       2.7443204e-03
   5150      -4.9832630e+00      -5.0486323e+00       2.7438169e-03
   5151      -4.9833399e+00      -5.0486196e+00       2.7433135e-03
   5152      -4.9832028e+00      -5.0486069e+00       2.7428104e-03
   5153      -4.9831564e+00      -5.0485942e+00       2.7423075e-03
   5154      -4.9829015e+00      -5.0485815e+00       2.7418051e-03
   5155      -4.9825920e+00      -5.0485687e+00       2.7413031e-03
   5156      -4.9819296e+00      -5.0485557e+00       2.7408019e-03
   5157      -4.9813693e+00      -5.0485427e+00       2.7403014e-03
   5158      -4.9806123e+00      -5.0485295e+00       2.7398018e-03
   5159      -4.9801149e+00      -5.0485163e+00       2.7393028e-03
   5160      -4.9794277e+00      -5.0485029e+00       2.7388046e-03
   5161      -4.9790073e+00      -5.0484894e+00       2.7383071e-03
   5162      -4.9788573e+00      -5.0484759e+00       2.7378098e-03
   5163      -4.9782257e+00      -5.0484623e+00       2.7373133e-03
   5164      -4.9775684e+00      -5.0484486e+00       2.7368177e-03
   5165      -4.9764359e+00      -5.0484347e+00       2.7363233e-03
   5166      -4.9757392e+00      -5.0484206e+00       2.7358298e-03
   5167      -4.9750278e+00      -5.0484064e+00       2.7353372e-03
   5168      -4.9744570e+00      -5.0483921e+00       2.7348454e-03
   5169      -4.9738789e+00      -5.0483777e+00       2.7343543e-03
   5170      -4.9731467e+00      -5.0483631e+00       2.7338641e-03
   5171      -4.9724153e+00      -5.0483484e+00       2.7333749e-03
   5172      -4.9716886e+00      -5.0483336e+00       2.7328866e-03
   5173      -4.9702157e+00      -5.0483185e+00       2.7324000e-03
   5174      -4.9690583e+00      -5.0483032e+00       2.7319148e-03
   5175      -4.9683705e+00      -5.0482877e+00       2.7314306e-03
   5176      -4.9678539e+00      -5.0482722e+00       2.7309471e-03
   5177      -4.9673616e+00      -5.0482566e+00       2.7304643e-03
   5178      -4.9667465e+00      -5.0482408e+00       2.7299823e-03
   5179      -4.9664659e+00      -5.0482250e+00       2.7295009e-03
   5180      -4.9656163e+00      -5.0482091e+00       2.7290205e-03
   5181      -4.9651074e+00      -5.0481930e+00       2.7285409e-03
   5182      -4.9643389e+00      -5.0481769e+00       2.7280624e-03
   5183      -4.9637671e+00      -5.0481606e+00       2.7275846e-03
   5184      -4.9636974e+00      -5.0481443e+00       2.7271071e-03
   5185      -4.9642846e+00      -5.0481281e+00       2.7266291e-03
   5186      -4.9640209e+00      -5.0481119e+00       2.7261516e-03
   5187      -4.9636632e+00      -5.0480956e+00       2.7256746e-03
   5188      -4.9639693e+00      -5.0480794e+00       2.7251975e-03
   5189      -4.9638836e+00      -5.0480632e+00       2.7247206e-03
   5190      -4.9638610e+00      -5.0480469e+00       2.7242439e-03
   5191      -4.9639032e+00      -5.0480307e+00       2.7237673e-03
   5192      -4.9640110e+00      -5.0480145e+00       2.7232908e-03
   5193      -4.9641859e+00      -5.0479984e+00       2.7228142e-03
   5194      -4.9644280e+00      -5.0479823e+00       2.7223375e-03
   5195      -4.9647373e+00      -5.0479663e+00       2.7218607e-03
   5196      -4.9649629e+00      -5.0479503e+00       2.7213837e-03
   5197      -4.9652560e+00      -5.0479344e+00       2.7209066e-03
   5198      -4.9657665e+00      -5.0479186e+00       2.7204291e-03
   5199      -4.9663420e+00      -5.0479029e+00       2.7199510e-03
   5200      -4.9671326e+00      -5.0478874e+00       2.7194723e-03
   5201      -4.9678340e+00      -5.0478720e+00       2.7189930e-03
   5202      -4.9685952e+00      -5.0478567e+00       2.7185130e-03
   5203      -4.9692628e+00      -5.0478416e+00       2.7180325e-03
   5204      -4.9707422e+00      -5.0478268e+00       2.7175506e-03
   5205      -4.9713686e+00      -5.0478121e+00       2.7170682e-03
   5206      -4.9724974e+00      -5.0477977e+00       2.7165848e-03
   5207      -4.9735210e+00      -5.0477834e+00       2.7161005e-03
   5208      -4.9742845e+00      -5.0477693e+00       2.7156157e-03
   5209      -4.9755399e+00      -5.0477554e+00       2.7151297e-03
   5210      -4.9766786e+00      -5.0477418e+00       2.7146429e-03
   5211      -4.9776966e+00      -5.0477283e+00       2.7141552e-03
   5212      -4.9787419e+00      -5.0477151e+00       2.7136667e-03
   5213      -4.9798103e+00      -5.0477021e+00       2.7131774e-03
   5214      -4.9810481e+00      -5.0476893e+00       2.7126872e-03
   5215      -4.9821497e+00      -5.0476767e+00       2.7121961e-03
   5216      -4.9832617e+00      -5.0476644e+00       2.7117043e-03
   5217      -4.9845313e+00      -5.0476523e+00       2.7112115e-03
   5218      -4.9859556e+00      -5.0476404e+00       2.7107177e-03
   5219      -4.9870773e+00      -5.0476288e+00       2.7102231e-03
   5220      -4.9881945e+00      -5.0476175e+00       2.7097278e-03
   5221      -4.9893036e+00      -5.0476063e+00       2.7092319e-03
   5222      -4.9904011e+00      -5.0475953e+00       2.7087352e-03
   5223      -4.9916352e+00      -5.0475846e+00       2.7082378e-03
   5224      -4.9928529e+00      -5.0475741e+00       2.7077396e-03
   5225      -4.9940506e+00      -5.0475639e+00       2.7072408e-03
   5226      -4.9952258e+00      -5.0475539e+00       2.7067412e-03
   5227      -4.9969810e+00      -5.0475442e+00       2.7062407e-03
   5228      -4.9978034e+00      -5.0475347e+00       2.7057398e-03
   5229      -4.9995041e+00      -5.0475255e+00       2.7052379e-03
   5230      -5.0005703e+00      -5.0475165e+00       2.7047356e-03
   5231      -5.0016042e+00      -5.0475078e+00       2.7042328e-03
   5232      -5.0023028e+00      -5.0474991e+00       2.7037297e-03
   5233      -5.0029674e+00      -5.0474906e+00       2.7032264e-03
   5234      -5.0037484e+00      -5.0474822e+00       2.7027229e-03
   5235      -5.0046444e+00      -5.0474741e+00       2.7022190e-03
   5236      -5.0056548e+00      -5.0474661e+00       2.7017147e-03
   5237      -5.0064774e+00      -5.0474583e+00       2.7012101e-03
   5238      -5.0074138e+00      -5.0474506e+00       2.7007053e-03
   5239      -5.0083130e+00      -5.0474431e+00       2.7002001e-03
   5240      -5.0093255e+00      -5.0474359e+00       2.6996946e-03
   5241      -5.0093947e+00      -5.0474286e+00       2.6991892e-03
   5242      -5.0101825e+00      -5.0474215e+00       2.6986837e-03
   5243      -5.0110844e+00      -5.0474146e+00       2.6981778e-03
   5244      -5.0116475e+00      -5.0474077e+00       2.6976719e-03
   5245      -5.0126278e+00      -5.0474011e+00       2.6971658e-03
   5246      -5.0129680e+00      -5.0473946e+00       2.6966596e-03
