#BLOCK:          ACTUAL_PE:             PE_AVE:              ERROR:
   5247      -5.0132723e+00      -5.0473880e+00       2.6961535e-03
   5248      -5.0138433e+00      -5.0473817e+00       2.6956473e-03
   5249      -5.0142281e+00      -5.0473753e+00       2.6951412e-03
   5250      -5.0144269e+00      -5.0473691e+00       2.6946351e-03
   5251      -5.0139878e+00      -5.0473627e+00       2.6941295e-03
   5252      -5.0144219e+00      -5.0473564e+00       2.6936238e-03
   5253      -5.0146721e+00      -5.0473502e+00       2.6931182e-03
   5254      -5.0148891e+00      -5.0473440e+00       2.6926127e-03
   5255      -5.0150738e+00      -5.0473379e+00       2.6921073e-03
   5256      -5.0155289e+00      -5.0473318e+00       2.6916019e-03
   5257      -5.0158019e+00      -5.0473258e+00       2.6910966e-03
   5258      -5.0157423e+00      -5.0473198e+00       2.6905915e-03
   5259      -5.0158027e+00      -5.0473138e+00       2.6900865e-03
   5260      -5.0155301e+00      -5.0473078e+00       2.6895819e-03
   5261      -5.0155296e+00      -5.0473018e+00       2.6890775e-03
   5262      -5.0156500e+00      -5.0472957e+00       2.6885731e-03
   5263      -5.0154382e+00      -5.0472897e+00       2.6880691e-03
   5264      -5.0150456e+00      -5.0472836e+00       2.6875654e-03
   5265      -5.0147761e+00      -5.0472774e+00       2.6870621e-03
   5266      -5.0147799e+00      -5.0472712e+00       2.6865589e-03
   5267      -5.0149055e+00      -5.0472651e+00       2.6860559e-03
   5268      -5.0145488e+00      -5.0472589e+00       2.6855531e-03
   5269      -5.0144651e+00      -5.0472526e+00       2.6850507e-03
   5270      -5.0143523e+00      -5.0472464e+00       2.6845484e-03
   5271      -5.0140589e+00      -5.0472401e+00       2.6840465e-03
   5272      -5.0138874e+00      -5.0472338e+00       2.6835449e-03
   5273      -5.0135351e+00      -5.0472274e+00       2.6830435e-03
   5274      -5.0136069e+00      -5.0472210e+00       2.6825424e-03
   5275      -5.0134986e+00      -5.0472146e+00       2.6820415e-03
   5276      -5.0132095e+00      -5.0472082e+00       2.6815409e-03
   5277      -5.0131923e+00      -5.0472017e+00       2.6810405e-03
   5278      -5.0128429e+00      -5.0471952e+00       2.6805404e-03
   5279      -5.0123109e+00      -5.0471886e+00       2.6800408e-03
   5280      -5.0117476e+00      -5.0471819e+00       2.6795416e-03
   5281      -5.0113042e+00      -5.0471751e+00       2.6790428e-03
   5282      -5.0102245e+00      -5.0471681e+00       2.6785447e-03
   5283      -5.0095659e+00      -5.0471610e+00       2.6780472e-03
   5284      -5.0090256e+00      -5.0471538e+00       2.6775501e-03
   5285      -5.0084514e+00      -5.0471465e+00       2.6770535e-03
   5286      -5.0076918e+00      -5.0471390e+00       2.6765574e-03
   5287      -5.0065951e+00      -5.0471313e+00       2.6760622e-03
   5288      -5.0059164e+00      -5.0471235e+00       2.6755674e-03
   5289      -5.0050518e+00      -5.0471156e+00       2.6750734e-03
   5290      -5.0038487e+00      -5.0471074e+00       2.6745802e-03
   5291      -5.0027600e+00      -5.0470990e+00       2.6740879e-03
   5292      -5.0022388e+00      -5.0470905e+00       2.6735960e-03
   5293      -5.0015288e+00      -5.0470819e+00       2.6731047e-03
   5294      -5.0001772e+00      -5.0470731e+00       2.6726145e-03
   5295      -4.9990889e+00      -5.0470640e+00       2.6721251e-03
   5296      -4.9978102e+00      -5.0470547e+00       2.6716367e-03
   5297      -4.9969452e+00      -5.0470452e+00       2.6711491e-03
   5298      -4.9955871e+00      -5.0470355e+00       2.6706626e-03
   5299      -4.9941898e+00      -5.0470256e+00       2.6701772e-03
   5300      -4.9927525e+00      -5.0470153e+00       2.6696930e-03
   5301      -4.9914254e+00      -5.0470048e+00       2.6692100e-03
   5302      -4.9899061e+00      -5.0469941e+00       2.6687283e-03
   5303      -4.9884966e+00      -5.0469830e+00       2.6682478e-03
   5304      -4.9871969e+00      -5.0469718e+00       2.6677686e-03
   5305      -4.9855544e+00      -5.0469602e+00       2.6672908e-03
   5306      -4.9841737e+00      -5.0469483e+00       2.6668144e-03
   5307      -4.9824504e+00      -5.0469362e+00       2.6663396e-03
   5308      -4.9806870e+00      -5.0469237e+00       2.6658665e-03
   5309      -4.9790346e+00      -5.0469109e+00       2.6653950e-03
   5310      -4.9771917e+00      -5.0468978e+00       2.6649254e-03
   5311      -4.9754608e+00      -5.0468843e+00       2.6644575e-03
   5312      -4.9736916e+00      -5.0468706e+00       2.6639916e-03
   5313      -4.9715830e+00      -5.0468564e+00       2.6635279e-03
   5314      -4.9697400e+00      -5.0468419e+00       2.6630662e-03
   5315      -4.9675591e+00      -5.0468270e+00       2.6626069e-03
   5316      -4.9659484e+00      -5.0468118e+00       2.6621495e-03
   5317      -4.9640024e+00      -5.0467962e+00       2.6616944e-03
   5318      -4.9617225e+00      -5.0467802e+00       2.6612419e-03
   5319      -4.9597152e+00      -5.0467638e+00       2.6607919e-03
   5320      -4.9575280e+00      -5.0467470e+00       2.6603447e-03
   5321      -4.9553132e+00      -5.0467299e+00       2.6599002e-03
   5322      -4.9535250e+00      -5.0467123e+00       2.6594580e-03
   5323      -4.9514096e+00      -5.0466944e+00       2.6590187e-03
   5324      -4.9492708e+00      -5.0466761e+00       2.6585822e-03
   5325      -4.9472615e+00      -5.0466575e+00       2.6581485e-03
   5326      -4.9452320e+00      -5.0466384e+00       2.6577176e-03
   5327      -4.9427318e+00      -5.0466189e+00       2.6572903e-03
   5328      -4.9406685e+00      -5.0465990e+00       2.6568660e-03
   5329      -4.9384399e+00      -5.0465787e+00       2.6564449e-03
   5330      -4.9361989e+00      -5.0465580e+00       2.6560272e-03
   5331      -4.9340985e+00      -5.0465369e+00       2.6556128e-03
   5332      -4.9318388e+00      -5.0465154e+00       2.6552019e-03
   5333      -4.9298755e+00      -5.0464936e+00       2.6547941e-03
   5334      -4.9274562e+00      -5.0464712e+00       2.6543901e-03
   5335      -4.9250361e+00      -5.0464485e+00       2.6539902e-03
   5336      -4.9227680e+00      -5.0464253e+00       2.6535940e-03
   5337      -4.9206537e+00      -5.0464017e+00       2.6532015e-03
   5338      -4.9182431e+00      -5.0463777e+00       2.6528130e-03
   5339      -4.9158408e+00      -5.0463533e+00       2.6524288e-03
   5340      -4.9134485e+00      -5.0463284e+00       2.6520489e-03
   5341      -4.9109177e+00      -5.0463030e+00       2.6516735e-03
   5342      -4.9090066e+00      -5.0462773e+00       2.6513017e-03
   5343      -4.9069624e+00      -5.0462513e+00       2.6509337e-03
   5344      -4.9046366e+00      -5.0462248e+00       2.6505701e-03
   5345      -4.9024847e+00      -5.0461979e+00       2.6502106e-03
   5346      -4.9003587e+00      -5.0461706e+00       2.6498553e-03
   5347      -4.8981107e+00      -5.0461429e+00       2.6495044e-03
   5348      -4.8961966e+00      -5.0461149e+00       2.6491573e-03
   5349      -4.8941661e+00      -5.0460864e+00       2.6488143e-03
   5350      -4.8921730e+00      -5.0460577e+00       2.6484755e-03
   5351      -4.8902201e+00      -5.0460286e+00       2.6481406e-03
   5352      -4.8880087e+00      -5.0459990e+00       2.6478104e-03
   5353      -4.8859959e+00      -5.0459691e+00       2.6474845e-03
   5354      -4.8837320e+00      -5.0459388e+00       2.6471634e-03
   5355      -4.8821256e+00      -5.0459082e+00       2.6468458e-03
   5356      -4.8804240e+00      -5.0458773e+00       2.6465320e-03
   5357      -4.8789324e+00      -5.0458462e+00       2.6462214e-03
   5358      -4.8770499e+00      -5.0458147e+00       2.6459150e-03
   5359      -4.8753835e+00      -5.0457829e+00       2.6456124e-03
   5360      -4.8737855e+00      -5.0457508e+00       2.6453134e-03
   5361      -4.8725616e+00      -5.0457185e+00       2.6450173e-03
   5362      -4.8709586e+00      -5.0456859e+00       2.6447248e-03
   5363      -4.8695830e+00      -5.0456531e+00       2.6444355e-03
   5364      -4.8681351e+00      -5.0456200e+00       2.6441495e-03
   5365      -4.8670706e+00      -5.0455867e+00       2.6438661e-03
   5366      -4.8660891e+00      -5.0455532e+00       2.6435850e-03
   5367      -4.8650412e+00      -5.0455196e+00       2.6433064e-03
   5368      -4.8642313e+00      -5.0454858e+00       2.6430297e-03
   5369      -4.8636608e+00      -5.0454520e+00       2.6427544e-03
   5370      -4.8631801e+00      -5.0454180e+00       2.6424802e-03
   5371      -4.8626392e+00      -5.0453840e+00       2.6422074e-03
   5372      -4.8626426e+00      -5.0453500e+00       2.6419345e-03
   5373      -4.8622841e+00      -5.0453159e+00       2.6416625e-03
   5374      -4.8615644e+00      -5.0452817e+00       2.6413922e-03
   5375      -4.8610871e+00      -5.0452474e+00       2.6411231e-03
   5376      -4.8608516e+00      -5.0452131e+00       2.6408545e-03
   5377      -4.8608578e+00      -5.0451788e+00       2.6405859e-03
   5378      -4.8608014e+00      -5.0451446e+00       2.6403175e-03
   5379      -4.8609832e+00      -5.0451103e+00       2.6400486e-03
   5380      -4.8612499e+00      -5.0450762e+00       2.6397790e-03
   5381      -4.8614485e+00      -5.0450420e+00       2.6395090e-03
   5382      -4.8620299e+00      -5.0450080e+00       2.6392376e-03
   5383      -4.8628414e+00      -5.0449742e+00       2.6389643e-03
   5384      -4.8634262e+00      -5.0449405e+00       2.6386896e-03
   5385      -4.8640833e+00      -5.0449069e+00       2.6384133e-03
   5386      -4.8646576e+00      -5.0448734e+00       2.6381356e-03
   5387      -4.8655994e+00      -5.0448401e+00       2.6378558e-03
   5388      -4.8663010e+00      -5.0448070e+00       2.6375744e-03
   5389      -4.8675132e+00      -5.0447741e+00       2.6372901e-03
   5390      -4.8683262e+00      -5.0447414e+00       2.6370040e-03
   5391      -4.8688869e+00      -5.0447087e+00       2.6367166e-03
   5392      -4.8699467e+00      -5.0446763e+00       2.6364268e-03
   5393      -4.8710475e+00      -5.0446441e+00       2.6361345e-03
   5394      -4.8721848e+00      -5.0446122e+00       2.6358396e-03
   5395      -4.8733549e+00      -5.0445804e+00       2.6355422e-03
   5396      -4.8744023e+00      -5.0445489e+00       2.6352425e-03
   5397      -4.8756250e+00      -5.0445176e+00       2.6349401e-03
   5398      -4.8773213e+00      -5.0444866e+00       2.6346340e-03
   5399      -4.8787316e+00      -5.0444559e+00       2.6343249e-03
   5400      -4.8800026e+00      -5.0444254e+00       2.6340130e-03
   5401      -4.8814328e+00      -5.0443953e+00       2.6336982e-03
   5402      -4.8827165e+00      -5.0443653e+00       2.6333807e-03
   5403      -4.8840010e+00      -5.0443357e+00       2.6330606e-03
   5404      -4.8851317e+00      -5.0443062e+00       2.6327382e-03
   5405      -4.8864080e+00      -5.0442770e+00       2.6324131e-03
   5406      -4.8875254e+00      -5.0442480e+00       2.6320859e-03
   5407      -4.8887832e+00      -5.0442192e+00       2.6317561e-03
   5408      -4.8901777e+00      -5.0441908e+00       2.6314236e-03
   5409      -4.8912534e+00      -5.0441625e+00       2.6310891e-03
   5410      -4.8924614e+00      -5.0441344e+00       2.6307521e-03
   5411      -4.8936494e+00      -5.0441066e+00       2.6304129e-03
   5412      -4.8949664e+00      -5.0440791e+00       2.6300713e-03
   5413      -4.8959573e+00      -5.0440517e+00       2.6297277e-03
   5414      -4.8978302e+00      -5.0440247e+00       2.6293807e-03
   5415      -4.8990729e+00      -5.0439979e+00       2.6290314e-03
   5416      -4.8998344e+00      -5.0439713e+00       2.6286807e-03
   5417      -4.9008699e+00      -5.0439449e+00       2.6283282e-03
   5418      -4.9017251e+00      -5.0439186e+00       2.6279741e-03
   5419      -4.9025505e+00      -5.0438926e+00       2.6276187e-03
   5420      -4.9036493e+00      -5.0438667e+00       2.6272613e-03
   5421      -4.9044158e+00      -5.0438410e+00       2.6269025e-03
   5422      -4.9051524e+00      -5.0438154e+00       2.6265426e-03
   5423      -4.9060099e+00      -5.0437900e+00       2.6261812e-03
   5424      -4.9068372e+00      -5.0437647e+00       2.6258184e-03
   5425      -4.9074836e+00      -5.0437396e+00       2.6254545e-03
   5426      -4.9081009e+00      -5.0437146e+00       2.6250896e-03
   5427      -4.9094462e+00      -5.0436899e+00       2.6247225e-03
   5428      -4.9104634e+00      -5.0436653e+00       2.6243537e-03
   5429      -4.9114545e+00      -5.0436410e+00       2.6239833e-03
   5430      -4.9118159e+00      -5.0436167e+00       2.6236124e-03
   5431      -4.9126063e+00      -5.0435926e+00       2.6232402e-03
   5432      -4.9135232e+00      -5.0435686e+00       2.6228666e-03
   5433      -4.9144172e+00      -5.0435448e+00       2.6224915e-03
   5434      -4.9149870e+00      -5.0435212e+00       2.6221156e-03
   5435      -4.9155359e+00      -5.0434976e+00       2.6217389e-03
   5436      -4.9159144e+00      -5.0434742e+00       2.6213617e-03
   5437      -4.9165769e+00      -5.0434508e+00       2.6209834e-03
   5438      -4.9170710e+00      -5.0434276e+00       2.6206045e-03
   5439      -4.9175487e+00      -5.0434044e+00       2.6202249e-03
   5440      -4.9180116e+00      -5.0433814e+00       2.6198446e-03
   5441      -4.9181595e+00      -5.0433584e+00       2.6194642e-03
   5442      -4.9185978e+00      -5.0433355e+00       2.6190832e-03
   5443      -4.9191773e+00      -5.0433126e+00       2.6187013e-03
   5444      -4.9195966e+00      -5.0432899e+00       2.6183189e-03
   5445      -4.9200073e+00      -5.0432673e+00       2.6179359e-03
   5446      -4.9201094e+00      -5.0432447e+00       2.6175529e-03
   5447      -4.9202065e+00      -5.0432221e+00       2.6171698e-03
   5448      -4.9206026e+00      -5.0431996e+00       2.6167862e-03
   5449      -4.9208465e+00      -5.0431771e+00       2.6164023e-03
   5450      -4.9209391e+00      -5.0431547e+00       2.6160183e-03
   5451      -4.9211843e+00      -5.0431323e+00       2.6156341e-03
   5452      -4.9217350e+00      -5.0431100e+00       2.6152491e-03
   5453      -4.9222907e+00      -5.0430879e+00       2.6148634e-03
   5454      -4.9225512e+00      -5.0430658e+00       2.6144773e-03
   5455      -4.9229723e+00      -5.0430438e+00       2.6140907e-03
   5456      -4.9232527e+00      -5.0430218e+00       2.6137038e-03
   5457      -4.9241497e+00      -5.0430000e+00       2.6133156e-03
   5458      -4.9246079e+00      -5.0429783e+00       2.6129269e-03
   5459      -4.9247794e+00      -5.0429567e+00       2.6125379e-03
   5460      -4.9254215e+00      -5.0429352e+00       2.6121481e-03
   5461      -4.9260825e+00      -5.0429138e+00       2.6117574e-03
   5462      -4.9267652e+00      -5.0428925e+00       2.6113658e-03
   5463      -4.9273192e+00      -5.0428713e+00       2.6109735e-03
   5464      -4.9280485e+00      -5.0428503e+00       2.6105802e-03
   5465      -4.9286524e+00      -5.0428294e+00       2.6101862e-03
   5466      -4.9289826e+00      -5.0428086e+00       2.6097917e-03
   5467      -4.9294934e+00      -5.0427879e+00       2.6093967e-03
   5468      -4.9301857e+00      -5.0427673e+00       2.6090007e-03
   5469      -4.9307582e+00      -5.0427468e+00       2.6086040e-03
   5470      -4.9316659e+00      -5.0427265e+00       2.6082062e-03
   5471      -4.9326081e+00      -5.0427064e+00       2.6078071e-03
   5472      -4.9335850e+00      -5.0426864e+00       2.6074068e-03
   5473      -4.9344463e+00      -5.0426666e+00       2.6070054e-03
   5474      -4.9354943e+00      -5.0426471e+00       2.6066026e-03
   5475      -4.9368804e+00      -5.0426278e+00       2.6061981e-03
   5476      -4.9378502e+00      -5.0426086e+00       2.6057924e-03
   5477      -4.9388570e+00      -5.0425897e+00       2.6053855e-03
   5478      -4.9400514e+00      -5.0425710e+00       2.6049772e-03
   5479      -4.9409788e+00      -5.0425524e+00       2.6045677e-03
   5480      -4.9419411e+00      -5.0425341e+00       2.6041571e-03
   5481      -4.9430883e+00      -5.0425159e+00       2.6037452e-03
   5482      -4.9444197e+00      -5.0424980e+00       2.6033317e-03
   5483      -4.9457843e+00      -5.0424804e+00       2.6029167e-03
   5484      -4.9470278e+00      -5.0424630e+00       2.6025002e-03
   5485      -4.9482997e+00      -5.0424458e+00       2.6020824e-03
