COST_FUNCTION:      MEAN_COST_FUNCTION:
    2.1009600                6.8212112
    2.1009600                6.3576651
    2.1009600                5.5530070
    2.1009600                5.7676156
    2.1009600                7.0190150
    2.1009600                6.3985249
    2.1009600                6.1394401
    2.1009600                5.6316228
    2.1009600                5.6945782
    2.1009600                4.9382583
    2.1009600                5.5634837
    2.1009600                5.7131679
    2.1009600                6.7672110
    2.1009600                5.1701451
    2.1009600                6.4709586
    2.1009600                6.2748991
    2.1009600                6.2380800
    2.1009600                6.6851661
    2.1009600                6.1750742
    2.1009600                6.9278716
    2.1009600                5.4022458
    2.1009600                5.6108644
    2.1009600                5.5643847
    2.1009600                5.9133501
    2.1009600                5.8646416
    2.1009600                6.3793738
    2.1009600                6.1007070
    2.1009600                5.0403613
    2.1009600                6.0764713
    2.1009600                6.2135643
    2.1009600                5.9454617
    2.1009600                6.2533425
    2.1009600                7.2523372
    2.1009600                5.7828872
    2.1009600                5.2803872
    2.1009600                5.7724413
    2.1009600                5.4295496
    2.1009600                5.3857527
    2.1009600                5.7885358
    2.1009600                5.1773786
    2.1009600                6.2410444
    2.1009600                6.1872289
    2.1009600                6.2181532
    2.1009600                6.3475435
    2.1009600                6.1776421
    2.1009600                6.9881841
    2.1009600                5.9644901
    2.1009600                5.8312936
    2.1009600                5.2226112
    2.1009600                6.2844280
    2.1009600                6.9007762
    2.1009600                7.4654226
    2.1009600                6.5434221
    2.1009600                5.4187465
    2.1009600                5.4937289
    2.1009600                5.9863005
    2.1009600                6.1023253
    2.1009600                6.7845038
    2.1009600                5.8940092
    2.1009600                6.9766709
    2.1009600                5.9345775
    2.1009600                5.8927382
    2.1009600                6.4997388
    2.1009600                5.8559561
    2.1009600                5.4933199
    2.1009600                6.6524305
    2.1009600                6.7407313
    2.1009600                5.5453272
    2.1009600                5.4520502
    2.1009600                5.8258044
    2.1009600                6.5839340
    2.1009600                6.0460479
    2.1009600                6.4720640
    2.1009600                6.2097381
    2.1009600                5.8260855
    2.1009600                5.1533867
    2.1009600                6.2718350
    2.1009600                5.1366764
    2.1009600                5.6672736
    2.1009600                6.0239656
    2.1009600                6.6655400
    2.1009600                5.7860114
    2.1009600                5.6906656
    2.1009600                6.2664518
    2.1009600                6.5153245
    2.1009600                6.9689235
    2.1009600                6.6716990
    2.1009600                5.8500813
    2.1009600                6.9893407
    2.1009600                6.1996153
    2.1009600                5.5263850
    2.1009600                5.2450065
    2.1009600                5.6141285
    2.1009600                5.9130624
    2.1009600                6.6549613
    2.1009600                7.0312856
    2.1009600                7.0813300
