--------------------------------------------------
SIMULATED ANNEALING
--------------------------------------------------
 BETA:            MU:         SIGMA:                <H>:                ERR:         ACC_X:     ACC_BOLTZ:
6860.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52591        0.00000
6860.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53255        0.00000
6910.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52515        0.00000
6910.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53612        0.00000
6910.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53006        0.00018
6910.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53710        0.00000
6910.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52743        0.00000
6960.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52142        0.00000
6960.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52424        0.00003
6960.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53527        0.00000
6960.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52297        0.00000
6960.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52628        0.00000
7010.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52813        0.00000
7010.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52869        0.00000
7010.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52957        0.00000
7010.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52545        0.00000
7010.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52304        0.00000
7060.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52866        0.00000
7060.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53458        0.00000
7060.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52828        0.00000
7060.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52598        0.00000
7060.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53346        0.00000
7110.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52445        0.00000
7110.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52558        0.00180
7110.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53174        0.00000
7110.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52602        0.00000
7110.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52869        0.00000
7160.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52031        0.00000
7160.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52818        0.00334
7160.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52794        0.00000
7160.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53648        0.00000
7160.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53098        0.00000
7210.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53061        0.00000
7210.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52289        0.00000
7210.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52975        0.00000
7210.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52493        0.00000
7210.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52393        0.00000
7260.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52776        0.00000
7260.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53177        0.00000
7260.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53644        0.00000
7260.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53029        0.00000
7260.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52468        0.00000
7310.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53148        0.00000
7310.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53178        0.00000
7310.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53261        0.00000
7310.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53729        0.00000
7310.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52712        0.00000
7360.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52236        0.00000
7360.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52471        0.00000
7360.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53052        0.00000
7360.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52194        0.00000
7360.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52868        0.00000
7410.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53636        0.00000
7410.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53350        0.00000
7410.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53339        0.00000
7410.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52579        0.00000
7410.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53004        0.00000
7460.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52840        0.00000
7460.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52950        0.00000
7460.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52626        0.00847
7460.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53569        0.00000
7460.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52501        0.00001
7510.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52732        0.00000
7510.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52518        0.00094
7510.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52898        0.00000
7510.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53035        0.00000
7510.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52134        0.00000
7560.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52989        0.00000
7560.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52579        0.00000
7560.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53686        0.00000
7560.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52806        0.00000
7560.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52254        0.00000
7610.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53540        0.00000
7610.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52050        0.00000
7610.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53173        0.00000
7610.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52922        0.00000
7610.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52807        1.00000
7660.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52112        0.00000
7660.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53363        0.00000
7660.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53322        0.00000
7660.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52761        0.00000
7660.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53002        0.00000
7710.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53528        0.00000
7710.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52504        0.00000
7710.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52340        0.00000
7710.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52295        0.00000
7710.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52893        0.00000
7760.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53773        0.00000
7760.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52419        0.00000
7760.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53001        0.01388
7760.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53127        0.00000
7760.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52944        0.00000
7810.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52209        0.00000
7810.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53004        0.00000
7810.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52919        0.00000
7810.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52374        0.00000
7810.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52801        0.00000
7860.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52709        0.00000
7860.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52829        0.00000
7860.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52202        0.00000
7860.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53170        0.00000
7860.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52712        0.00000
7910.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52794        0.00000
7910.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52762        0.00000
7910.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53592        0.00000
7910.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53610        0.00000
7910.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52191        0.00000
7960.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52519        0.00000
7960.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53469        0.00000
7960.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52152        0.00000
7960.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52895        0.00001
7960.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52739        0.00000
8010.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52908        0.00000
8010.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53367        0.00000
8010.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53333        0.00000
8010.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52782        0.00000
8010.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52456        0.00000
8060.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52897        0.00024
8060.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52911        0.00000
8060.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52426        0.00000
8060.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52532        0.00000
8060.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52950        0.00000
8110.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52776        0.00000
8110.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52296        0.00000
8110.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53351        0.00000
8110.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53544        0.00000
8110.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52710        0.00000
8160.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52792        0.00000
8160.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52552        0.00000
8160.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52785        0.00000
8160.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52429        0.00001
8160.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52331        0.00000
8210.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53024        0.00000
8210.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53242        0.00000
8210.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52255        0.00010
8210.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53026        0.00000
8210.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.51950        0.00000
8260.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53083        0.00001
8260.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52508        0.00000
8260.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53519        0.00000
8260.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.51919        0.00000
8260.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53118        0.00000
8310.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53102        0.00000
8310.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.51933        0.00000
8310.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52444        0.00000
8310.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53132        0.00000
8310.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53335        0.00000
8360.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52399        0.00000
8360.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53236        0.00000
8360.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52889        0.00000
8360.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53568        0.00000
8360.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53071        0.00000
8410.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52861        0.00000
8410.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52837        0.00000
8410.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52521        0.00000
8410.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53395        0.00000
8410.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53213        0.00000
8460.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53275        0.00000
8460.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52251        0.00000
8460.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53074        0.00000
8460.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53055        0.00000
8460.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52804        0.00000
8510.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52227        0.00000
8510.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52951        0.00000
8510.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53792        0.00000
8510.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52784        0.00000
8510.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52614        0.00000
8560.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52509        0.00000
8560.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.51890        0.00000
8560.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53309        0.00000
8560.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52304        0.00000
8560.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53461        0.00000
8610.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53418        0.00000
8610.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53260        0.00000
8610.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52285        0.00000
8610.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52007        0.00000
8610.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52698        0.00000
8660.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52463        0.00000
8660.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52683        0.00000
8660.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53318        0.00000
8660.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52187        0.00000
8660.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53365        0.00000
8710.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52888        0.00000
8710.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52429        0.00000
8710.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52955        0.00000
8710.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52365        0.00000
8710.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52352        0.00000
8760.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52892        0.00000
8760.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53045        0.00000
8760.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52672        0.00000
8760.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53163        0.00000
8760.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52630        0.00000
8810.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53613        0.00000
8810.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52549        0.00000
8810.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52525        0.00000
8810.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53339        0.00000
8810.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52380        0.00000
8860.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52302        0.00000
8860.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52051        0.00000
8860.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52680        0.00000
8860.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53080        0.00000
8860.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52478        0.00000
8910.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.51949        0.00000
8910.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53344        0.00000
8910.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53255        0.00000
8910.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52486        0.00000
8910.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52484        0.00000
8960.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53506        0.00000
8960.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52115        0.00000
8960.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53283        0.00000
8960.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52914        0.00000
8960.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53495        0.00000
9010.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52876        0.00000
9010.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53301        0.00000
9010.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52582        0.00000
9010.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53562        0.00000
9010.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52483        0.00000
9060.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52720        0.00000
9060.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52645        0.00000
9060.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53186        0.00000
9060.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53180        0.00000
9060.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53851        0.00000
9110.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52834        0.00000
9110.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52620        0.00000
9110.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52774        0.00000
9110.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53611        0.00000
9110.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52684        0.00002
9160.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53080        0.00000
9160.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52775        0.00000
9160.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.51928        0.00000
9160.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52257        0.00000
9160.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52645        0.00000
9210.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53065        0.00000
9210.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53803        0.00000
9210.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53590        0.00000
9210.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52852        0.00000
9210.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52777        0.00000
9260.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53185        0.00000
9260.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53680        0.00000
9260.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53936        0.00000
9260.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53067        0.00000
9260.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52859        0.00000
9310.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52900        0.00000
9310.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53629        0.00000
9310.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53197        0.00000
9310.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52700        0.00000
9310.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52172        0.00000
9360.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52080        0.00000
9360.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52434        0.00000
9360.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53442        0.00000
9360.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52728        0.00000
9360.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53516        0.00000
9410.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52831        0.00000
9410.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53219        0.00000
9410.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53447        0.00000
9410.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53688        0.00000
9410.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53502        0.00000
9460.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53083        0.00000
9460.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52884        0.00000
9460.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53778        0.00000
9460.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52226        0.00000
9460.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53544        0.00000
9510.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52854        0.00000
9510.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52918        0.00000
9510.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52113        0.00000
9510.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52347        0.00000
9510.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52838        0.00000
9560.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52253        0.00000
9560.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52990        0.00000
9560.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53208        0.00000
9560.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52949        0.00000
9560.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52710        0.00000
9610.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52515        0.00000
9610.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52783        0.00000
9610.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52686        0.00000
9610.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52535        0.00002
9610.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52368        0.00000
9660.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52528        0.00000
9660.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.51976        0.00000
9660.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52967        0.00000
9660.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52980        0.00000
9660.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52331        0.00000
9710.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53371        0.00000
9710.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52267        0.00000
9710.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52896        0.00000
9710.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53288        0.00000
9710.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52431        0.00000
9760.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52873        0.00000
9760.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.51981        0.00000
9760.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53162        0.00000
9760.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53289        0.00000
9760.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52828        0.00000
9810.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53385        0.00000
9810.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52729        0.00000
9810.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52513        0.00000
9810.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52244        0.00000
9810.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52552        0.00000
9860.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52832        0.00000
9860.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52115        0.00000
9860.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52559        0.00000
9860.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52415        0.00000
9860.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52357        0.00000
9910.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.51839        0.00000
9910.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.51980        0.00000
9910.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52337        0.00000
9910.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53126        0.00000
9910.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52420        0.00000
9960.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53180        0.00000
9960.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.52206        0.00000
9960.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53008        0.00000
9960.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53535        0.00000
9960.0        0.80396        0.61734       -0.4465826713        0.0008020147        0.53436        0.00000
