            MU:         SIGMA:                <H>:              ERROR:
      0.8000000      0.5040000          -0.3050169           0.0021428
      0.8000000      0.5200000          -0.3460559           0.0022330
      0.8000000      0.5360000          -0.3808651           0.0013484
      0.8000000      0.5520000          -0.4044713           0.0006641
      0.8000000      0.5680000          -0.4238723           0.0011027
      0.8000000      0.5840000          -0.4353654           0.0007993
      0.8000000      0.6000000          -0.4415494           0.0007149
      0.8000000      0.6160000          -0.4454462           0.0007112
      0.8000000      0.6320000          -0.4429600           0.0009389
      0.8000000      0.6480000          -0.4369852           0.0011325
      0.8000000      0.6640000          -0.4298636           0.0014364
      0.8000000      0.6800000          -0.4187741           0.0014993
      0.8000000      0.6960000          -0.4045434           0.0015956
      0.8000000      0.7120000          -0.3930643           0.0011472
      0.8000000      0.7280000          -0.3730201           0.0018448
      0.8000000      0.7440000          -0.3540882           0.0031882
      0.8000000      0.7600000          -0.3366626           0.0027063
      0.8000000      0.7760000          -0.3149956           0.0020933
      0.8000000      0.7920000          -0.2978158           0.0036277
      0.8000000      0.8080000          -0.2690850           0.0025781
      0.8000000      0.8240000          -0.2490651           0.0041834
      0.8000000      0.8400000          -0.2220954           0.0037056
      0.8000000      0.8560000          -0.1970653           0.0045340
      0.8000000      0.8720000          -0.1738662           0.0028447
      0.8000000      0.8880000          -0.1430183           0.0044830
      0.8000000      0.9040000          -0.0907383           0.0033659
      0.8000000      0.9200000          -0.0751323           0.0039939
      0.8000000      0.9360000          -0.0332551           0.0065877
      0.8000000      0.9520000           0.0077641           0.0050800
      0.8000000      0.9680000           0.0209003           0.0081965
      0.8000000      0.9840000           0.0657437           0.0053548
      0.8000000      1.0000000           0.1246510           0.0095355
      0.8200000      0.2000000           5.0328075           0.0200000
      0.8200000      0.2160000           4.1261013           0.0141527
      0.8200000      0.2320000           3.4531617           0.0109457
      0.8200000      0.2480000           2.9038498           0.0106427
      0.8200000      0.2640000           2.4156897           0.0114177
      0.8200000      0.2800000           2.0107439           0.0071283
      0.8200000      0.2960000           1.6760903           0.0116828
      0.8200000      0.3120000           1.3841593           0.0082635
      0.8200000      0.3280000           1.1185197           0.0059459
      0.8200000      0.3440000           0.8928040           0.0076144
      0.8200000      0.3600000           0.7064277           0.0076158
      0.8200000      0.3760000           0.5215860           0.0050948
      0.8200000      0.3920000           0.3675459           0.0047122
      0.8200000      0.4080000           0.2295604           0.0040504
      0.8200000      0.4240000           0.1014100           0.0046459
      0.8200000      0.4400000          -0.0051514           0.0026687
      0.8200000      0.4560000          -0.0993926           0.0034204
      0.8200000      0.4720000          -0.1766349           0.0025740
      0.8200000      0.4880000          -0.2448557           0.0017233
      0.8200000      0.5040000          -0.2978281           0.0026826
      0.8200000      0.5200000          -0.3455312           0.0011772
      0.8200000      0.5360000          -0.3781294           0.0009750
      0.8200000      0.5520000          -0.4043738           0.0012956
      0.8200000      0.5680000          -0.4205020           0.0007918
      0.8200000      0.5840000          -0.4335521           0.0009787
      0.8200000      0.6000000          -0.4405716           0.0010984
      0.8200000      0.6160000          -0.4421254           0.0006664
      0.8200000      0.6320000          -0.4388052           0.0007930
      0.8200000      0.6480000          -0.4345220           0.0010849
      0.8200000      0.6640000          -0.4240096           0.0012199
      0.8200000      0.6800000          -0.4139714           0.0010788
      0.8200000      0.6960000          -0.4033839           0.0017693
      0.8200000      0.7120000          -0.3851775           0.0017414
      0.8200000      0.7280000          -0.3622358           0.0023810
      0.8200000      0.7440000          -0.3508613           0.0023400
      0.8200000      0.7600000          -0.3260837           0.0016671
      0.8200000      0.7760000          -0.3049320           0.0042006
      0.8200000      0.7920000          -0.2770418           0.0024716
      0.8200000      0.8080000          -0.2566522           0.0024443
      0.8200000      0.8240000          -0.2254731           0.0038043
      0.8200000      0.8400000          -0.1953238           0.0039601
      0.8200000      0.8560000          -0.1732585           0.0047559
      0.8200000      0.8720000          -0.1442594           0.0042171
      0.8200000      0.8880000          -0.1122873           0.0037012
      0.8200000      0.9040000          -0.0717824           0.0052973
      0.8200000      0.9200000          -0.0457837           0.0058513
      0.8200000      0.9360000           0.0049375           0.0061196
      0.8200000      0.9520000           0.0239053           0.0058676
      0.8200000      0.9680000           0.0716689           0.0092717
      0.8200000      0.9840000           0.1061984           0.0067220
      0.8200000      1.0000000           0.1611748           0.0081654
      0.8400000      0.2000000           5.0175536           0.0304976
      0.8400000      0.2160000           4.1017641           0.0189192
      0.8400000      0.2320000           3.4540620           0.0245079
      0.8400000      0.2480000           2.8639429           0.0240980
      0.8400000      0.2640000           2.3814863           0.0147815
      0.8400000      0.2800000           1.9832615           0.0102246
      0.8400000      0.2960000           1.6603855           0.0070189
      0.8400000      0.3120000           1.3681849           0.0053700
      0.8400000      0.3280000           1.1075113           0.0091931
      0.8400000      0.3440000           0.8948492           0.0047508
      0.8400000      0.3600000           0.7011160           0.0044667
      0.8400000      0.3760000           0.5395933           0.0048434
      0.8400000      0.3920000           0.3668306           0.0047788
      0.8400000      0.4080000           0.2303009           0.0041188
      0.8400000      0.4240000           0.1128579           0.0038436
      0.8400000      0.4400000           0.0057682           0.0030143
      0.8400000      0.4560000          -0.0882688           0.0032735
      0.8400000      0.4720000          -0.1632407           0.0026032
      0.8400000      0.4880000          -0.2352629           0.0017543
      0.8400000      0.5040000          -0.2936233           0.0019099
      0.8400000      0.5200000          -0.3357782           0.0013303
      0.8400000      0.5360000          -0.3704079           0.0012543
      0.8400000      0.5520000          -0.3978961           0.0011615
      0.8400000      0.5680000          -0.4158184           0.0008345
      0.8400000      0.5840000          -0.4300810           0.0006688
      0.8400000      0.6000000          -0.4361859           0.0010318
      0.8400000      0.6160000          -0.4377325           0.0009682
      0.8400000      0.6320000          -0.4357878           0.0013070
      0.8400000      0.6480000          -0.4284101           0.0015425
      0.8400000      0.6640000          -0.4215746           0.0014977
      0.8400000      0.6800000          -0.4089543           0.0014043
      0.8400000      0.6960000          -0.3906644           0.0016796
      0.8400000      0.7120000          -0.3768797           0.0021863
      0.8400000      0.7280000          -0.3565824           0.0016885
      0.8400000      0.7440000          -0.3358821           0.0022401
      0.8400000      0.7600000          -0.3128269           0.0031485
      0.8400000      0.7760000          -0.2911632           0.0022386
      0.8400000      0.7920000          -0.2635381           0.0039535
      0.8400000      0.8080000          -0.2386423           0.0041820
      0.8400000      0.8240000          -0.2088082           0.0047259
      0.8400000      0.8400000          -0.1848650           0.0042821
      0.8400000      0.8560000          -0.1568777           0.0032654
      0.8400000      0.8720000          -0.1163514           0.0038461
      0.8400000      0.8880000          -0.0760467           0.0026675
      0.8400000      0.9040000          -0.0351431           0.0055793
      0.8400000      0.9200000          -0.0150912           0.0074561
      0.8400000      0.9360000           0.0322700           0.0064365
      0.8400000      0.9520000           0.0635906           0.0066063
      0.8400000      0.9680000           0.1133298           0.0059978
      0.8400000      0.9840000           0.1362068           0.0101035
      0.8400000      1.0000000           0.2075748           0.0101980
      0.8600000      0.2000000           4.9733141           0.0230586
      0.8600000      0.2160000           4.1387236           0.0174660
      0.8600000      0.2320000           3.3906400           0.0121351
      0.8600000      0.2480000           2.8107525           0.0143838
      0.8600000      0.2640000           2.3653742           0.0131952
      0.8600000      0.2800000           1.9778132           0.0097426
      0.8600000      0.2960000           1.6263718           0.0103240
      0.8600000      0.3120000           1.3390351           0.0100724
      0.8600000      0.3280000           1.1132764           0.0106283
      0.8600000      0.3440000           0.8907185           0.0065336
      0.8600000      0.3600000           0.6974793           0.0081975
      0.8600000      0.3760000           0.5210053           0.0067106
      0.8600000      0.3920000           0.3689101           0.0045974
      0.8600000      0.4080000           0.2371141           0.0028185
      0.8600000      0.4240000           0.1197366           0.0060123
      0.8600000      0.4400000           0.0119701           0.0020298
      0.8600000      0.4560000          -0.0807448           0.0025043
      0.8600000      0.4720000          -0.1554431           0.0028028
      0.8600000      0.4880000          -0.2274313           0.0014570
      0.8600000      0.5040000          -0.2808815           0.0019759
      0.8600000      0.5200000          -0.3257273           0.0017341
      0.8600000      0.5360000          -0.3622918           0.0013013
      0.8600000      0.5520000          -0.3892764           0.0007260
      0.8600000      0.5680000          -0.4080634           0.0008517
      0.8600000      0.5840000          -0.4223699           0.0008669
      0.8600000      0.6000000          -0.4289327           0.0011407
      0.8600000      0.6160000          -0.4287867           0.0010239
      0.8600000      0.6320000          -0.4284922           0.0007880
      0.8600000      0.6480000          -0.4225703           0.0010190
      0.8600000      0.6640000          -0.4105910           0.0016845
      0.8600000      0.6800000          -0.3994725           0.0020107
      0.8600000      0.6960000          -0.3827692           0.0023033
      0.8600000      0.7120000          -0.3632363           0.0025133
      0.8600000      0.7280000          -0.3460434           0.0018988
      0.8600000      0.7440000          -0.3168813           0.0028308
      0.8600000      0.7600000          -0.3001639           0.0033480
      0.8600000      0.7760000          -0.2663025           0.0048100
      0.8600000      0.7920000          -0.2382918           0.0037158
      0.8600000      0.8080000          -0.2105709           0.0035791
      0.8600000      0.8240000          -0.1817423           0.0059413
      0.8600000      0.8400000          -0.1525207           0.0045099
      0.8600000      0.8560000          -0.1171668           0.0043087
      0.8600000      0.8720000          -0.0824014           0.0058258
      0.8600000      0.8880000          -0.0523877           0.0065154
      0.8600000      0.9040000          -0.0130235           0.0053370
      0.8600000      0.9200000           0.0363179           0.0056550
      0.8600000      0.9360000           0.0647225           0.0062946
      0.8600000      0.9520000           0.1197977           0.0074668
      0.8600000      0.9680000           0.1649862           0.0050367
      0.8600000      0.9840000           0.2229664           0.0074411
      0.8600000      1.0000000           0.2428366           0.0088760
      0.8800000      0.2000000           4.9429330           0.0191262
      0.8800000      0.2160000           4.0960454           0.0298304
      0.8800000      0.2320000           3.3424568           0.0169673
      0.8800000      0.2480000           2.8123439           0.0161701
      0.8800000      0.2640000           2.3276299           0.0152732
      0.8800000      0.2800000           1.9391845           0.0080689
      0.8800000      0.2960000           1.6036766           0.0124429
      0.8800000      0.3120000           1.3181387           0.0084637
      0.8800000      0.3280000           1.0892510           0.0068737
      0.8800000      0.3440000           0.8781002           0.0071892
      0.8800000      0.3600000           0.6912836           0.0045113
      0.8800000      0.3760000           0.5310231           0.0065425
      0.8800000      0.3920000           0.3774968           0.0054574
      0.8800000      0.4080000           0.2499755           0.0033965
      0.8800000      0.4240000           0.1234846           0.0028178
      0.8800000      0.4400000           0.0231170           0.0045964
      0.8800000      0.4560000          -0.0656526           0.0016287
      0.8800000      0.4720000          -0.1468050           0.0026616
      0.8800000      0.4880000          -0.2124192           0.0013615
      0.8800000      0.5040000          -0.2678435           0.0024933
      0.8800000      0.5200000          -0.3118281           0.0013700
      0.8800000      0.5360000          -0.3489641           0.0016412
      0.8800000      0.5520000          -0.3773127           0.0010824
      0.8800000      0.5680000          -0.3971949           0.0012503
      0.8800000      0.5840000          -0.4111426           0.0007937
      0.8800000      0.6000000          -0.4192273           0.0010789
      0.8800000      0.6160000          -0.4207321           0.0016537
      0.8800000      0.6320000          -0.4162398           0.0009810
      0.8800000      0.6480000          -0.4091538           0.0016220
      0.8800000      0.6640000          -0.3981440           0.0010082
      0.8800000      0.6800000          -0.3799112           0.0018778
      0.8800000      0.6960000          -0.3635965           0.0018380
      0.8800000      0.7120000          -0.3442415           0.0022384
      0.8800000      0.7280000          -0.3291086           0.0027483
      0.8800000      0.7440000          -0.3001946           0.0039598
      0.8800000      0.7600000          -0.2683938           0.0033402
      0.8800000      0.7760000          -0.2431169           0.0036169
      0.8800000      0.7920000          -0.2210995           0.0041660
      0.8800000      0.8080000          -0.1917935           0.0031740
      0.8800000      0.8240000          -0.1531177           0.0036612
      0.8800000      0.8400000          -0.1241798           0.0046036
      0.8800000      0.8560000          -0.0864805           0.0029832
      0.8800000      0.8720000          -0.0530830           0.0046266
      0.8800000      0.8880000          -0.0210626           0.0052693
      0.8800000      0.9040000           0.0260493           0.0071161
      0.8800000      0.9200000           0.0729945           0.0071269
      0.8800000      0.9360000           0.1143083           0.0078454
      0.8800000      0.9520000           0.1501082           0.0095011
      0.8800000      0.9680000           0.2084083           0.0096330
      0.8800000      0.9840000           0.2451216           0.0093799
      0.8800000      1.0000000           0.3098291           0.0057658
      0.9000000      0.2000000           4.9785604           0.0213601
      0.9000000      0.2160000           4.0088048           0.0140581
      0.9000000      0.2320000           3.3236758           0.0177613
      0.9000000      0.2480000           2.7536213           0.0128081
      0.9000000      0.2640000           2.2831843           0.0119074
      0.9000000      0.2800000           1.9275988           0.0095846
      0.9000000      0.2960000           1.5836826           0.0108713
      0.9000000      0.3120000           1.2961036           0.0126888
      0.9000000      0.3280000           1.0605158           0.0086340
      0.9000000      0.3440000           0.8556470           0.0091469
      0.9000000      0.3600000           0.6886837           0.0041492
      0.9000000      0.3760000           0.5178217           0.0018891
      0.9000000      0.3920000           0.3695996           0.0059501
      0.9000000      0.4080000           0.2511513           0.0041495
      0.9000000      0.4240000           0.1289921           0.0042531
      0.9000000      0.4400000           0.0309674           0.0025239
      0.9000000      0.4560000          -0.0579786           0.0024916
      0.9000000      0.4720000          -0.1331378           0.0020065
      0.9000000      0.4880000          -0.1993731           0.0029487
      0.9000000      0.5040000          -0.2536564           0.0019661
      0.9000000      0.5200000          -0.3041680           0.0019860
      0.9000000      0.5360000          -0.3365873           0.0018902
      0.9000000      0.5520000          -0.3636662           0.0009225
      0.9000000      0.5680000          -0.3835235           0.0011327
      0.9000000      0.5840000          -0.3974843           0.0012656
      0.9000000      0.6000000          -0.4032735           0.0011212
      0.9000000      0.6160000          -0.4043834           0.0006579
      0.9000000      0.6320000          -0.4008434           0.0013861
      0.9000000      0.6480000          -0.3932630           0.0010681
      0.9000000      0.6640000          -0.3799985           0.0026944
      0.9000000      0.6800000          -0.3646895           0.0021133
      0.9000000      0.6960000          -0.3506347           0.0032480
      0.9000000      0.7120000          -0.3268324           0.0033736
      0.9000000      0.7280000          -0.3059368           0.0028814
      0.9000000      0.7440000          -0.2808958           0.0027255
      0.9000000      0.7600000          -0.2508078           0.0024176
      0.9000000      0.7760000          -0.2188784           0.0029902
      0.9000000      0.7920000          -0.1942195           0.0037202
      0.9000000      0.8080000          -0.1459961           0.0059367
      0.9000000      0.8240000          -0.1268405           0.0029635
      0.9000000      0.8400000          -0.0960729           0.0041087
      0.9000000      0.8560000          -0.0595186           0.0037164
      0.9000000      0.8720000          -0.0080957           0.0027945
      0.9000000      0.8880000           0.0347133           0.0068414
      0.9000000      0.9040000           0.0635579           0.0043557
      0.9000000      0.9200000           0.1066921           0.0065912
      0.9000000      0.9360000           0.1502598           0.0087833
      0.9000000      0.9520000           0.1991243           0.0053419
      0.9000000      0.9680000           0.2571828           0.0084299
      0.9000000      0.9840000           0.3015300           0.0079453
      0.9000000      1.0000000           0.3476192           0.0111025
      0.9200000      0.2000000           4.9034591           0.0247895
      0.9200000      0.2160000           4.0107071           0.0259198
      0.9200000      0.2320000           3.3326796           0.0129380
      0.9200000      0.2480000           2.7593046           0.0119923
      0.9200000      0.2640000           2.2685820           0.0138130
      0.9200000      0.2800000           1.8998713           0.0095324
      0.9200000      0.2960000           1.5680999           0.0070376
      0.9200000      0.3120000           1.2815657           0.0089334
      0.9200000      0.3280000           1.0560456           0.0071790
      0.9200000      0.3440000           0.8615396           0.0053217
      0.9200000      0.3600000           0.6714045           0.0074169
      0.9200000      0.3760000           0.5234227           0.0058177
      0.9200000      0.3920000           0.3715695           0.0042597
      0.9200000      0.4080000           0.2509887           0.0050254
      0.9200000      0.4240000           0.1414313           0.0028432
      0.9200000      0.4400000           0.0354913           0.0031999
      0.9200000      0.4560000          -0.0488593           0.0029712
      0.9200000      0.4720000          -0.1220000           0.0025305
      0.9200000      0.4880000          -0.1812224           0.0015888
      0.9200000      0.5040000          -0.2366994           0.0023109
      0.9200000      0.5200000          -0.2846025           0.0017901
      0.9200000      0.5360000          -0.3207459           0.0015747
      0.9200000      0.5520000          -0.3472144           0.0011990
      0.9200000      0.5680000          -0.3671026           0.0011875
      0.9200000      0.5840000          -0.3794448           0.0012077
      0.9200000      0.6000000          -0.3847601           0.0013480
      0.9200000      0.6160000          -0.3841578           0.0012215
      0.9200000      0.6320000          -0.3844500           0.0015230
      0.9200000      0.6480000          -0.3738190           0.0016751
      0.9200000      0.6640000          -0.3610151           0.0024171
      0.9200000      0.6800000          -0.3470705           0.0026404
      0.9200000      0.6960000          -0.3264537           0.0021148
      0.9200000      0.7120000          -0.3005681           0.0023180
      0.9200000      0.7280000          -0.2825741           0.0024117
      0.9200000      0.7440000          -0.2556261           0.0042495
      0.9200000      0.7600000          -0.2220411           0.0034281
      0.9200000      0.7760000          -0.1895441           0.0040257
      0.9200000      0.7920000          -0.1619220           0.0023450
      0.9200000      0.8080000          -0.1272132           0.0040883
      0.9200000      0.8240000          -0.0977894           0.0050719
      0.9200000      0.8400000          -0.0548570           0.0053079
      0.9200000      0.8560000          -0.0098045           0.0070215
      0.9200000      0.8720000           0.0322296           0.0079440
      0.9200000      0.8880000           0.0760628           0.0078765
      0.9200000      0.9040000           0.1181320           0.0080271
      0.9200000      0.9200000           0.1741607           0.0076840
      0.9200000      0.9360000           0.1901344           0.0083967
      0.9200000      0.9520000           0.2587557           0.0107167
      0.9200000      0.9680000           0.3307284           0.0069782
      0.9200000      0.9840000           0.3683179           0.0084617
      0.9200000      1.0000000           0.4193150           0.0081887
      0.9400000      0.2000000           4.8652691           0.0305803
      0.9400000      0.2160000           3.9742375           0.0181945
      0.9400000      0.2320000           3.2952998           0.0226689
      0.9400000      0.2480000           2.7013207           0.0134467
      0.9400000      0.2640000           2.2635852           0.0133233
      0.9400000      0.2800000           1.8697474           0.0114844
      0.9400000      0.2960000           1.5478948           0.0111548
      0.9400000      0.3120000           1.2697413           0.0054192
      0.9400000      0.3280000           1.0458262           0.0089128
      0.9400000      0.3440000           0.8505514           0.0047637
      0.9400000      0.3600000           0.6708156           0.0080950
      0.9400000      0.3760000           0.5057717           0.0052924
      0.9400000      0.3920000           0.3752264           0.0041727
      0.9400000      0.4080000           0.2620735           0.0049904
      0.9400000      0.4240000           0.1519589           0.0033068
      0.9400000      0.4400000           0.0512071           0.0037754
      0.9400000      0.4560000          -0.0321515           0.0014941
      0.9400000      0.4720000          -0.1095955           0.0020197
      0.9400000      0.4880000          -0.1700982           0.0029766
      0.9400000      0.5040000          -0.2214185           0.0019390
      0.9400000      0.5200000          -0.2658820           0.0011248
      0.9400000      0.5360000          -0.3021382           0.0019147
      0.9400000      0.5520000          -0.3257735           0.0008623
      0.9400000      0.5680000          -0.3462198           0.0013549
      0.9400000      0.5840000          -0.3568277           0.0011403
      0.9400000      0.6000000          -0.3636489           0.0011403
      0.9400000      0.6160000          -0.3649601           0.0013093
      0.9400000      0.6320000          -0.3547513           0.0012588
      0.9400000      0.6480000          -0.3505597           0.0011927
      0.9400000      0.6640000          -0.3398883           0.0026794
      0.9400000      0.6800000          -0.3235698           0.0030520
      0.9400000      0.6960000          -0.2998235           0.0019813
      0.9400000      0.7120000          -0.2789337           0.0018266
      0.9400000      0.7280000          -0.2486440           0.0043564
      0.9400000      0.7440000          -0.2162849           0.0033202
      0.9400000      0.7600000          -0.1914269           0.0045990
      0.9400000      0.7760000          -0.1593191           0.0046126
      0.9400000      0.7920000          -0.1241427           0.0046995
      0.9400000      0.8080000          -0.0807295           0.0050463
      0.9400000      0.8240000          -0.0421711           0.0053677
      0.9400000      0.8400000          -0.0042367           0.0055126
      0.9400000      0.8560000           0.0320363           0.0091691
      0.9400000      0.8720000           0.0731122           0.0070474
      0.9400000      0.8880000           0.1176588           0.0055381
      0.9400000      0.9040000           0.1688628           0.0065546
      0.9400000      0.9200000           0.2140098           0.0073816
      0.9400000      0.9360000           0.2624760           0.0130943
      0.9400000      0.9520000           0.3288003           0.0086459
      0.9400000      0.9680000           0.3762717           0.0148263
      0.9400000      0.9840000           0.4251522           0.0104359
      0.9400000      1.0000000           0.4737896           0.0123389
      0.9600000      0.2000000           4.8769519           0.0204346
      0.9600000      0.2160000           3.9698705           0.0149153
      0.9600000      0.2320000           3.2888168           0.0141764
      0.9600000      0.2480000           2.7059063           0.0125158
      0.9600000      0.2640000           2.2521715           0.0142829
      0.9600000      0.2800000           1.8492082           0.0096176
      0.9600000      0.2960000           1.5314840           0.0069838
      0.9600000      0.3120000           1.2572211           0.0065025
      0.9600000      0.3280000           1.0379462           0.0060815
      0.9600000      0.3440000           0.8357857           0.0075027
      0.9600000      0.3600000           0.6613157           0.0052952
      0.9600000      0.3760000           0.5136952           0.0044117
      0.9600000      0.3920000           0.3750933           0.0047572
      0.9600000      0.4080000           0.2589952           0.0031700
      0.9600000      0.4240000           0.1565563           0.0028162
      0.9600000      0.4400000           0.0579691           0.0034103
      0.9600000      0.4560000          -0.0188840           0.0029516
      0.9600000      0.4720000          -0.0872031           0.0032917
      0.9600000      0.4880000          -0.1522408           0.0012456
      0.9600000      0.5040000          -0.2027854           0.0017314
      0.9600000      0.5200000          -0.2459355           0.0012023
      0.9600000      0.5360000          -0.2788787           0.0010511
      0.9600000      0.5520000          -0.3055223           0.0012488
      0.9600000      0.5680000          -0.3215425           0.0017088
      0.9600000      0.5840000          -0.3324792           0.0007872
      0.9600000      0.6000000          -0.3386855           0.0014206
      0.9600000      0.6160000          -0.3370401           0.0013648
      0.9600000      0.6320000          -0.3347358           0.0015152
      0.9600000      0.6480000          -0.3229471           0.0016373
      0.9600000      0.6640000          -0.3095541           0.0024552
      0.9600000      0.6800000          -0.2895253           0.0027024
      0.9600000      0.6960000          -0.2655980           0.0032216
      0.9600000      0.7120000          -0.2401874           0.0033925
      0.9600000      0.7280000          -0.2140442           0.0041074
      0.9600000      0.7440000          -0.1868263           0.0034927
      0.9600000      0.7600000          -0.1460032           0.0039890
      0.9600000      0.7760000          -0.1146275           0.0016991
      0.9600000      0.7920000          -0.0886571           0.0052919
      0.9600000      0.8080000          -0.0438880           0.0053197
      0.9600000      0.8240000           0.0075287           0.0051308
      0.9600000      0.8400000           0.0438775           0.0057936
      0.9600000      0.8560000           0.0834564           0.0050873
      0.9600000      0.8720000           0.1343530           0.0068549
      0.9600000      0.8880000           0.1771100           0.0072312
      0.9600000      0.9040000           0.2224799           0.0091353
      0.9600000      0.9200000           0.2759922           0.0108281
      0.9600000      0.9360000           0.3151376           0.0068995
      0.9600000      0.9520000           0.3888380           0.0099827
      0.9600000      0.9680000           0.4455048           0.0101397
      0.9600000      0.9840000           0.5118003           0.0085644
      0.9600000      1.0000000           0.5658089           0.0127108
      0.9800000      0.2000000           4.8507213           0.0246668
      0.9800000      0.2160000           3.9628249           0.0094915
      0.9800000      0.2320000           3.2195142           0.0153382
      0.9800000      0.2480000           2.7162011           0.0129615
      0.9800000      0.2640000           2.2204827           0.0179738
      0.9800000      0.2800000           1.8484886           0.0118276
      0.9800000      0.2960000           1.5067306           0.0116414
      0.9800000      0.3120000           1.2622530           0.0058512
      0.9800000      0.3280000           1.0161521           0.0096746
      0.9800000      0.3440000           0.8124992           0.0080842
      0.9800000      0.3600000           0.6475762           0.0058843
      0.9800000      0.3760000           0.5066619           0.0054370
      0.9800000      0.3920000           0.3832465           0.0044166
      0.9800000      0.4080000           0.2690659           0.0039811
      0.9800000      0.4240000           0.1600294           0.0035674
      0.9800000      0.4400000           0.0763303           0.0038644
      0.9800000      0.4560000          -0.0030168           0.0032023
      0.9800000      0.4720000          -0.0734719           0.0024225
      0.9800000      0.4880000          -0.1311320           0.0025121
      0.9800000      0.5040000          -0.1828595           0.0027836
      0.9800000      0.5200000          -0.2214672           0.0014145
      0.9800000      0.5360000          -0.2544184           0.0018251
      0.9800000      0.5520000          -0.2793424           0.0009297
      0.9800000      0.5680000          -0.2964539           0.0013160
      0.9800000      0.5840000          -0.3087344           0.0016573
      0.9800000      0.6000000          -0.3127125           0.0011175
      0.9800000      0.6160000          -0.3102795           0.0016733
      0.9800000      0.6320000          -0.3045662           0.0019749
      0.9800000      0.6480000          -0.2960724           0.0014256
      0.9800000      0.6640000          -0.2741984           0.0030088
      0.9800000      0.6800000          -0.2524898           0.0042928
      0.9800000      0.6960000          -0.2329272           0.0033992
      0.9800000      0.7120000          -0.2124699           0.0049207
      0.9800000      0.7280000          -0.1765887           0.0042685
      0.9800000      0.7440000          -0.1482910           0.0036921
      0.9800000      0.7600000          -0.1133417           0.0034327
      0.9800000      0.7760000          -0.0588668           0.0037169
      0.9800000      0.7920000          -0.0367299           0.0056900
      0.9800000      0.8080000           0.0067172           0.0057028
      0.9800000      0.8240000           0.0453423           0.0055492
      0.9800000      0.8400000           0.1001237           0.0034648
      0.9800000      0.8560000           0.1404621           0.0050329
      0.9800000      0.8720000           0.1784133           0.0086120
      0.9800000      0.8880000           0.2522602           0.0063747
      0.9800000      0.9040000           0.2932392           0.0099142
      0.9800000      0.9200000           0.3356533           0.0102058
      0.9800000      0.9360000           0.3973838           0.0105417
      0.9800000      0.9520000           0.4353641           0.0099546
      0.9800000      0.9680000           0.5224231           0.0099944
      0.9800000      0.9840000           0.5702312           0.0093602
      0.9800000      1.0000000           0.6556838           0.0114312
      1.0000000      0.2000000           4.8021621           0.0293976
      1.0000000      0.2160000           3.9100369           0.0218944
      1.0000000      0.2320000           3.2435314           0.0137784
      1.0000000      0.2480000           2.6613698           0.0151704
      1.0000000      0.2640000           2.2197251           0.0158755
      1.0000000      0.2800000           1.8305211           0.0050645
      1.0000000      0.2960000           1.5215259           0.0108297
      1.0000000      0.3120000           1.2380113           0.0072084
      1.0000000      0.3280000           1.0131903           0.0072794
      1.0000000      0.3440000           0.8263578           0.0058362
      1.0000000      0.3600000           0.6617592           0.0030126
      1.0000000      0.3760000           0.5207233           0.0045323
      1.0000000      0.3920000           0.3840879           0.0048293
      1.0000000      0.4080000           0.2681068           0.0036697
      1.0000000      0.4240000           0.1718796           0.0044089
      1.0000000      0.4400000           0.0904409           0.0011314
      1.0000000      0.4560000           0.0110725           0.0022129
      1.0000000      0.4720000          -0.0546883           0.0030734
      1.0000000      0.4880000          -0.1104707           0.0020054
      1.0000000      0.5040000          -0.1562906           0.0022723
      1.0000000      0.5200000          -0.1983953           0.0013619
      1.0000000      0.5360000          -0.2259977           0.0016136
      1.0000000      0.5520000          -0.2490309           0.0013654
      1.0000000      0.5680000          -0.2678609           0.0013417
      1.0000000      0.5840000          -0.2771955           0.0016887
      1.0000000      0.6000000          -0.2782082           0.0011985
      1.0000000      0.6160000          -0.2781248           0.0017715
      1.0000000      0.6320000          -0.2727986           0.0018731
      1.0000000      0.6480000          -0.2560408           0.0025651
      1.0000000      0.6640000          -0.2437322           0.0029555
      1.0000000      0.6800000          -0.2165577           0.0037720
      1.0000000      0.6960000          -0.1936604           0.0030793
      1.0000000      0.7120000          -0.1689709           0.0035921
      1.0000000      0.7280000          -0.1360361           0.0045650
      1.0000000      0.7440000          -0.1023658           0.0047691
      1.0000000      0.7600000          -0.0634531           0.0047189
      1.0000000      0.7760000          -0.0286209           0.0048978
      1.0000000      0.7920000           0.0170444           0.0054714
      1.0000000      0.8080000           0.0531471           0.0060102
      1.0000000      0.8240000           0.1004230           0.0087621
      1.0000000      0.8400000           0.1384628           0.0077276
      1.0000000      0.8560000           0.1886657           0.0094787
      1.0000000      0.8720000           0.2324580           0.0071479
      1.0000000      0.8880000           0.3009879           0.0104470
      1.0000000      0.9040000           0.3342580           0.0048431
      1.0000000      0.9200000           0.4107161           0.0082905
      1.0000000      0.9360000           0.4653211           0.0099675
      1.0000000      0.9520000           0.5262804           0.0098912
      1.0000000      0.9680000           0.5796178           0.0080015
      1.0000000      0.9840000           0.6450035           0.0126948
      1.0000000      1.0000000           0.7163502           0.0102266
      1.0200000      0.2000000           4.7910157           0.0238718
      1.0200000      0.2160000           3.9196480           0.0288467
      1.0200000      0.2320000           3.2273867           0.0215205
      1.0200000      0.2480000           2.6362300           0.0180728
      1.0200000      0.2640000           2.2168037           0.0106664
