            MU:         SIGMA:                <H>:              ERROR:
      0.8600000      0.4900000          -0.2316863           0.0025552
      0.8600000      0.5000000          -0.2703723           0.0021662
      0.8600000      0.5100000          -0.2983176           0.0015851
      0.8600000      0.5200000          -0.3251240           0.0019701
      0.8600000      0.5300000          -0.3485723           0.0020722
      0.8600000      0.5400000          -0.3707855           0.0011374
      0.8600000      0.5500000          -0.3843994           0.0014293
      0.8600000      0.5600000          -0.4013228           0.0010801
      0.8600000      0.5700000          -0.4103665           0.0013094
      0.8600000      0.5800000          -0.4186386           0.0013265
      0.8600000      0.5900000          -0.4257794           0.0007928
      0.8600000      0.6000000          -0.4306307           0.0006777
      0.8600000      0.6100000          -0.4275871           0.0012687
      0.8600000      0.6200000          -0.4289709           0.0010845
      0.8600000      0.6300000          -0.4294723           0.0013604
      0.8600000      0.6400000          -0.4223303           0.0011624
      0.8600000      0.6500000          -0.4224578           0.0012906
      0.8600000      0.6600000          -0.4161166           0.0008157
      0.8600000      0.6700000          -0.4053604           0.0016065
      0.8600000      0.6800000          -0.3977845           0.0022738
      0.8600000      0.6900000          -0.3876783           0.0020564
      0.8600000      0.7000000          -0.3785821           0.0015235
      0.8600000      0.7100000          -0.3669336           0.0018954
      0.8600000      0.7200000          -0.3527988           0.0024937
      0.8600000      0.7300000          -0.3373537           0.0021915
      0.8600000      0.7400000          -0.3229937           0.0029739
      0.8600000      0.7500000          -0.3158776           0.0026690
      0.8600000      0.7600000          -0.2972283           0.0046529
      0.8600000      0.7700000          -0.2796611           0.0031540
      0.8600000      0.7800000          -0.2650530           0.0017742
      0.8600000      0.7900000          -0.2468941           0.0048369
      0.8600000      0.8000000          -0.2291235           0.0038526
      0.8700000      0.4000000           0.3000252           0.0052286
      0.8700000      0.4100000           0.2251688           0.0025235
      0.8700000      0.4200000           0.1420680           0.0048440
      0.8700000      0.4300000           0.0726598           0.0033698
      0.8700000      0.4400000           0.0176950           0.0038221
      0.8700000      0.4500000          -0.0453958           0.0026629
      0.8700000      0.4600000          -0.1005656           0.0036222
      0.8700000      0.4700000          -0.1439404           0.0032237
      0.8700000      0.4800000          -0.1889812           0.0014528
      0.8700000      0.4900000          -0.2303386           0.0022198
      0.8700000      0.5000000          -0.2622739           0.0022312
      0.8700000      0.5100000          -0.2928998           0.0029155
      0.8700000      0.5200000          -0.3205250           0.0012087
      0.8700000      0.5300000          -0.3459397           0.0009771
      0.8700000      0.5400000          -0.3636719           0.0013193
      0.8700000      0.5500000          -0.3807718           0.0013462
      0.8700000      0.5600000          -0.3943450           0.0012959
      0.8700000      0.5700000          -0.4055060           0.0009750
      0.8700000      0.5800000          -0.4142820           0.0007461
      0.8700000      0.5900000          -0.4187968           0.0010484
      0.8700000      0.6000000          -0.4228608           0.0009200
      0.8700000      0.6100000          -0.4268329           0.0007663
      0.8700000      0.6200000          -0.4225904           0.0008734
      0.8700000      0.6300000          -0.4222026           0.0013334
      0.8700000      0.6400000          -0.4184521           0.0010990
      0.8700000      0.6500000          -0.4149033           0.0016690
      0.8700000      0.6600000          -0.4034019           0.0018295
      0.8700000      0.6700000          -0.3988464           0.0014974
      0.8700000      0.6800000          -0.3919179           0.0018084
      0.8700000      0.6900000          -0.3805057           0.0015767
      0.8700000      0.7000000          -0.3714349           0.0018962
      0.8700000      0.7100000          -0.3568447           0.0021197
      0.8700000      0.7200000          -0.3423425           0.0029758
      0.8700000      0.7300000          -0.3348776           0.0029219
      0.8700000      0.7400000          -0.3151133           0.0024860
      0.8700000      0.7500000          -0.3055123           0.0019800
      0.8700000      0.7600000          -0.2817687           0.0029893
      0.8700000      0.7700000          -0.2760440           0.0028511
      0.8700000      0.7800000          -0.2506889           0.0046977
      0.8700000      0.7900000          -0.2349141           0.0033846
      0.8700000      0.8000000          -0.2119484           0.0033542
      0.8800000      0.4000000           0.3102755           0.0038041
      0.8800000      0.4100000           0.2279421           0.0045796
      0.8800000      0.4200000           0.1560677           0.0038358
      0.8800000      0.4300000           0.0855348           0.0031157
      0.8800000      0.4400000           0.0203768           0.0033436
      0.8800000      0.4500000          -0.0361809           0.0037433
      0.8800000      0.4600000          -0.0942760           0.0030033
      0.8800000      0.4700000          -0.1414101           0.0029610
      0.8800000      0.4800000          -0.1808492           0.0038114
      0.8800000      0.4900000          -0.2233111           0.0020161
      0.8800000      0.5000000          -0.2560900           0.0020407
      0.8800000      0.5100000          -0.2872397           0.0023695
      0.8800000      0.5200000          -0.3116623           0.0019826
      0.8800000      0.5300000          -0.3398495           0.0011606
      0.8800000      0.5400000          -0.3598350           0.0015431
      0.8800000      0.5500000          -0.3740503           0.0010797
      0.8800000      0.5600000          -0.3901264           0.0007600
      0.8800000      0.5700000          -0.3969461           0.0007501
      0.8800000      0.5800000          -0.4076975           0.0011730
      0.8800000      0.5900000          -0.4139840           0.0006948
      0.8800000      0.6000000          -0.4184000           0.0012355
      0.8800000      0.6100000          -0.4200022           0.0010510
      0.8800000      0.6200000          -0.4188768           0.0016627
      0.8800000      0.6300000          -0.4148553           0.0015899
      0.8800000      0.6400000          -0.4127295           0.0012637
      0.8800000      0.6500000          -0.4076033           0.0014336
      0.8800000      0.6600000          -0.4031994           0.0019425
      0.8800000      0.6700000          -0.3947062           0.0021369
      0.8800000      0.6800000          -0.3804673           0.0012966
      0.8800000      0.6900000          -0.3710216           0.0027562
      0.8800000      0.7000000          -0.3631122           0.0023501
      0.8800000      0.7100000          -0.3483589           0.0018618
      0.8800000      0.7200000          -0.3340276           0.0022034
      0.8800000      0.7300000          -0.3216210           0.0026472
      0.8800000      0.7400000          -0.3076956           0.0023366
      0.8800000      0.7500000          -0.2899427           0.0034284
      0.8800000      0.7600000          -0.2769785           0.0028371
      0.8800000      0.7700000          -0.2565627           0.0037079
      0.8800000      0.7800000          -0.2434572           0.0036022
      0.8800000      0.7900000          -0.2168848           0.0029080
      0.8800000      0.8000000          -0.2010536           0.0036871
      0.8900000      0.4000000           0.3021055           0.0028934
      0.8900000      0.4100000           0.2260339           0.0037164
      0.8900000      0.4200000           0.1565644           0.0054592
      0.8900000      0.4300000           0.0941039           0.0037698
      0.8900000      0.4400000           0.0266702           0.0022796
      0.8900000      0.4500000          -0.0330584           0.0028487
      0.8900000      0.4600000          -0.0863915           0.0032084
      0.8900000      0.4700000          -0.1295566           0.0020130
      0.8900000      0.4800000          -0.1769779           0.0017483
      0.8900000      0.4900000          -0.2146353           0.0032129
      0.8900000      0.5000000          -0.2473883           0.0019482
      0.8900000      0.5100000          -0.2822752           0.0020744
      0.8900000      0.5200000          -0.3103007           0.0024081
      0.8900000      0.5300000          -0.3326496           0.0015901
      0.8900000      0.5400000          -0.3504770           0.0015093
      0.8900000      0.5500000          -0.3679917           0.0014196
      0.8900000      0.5600000          -0.3818397           0.0012619
      0.8900000      0.5700000          -0.3919252           0.0006265
      0.8900000      0.5800000          -0.4023909           0.0009727
      0.8900000      0.5900000          -0.4049390           0.0008422
      0.8900000      0.6000000          -0.4092024           0.0012443
      0.8900000      0.6100000          -0.4144929           0.0015765
      0.8900000      0.6200000          -0.4122208           0.0012986
      0.8900000      0.6300000          -0.4103564           0.0011037
      0.8900000      0.6400000          -0.4047059           0.0019424
      0.8900000      0.6500000          -0.3995172           0.0014580
      0.8900000      0.6600000          -0.3933926           0.0013525
      0.8900000      0.6700000          -0.3854061           0.0011154
      0.8900000      0.6800000          -0.3725141           0.0020087
      0.8900000      0.6900000          -0.3672317           0.0026195
      0.8900000      0.7000000          -0.3528762           0.0032076
      0.8900000      0.7100000          -0.3413524           0.0016995
      0.8900000      0.7200000          -0.3273648           0.0019710
      0.8900000      0.7300000          -0.3165037           0.0035435
      0.8900000      0.7400000          -0.3005292           0.0038059
      0.8900000      0.7500000          -0.2812121           0.0042152
      0.8900000      0.7600000          -0.2607292           0.0036856
      0.8900000      0.7700000          -0.2508943           0.0041296
      0.8900000      0.7800000          -0.2199577           0.0024688
      0.8900000      0.7900000          -0.2098216           0.0032423
      0.8900000      0.8000000          -0.1848626           0.0029589
      0.9000000      0.4000000           0.3086798           0.0021482
      0.9000000      0.4100000           0.2266973           0.0032685
      0.9000000      0.4200000           0.1582814           0.0041579
      0.9000000      0.4300000           0.0936762           0.0048504
      0.9000000      0.4400000           0.0345235           0.0041576
      0.9000000      0.4500000          -0.0287519           0.0029253
      0.9000000      0.4600000          -0.0795796           0.0018945
      0.9000000      0.4700000          -0.1289853           0.0030852
      0.9000000      0.4800000          -0.1695018           0.0014111
      0.9000000      0.4900000          -0.2076200           0.0012971
      0.9000000      0.5000000          -0.2420557           0.0017923
      0.9000000      0.5100000          -0.2726258           0.0012139
      0.9000000      0.5200000          -0.2982654           0.0020168
      0.9000000      0.5300000          -0.3204710           0.0010725
      0.9000000      0.5400000          -0.3412455           0.0012702
      0.9000000      0.5500000          -0.3589242           0.0013786
      0.9000000      0.5600000          -0.3740127           0.0010868
      0.9000000      0.5700000          -0.3847068           0.0012365
      0.9000000      0.5800000          -0.3931618           0.0016248
      0.9000000      0.5900000          -0.4006098           0.0011136
      0.9000000      0.6000000          -0.4027036           0.0010875
      0.9000000      0.6100000          -0.4055104           0.0008713
      0.9000000      0.6200000          -0.4028217           0.0014355
      0.9000000      0.6300000          -0.4039112           0.0014113
      0.9000000      0.6400000          -0.3982101           0.0020104
      0.9000000      0.6500000          -0.3907980           0.0012978
      0.9000000      0.6600000          -0.3855008           0.0015480
      0.9000000      0.6700000          -0.3744403           0.0018746
      0.9000000      0.6800000          -0.3665020           0.0020321
      0.9000000      0.6900000          -0.3573687           0.0028803
      0.9000000      0.7000000          -0.3418613           0.0026813
      0.9000000      0.7100000          -0.3268387           0.0030456
      0.9000000      0.7200000          -0.3095371           0.0020880
      0.9000000      0.7300000          -0.2975019           0.0015092
      0.9000000      0.7400000          -0.2868442           0.0032690
      0.9000000      0.7500000          -0.2714269           0.0042084
      0.9000000      0.7600000          -0.2473925           0.0027769
      0.9000000      0.7700000          -0.2376236           0.0054825
      0.9000000      0.7800000          -0.2149480           0.0038948
      0.9000000      0.7900000          -0.1962703           0.0040710
      0.9000000      0.8000000          -0.1733320           0.0046554
      0.9100000      0.4000000           0.3049584           0.0040346
      0.9100000      0.4100000           0.2312537           0.0029127
      0.9100000      0.4200000           0.1664410           0.0044349
      0.9100000      0.4300000           0.0963163           0.0042213
      0.9100000      0.4400000           0.0333209           0.0022120
      0.9100000      0.4500000          -0.0230231           0.0019855
      0.9100000      0.4600000          -0.0718227           0.0026110
      0.9100000      0.4700000          -0.1182875           0.0022360
      0.9100000      0.4800000          -0.1607542           0.0021302
      0.9100000      0.4900000          -0.2023584           0.0032403
      0.9100000      0.5000000          -0.2312776           0.0022112
      0.9100000      0.5100000          -0.2651005           0.0020152
      0.9100000      0.5200000          -0.2933402           0.0012493
      0.9100000      0.5300000          -0.3168620           0.0014959
      0.9100000      0.5400000          -0.3379318           0.0011541
      0.9100000      0.5500000          -0.3525459           0.0010734
      0.9100000      0.5600000          -0.3668934           0.0012279
      0.9100000      0.5700000          -0.3796799           0.0005057
      0.9100000      0.5800000          -0.3854771           0.0012800
      0.9100000      0.5900000          -0.3892406           0.0010679
      0.9100000      0.6000000          -0.3939566           0.0009714
      0.9100000      0.6100000          -0.3947660           0.0016032
      0.9100000      0.6200000          -0.3932750           0.0013031
      0.9100000      0.6300000          -0.3947772           0.0018429
      0.9100000      0.6400000          -0.3879777           0.0014401
      0.9100000      0.6500000          -0.3815251           0.0015392
      0.9100000      0.6600000          -0.3735215           0.0021548
      0.9100000      0.6700000          -0.3627083           0.0016803
      0.9100000      0.6800000          -0.3545125           0.0019826
      0.9100000      0.6900000          -0.3458663           0.0024273
      0.9100000      0.7000000          -0.3360723           0.0014612
      0.9100000      0.7100000          -0.3222726           0.0021738
      0.9100000      0.7200000          -0.3039563           0.0028734
      0.9100000      0.7300000          -0.2896346           0.0018817
      0.9100000      0.7400000          -0.2775226           0.0035158
      0.9100000      0.7500000          -0.2506595           0.0035684
      0.9100000      0.7600000          -0.2383022           0.0046665
      0.9100000      0.7700000          -0.2152018           0.0032571
      0.9100000      0.7800000          -0.2024947           0.0037711
      0.9100000      0.7900000          -0.1832352           0.0052265
      0.9100000      0.8000000          -0.1548976           0.0035027
      0.9200000      0.4000000           0.3135708           0.0026444
      0.9200000      0.4100000           0.2334347           0.0041465
      0.9200000      0.4200000           0.1631240           0.0029618
      0.9200000      0.4300000           0.1074555           0.0033982
      0.9200000      0.4400000           0.0439087           0.0031774
      0.9200000      0.4500000          -0.0111000           0.0032474
      0.9200000      0.4600000          -0.0592192           0.0034801
      0.9200000      0.4700000          -0.1102440           0.0027320
      0.9200000      0.4800000          -0.1579026           0.0031688
      0.9200000      0.4900000          -0.1909193           0.0022888
      0.9200000      0.5000000          -0.2279547           0.0017401
      0.9200000      0.5100000          -0.2569310           0.0020484
      0.9200000      0.5200000          -0.2837961           0.0016305
      0.9200000      0.5300000          -0.3068151           0.0015608
      0.9200000      0.5400000          -0.3261775           0.0009111
      0.9200000      0.5500000          -0.3439437           0.0011761
      0.9200000      0.5600000          -0.3583423           0.0010570
      0.9200000      0.5700000          -0.3675618           0.0011023
      0.9200000      0.5800000          -0.3764495           0.0011168
      0.9200000      0.5900000          -0.3823621           0.0010013
      0.9200000      0.6000000          -0.3865957           0.0014768
      0.9200000      0.6100000          -0.3865817           0.0010638
      0.9200000      0.6200000          -0.3846096           0.0012377
      0.9200000      0.6300000          -0.3807771           0.0013213
      0.9200000      0.6400000          -0.3803693           0.0019531
      0.9200000      0.6500000          -0.3708217           0.0021465
      0.9200000      0.6600000          -0.3611548           0.0011473
      0.9200000      0.6700000          -0.3560262           0.0021664
      0.9200000      0.6800000          -0.3463439           0.0027305
      0.9200000      0.6900000          -0.3319173           0.0028062
      0.9200000      0.7000000          -0.3244826           0.0018936
      0.9200000      0.7100000          -0.3069501           0.0035326
      0.9200000      0.7200000          -0.2918851           0.0030564
      0.9200000      0.7300000          -0.2698537           0.0028970
      0.9200000      0.7400000          -0.2580849           0.0033869
      0.9200000      0.7500000          -0.2401930           0.0049724
      0.9200000      0.7600000          -0.2285264           0.0025883
      0.9200000      0.7700000          -0.2027543           0.0043219
      0.9200000      0.7800000          -0.1850125           0.0039818
      0.9200000      0.7900000          -0.1556130           0.0041927
      0.9200000      0.8000000          -0.1400468           0.0053413
      0.9300000      0.4000000           0.3096869           0.0042175
      0.9300000      0.4100000           0.2408474           0.0042984
      0.9300000      0.4200000           0.1688933           0.0052070
      0.9300000      0.4300000           0.1034640           0.0045754
      0.9300000      0.4400000           0.0451174           0.0029883
      0.9300000      0.4500000          -0.0139946           0.0025858
      0.9300000      0.4600000          -0.0606176           0.0025523
      0.9300000      0.4700000          -0.1096392           0.0034107
      0.9300000      0.4800000          -0.1493621           0.0017400
      0.9300000      0.4900000          -0.1854273           0.0015308
      0.9300000      0.5000000          -0.2194628           0.0017870
      0.9300000      0.5100000          -0.2489697           0.0018327
      0.9300000      0.5200000          -0.2721642           0.0012955
      0.9300000      0.5300000          -0.3006972           0.0012673
      0.9300000      0.5400000          -0.3182552           0.0016900
      0.9300000      0.5500000          -0.3363242           0.0012223
      0.9300000      0.5600000          -0.3473470           0.0008092
      0.9300000      0.5700000          -0.3573510           0.0011368
      0.9300000      0.5800000          -0.3661132           0.0008980
      0.9300000      0.5900000          -0.3730192           0.0009618
      0.9300000      0.6000000          -0.3750016           0.0010785
      0.9300000      0.6100000          -0.3763878           0.0016129
      0.9300000      0.6200000          -0.3732532           0.0017976
      0.9300000      0.6300000          -0.3751384           0.0013187
      0.9300000      0.6400000          -0.3677121           0.0015636
      0.9300000      0.6500000          -0.3640629           0.0019458
      0.9300000      0.6600000          -0.3517713           0.0015305
      0.9300000      0.6700000          -0.3436755           0.0013377
      0.9300000      0.6800000          -0.3334885           0.0029507
      0.9300000      0.6900000          -0.3225379           0.0019152
      0.9300000      0.7000000          -0.3095175           0.0021876
      0.9300000      0.7100000          -0.2896435           0.0033603
      0.9300000      0.7200000          -0.2734554           0.0034936
      0.9300000      0.7300000          -0.2621328           0.0046957
      0.9300000      0.7400000          -0.2513132           0.0043354
      0.9300000      0.7500000          -0.2222563           0.0032693
      0.9300000      0.7600000          -0.2015081           0.0031805
      0.9300000      0.7700000          -0.1915465           0.0032542
      0.9300000      0.7800000          -0.1629359           0.0052412
      0.9300000      0.7900000          -0.1418693           0.0045166
      0.9300000      0.8000000          -0.1147051           0.0034064
      0.9400000      0.4000000           0.3115119           0.0031732
      0.9400000      0.4100000           0.2449443           0.0053889
      0.9400000      0.4200000           0.1706633           0.0049311
      0.9400000      0.4300000           0.1112402           0.0026511
      0.9400000      0.4400000           0.0497691           0.0023539
      0.9400000      0.4500000          -0.0053653           0.0040971
      0.9400000      0.4600000          -0.0571454           0.0036752
      0.9400000      0.4700000          -0.0967022           0.0026748
      0.9400000      0.4800000          -0.1367264           0.0016333
      0.9400000      0.4900000          -0.1694522           0.0023214
      0.9400000      0.5000000          -0.2052722           0.0016982
      0.9400000      0.5100000          -0.2378830           0.0019263
      0.9400000      0.5200000          -0.2671182           0.0017416
      0.9400000      0.5300000          -0.2882260           0.0013231
      0.9400000      0.5400000          -0.3061603           0.0017742
      0.9400000      0.5500000          -0.3250256           0.0014709
      0.9400000      0.5600000          -0.3365848           0.0007033
      0.9400000      0.5700000          -0.3491514           0.0007826
      0.9400000      0.5800000          -0.3564480           0.0010107
      0.9400000      0.5900000          -0.3611723           0.0008114
      0.9400000      0.6000000          -0.3645555           0.0010930
      0.9400000      0.6100000          -0.3671087           0.0009304
      0.9400000      0.6200000          -0.3658232           0.0012504
      0.9400000      0.6300000          -0.3637304           0.0008252
      0.9400000      0.6400000          -0.3592362           0.0018391
      0.9400000      0.6500000          -0.3492084           0.0015144
      0.9400000      0.6600000          -0.3388471           0.0017031
      0.9400000      0.6700000          -0.3316839           0.0024426
      0.9400000      0.6800000          -0.3245837           0.0022465
      0.9400000      0.6900000          -0.3060003           0.0020116
      0.9400000      0.7000000          -0.2937338           0.0026889
      0.9400000      0.7100000          -0.2744603           0.0046656
      0.9400000      0.7200000          -0.2637597           0.0031083
      0.9400000      0.7300000          -0.2461910           0.0028453
      0.9400000      0.7400000          -0.2336723           0.0027645
      0.9400000      0.7500000          -0.2096130           0.0030586
      0.9400000      0.7600000          -0.1950199           0.0015786
      0.9400000      0.7700000          -0.1696893           0.0035517
      0.9400000      0.7800000          -0.1520506           0.0032988
      0.9400000      0.7900000          -0.1239314           0.0046279
      0.9400000      0.8000000          -0.1039062           0.0039012
      0.9500000      0.4000000           0.3116265           0.0039687
      0.9500000      0.4100000           0.2402796           0.0043817
      0.9500000      0.4200000           0.1724696           0.0043188
      0.9500000      0.4300000           0.1160776           0.0031373
      0.9500000      0.4400000           0.0523763           0.0047087
      0.9500000      0.4500000           0.0019415           0.0022451
      0.9500000      0.4600000          -0.0397817           0.0026091
      0.9500000      0.4700000          -0.0858076           0.0035858
      0.9500000      0.4800000          -0.1287333           0.0021972
      0.9500000      0.4900000          -0.1655261           0.0012037
      0.9500000      0.5000000          -0.1969346           0.0018286
      0.9500000      0.5100000          -0.2320244           0.0018888
      0.9500000      0.5200000          -0.2553748           0.0011372
      0.9500000      0.5300000          -0.2763904           0.0008881
      0.9500000      0.5400000          -0.2963591           0.0016042
      0.9500000      0.5500000          -0.3124884           0.0014336
      0.9500000      0.5600000          -0.3261735           0.0006292
      0.9500000      0.5700000          -0.3373944           0.0009161
      0.9500000      0.5800000          -0.3439489           0.0010782
      0.9500000      0.5900000          -0.3504140           0.0007174
      0.9500000      0.6000000          -0.3523482           0.0011793
      0.9500000      0.6100000          -0.3526469           0.0011504
      0.9500000      0.6200000          -0.3504992           0.0021565
      0.9500000      0.6300000          -0.3522351           0.0021608
      0.9500000      0.6400000          -0.3429001           0.0012640
      0.9500000      0.6500000          -0.3363992           0.0013329
      0.9500000      0.6600000          -0.3288161           0.0019891
      0.9500000      0.6700000          -0.3162857           0.0030636
      0.9500000      0.6800000          -0.3088378           0.0019705
      0.9500000      0.6900000          -0.2895436           0.0033631
      0.9500000      0.7000000          -0.2776470           0.0025328
      0.9500000      0.7100000          -0.2599459           0.0034091
      0.9500000      0.7200000          -0.2464205           0.0032348
      0.9500000      0.7300000          -0.2312536           0.0027501
      0.9500000      0.7400000          -0.2074824           0.0029810
      0.9500000      0.7500000          -0.1903600           0.0035162
      0.9500000      0.7600000          -0.1696098           0.0053195
      0.9500000      0.7700000          -0.1558833           0.0048155
      0.9500000      0.7800000          -0.1186575           0.0053625
      0.9500000      0.7900000          -0.1061788           0.0040989
      0.9500000      0.8000000          -0.0854986           0.0044098
      0.9600000      0.4000000           0.3156693           0.0047349
      0.9600000      0.4100000           0.2445584           0.0035299
      0.9600000      0.4200000           0.1806140           0.0037605
      0.9600000      0.4300000           0.1239340           0.0033513
      0.9600000      0.4400000           0.0606641           0.0038110
      0.9600000      0.4500000           0.0117399           0.0034036
      0.9600000      0.4600000          -0.0381116           0.0031719
      0.9600000      0.4700000          -0.0828250           0.0031982
      0.9600000      0.4800000          -0.1193970           0.0011744
      0.9600000      0.4900000          -0.1574328           0.0013107
      0.9600000      0.5000000          -0.1909739           0.0015404
      0.9600000      0.5100000          -0.2169055           0.0010924
      0.9600000      0.5200000          -0.2461386           0.0011516
      0.9600000      0.5300000          -0.2650345           0.0022325
      0.9600000      0.5400000          -0.2847868           0.0016984
      0.9600000      0.5500000          -0.3008632           0.0012027
      0.9600000      0.5600000          -0.3146242           0.0008025
      0.9600000      0.5700000          -0.3243119           0.0009586
      0.9600000      0.5800000          -0.3314712           0.0010592
      0.9600000      0.5900000          -0.3377735           0.0014609
      0.9600000      0.6000000          -0.3400519           0.0012260
      0.9600000      0.6100000          -0.3407752           0.0021111
      0.9600000      0.6200000          -0.3435308           0.0022842
      0.9600000      0.6300000          -0.3344201           0.0017697
      0.9600000      0.6400000          -0.3302141           0.0018759
      0.9600000      0.6500000          -0.3228721           0.0022780
      0.9600000      0.6600000          -0.3136873           0.0025909
      0.9600000      0.6700000          -0.3044102           0.0019942
      0.9600000      0.6800000          -0.2893651           0.0022802
      0.9600000      0.6900000          -0.2735857           0.0042044
      0.9600000      0.7000000          -0.2670472           0.0027707
      0.9600000      0.7100000          -0.2471059           0.0027473
      0.9600000      0.7200000          -0.2337017           0.0024554
      0.9600000      0.7300000          -0.2084669           0.0036429
      0.9600000      0.7400000          -0.1928406           0.0038758
      0.9600000      0.7500000          -0.1695694           0.0017199
      0.9600000      0.7600000          -0.1612846           0.0033805
      0.9600000      0.7700000          -0.1330745           0.0059752
      0.9600000      0.7800000          -0.1042800           0.0030680
      0.9600000      0.7900000          -0.0879270           0.0042709
      0.9600000      0.8000000          -0.0651996           0.0047985
      0.9700000      0.4000000           0.3162437           0.0049631
      0.9700000      0.4100000           0.2504773           0.0036293
      0.9700000      0.4200000           0.1848861           0.0016938
      0.9700000      0.4300000           0.1238933           0.0030183
      0.9700000      0.4400000           0.0694523           0.0026309
      0.9700000      0.4500000           0.0186561           0.0033338
      0.9700000      0.4600000          -0.0332466           0.0020349
      0.9700000      0.4700000          -0.0756447           0.0019701
      0.9700000      0.4800000          -0.1127915           0.0013947
      0.9700000      0.4900000          -0.1506597           0.0011207
      0.9700000      0.5000000          -0.1798185           0.0018575
      0.9700000      0.5100000          -0.2098735           0.0021602
      0.9700000      0.5200000          -0.2367996           0.0016210
      0.9700000      0.5300000          -0.2544491           0.0014910
      0.9700000      0.5400000          -0.2730825           0.0012564
      0.9700000      0.5500000          -0.2888627           0.0009494
      0.9700000      0.5600000          -0.3040922           0.0020958
      0.9700000      0.5700000          -0.3120952           0.0006871
      0.9700000      0.5800000          -0.3186803           0.0016525
      0.9700000      0.5900000          -0.3254312           0.0016237
      0.9700000      0.6000000          -0.3270183           0.0014274
      0.9700000      0.6100000          -0.3259039           0.0016448
      0.9700000      0.6200000          -0.3219012           0.0021103
      0.9700000      0.6300000          -0.3201955           0.0016245
      0.9700000      0.6400000          -0.3123262           0.0014014
      0.9700000      0.6500000          -0.3036903           0.0023096
      0.9700000      0.6600000          -0.2983168           0.0024189
      0.9700000      0.6700000          -0.2910093           0.0023196
      0.9700000      0.6800000          -0.2722056           0.0020052
      0.9700000      0.6900000          -0.2601930           0.0031934
      0.9700000      0.7000000          -0.2407656           0.0035242
      0.9700000      0.7100000          -0.2296857           0.0025563
      0.9700000      0.7200000          -0.2135792           0.0038701
      0.9700000      0.7300000          -0.1935181           0.0053326
      0.9700000      0.7400000          -0.1842837           0.0029490
      0.9700000      0.7500000          -0.1474656           0.0041841
      0.9700000      0.7600000          -0.1372639           0.0035039
      0.9700000      0.7700000          -0.1148078           0.0050401
      0.9700000      0.7800000          -0.0999772           0.0042007
      0.9700000      0.7900000          -0.0640095           0.0035664
      0.9700000      0.8000000          -0.0380587           0.0047416
      0.9800000      0.4000000           0.3179323           0.0049116
      0.9800000      0.4100000           0.2465700           0.0047972
      0.9800000      0.4200000           0.1861731           0.0048066
      0.9800000      0.4300000           0.1258903           0.0030131
      0.9800000      0.4400000           0.0745196           0.0040669
      0.9800000      0.4500000           0.0260360           0.0023847
      0.9800000      0.4600000          -0.0269386           0.0034223
      0.9800000      0.4700000          -0.0641074           0.0023860
      0.9800000      0.4800000          -0.1033174           0.0022414
      0.9800000      0.4900000          -0.1384412           0.0011760
      0.9800000      0.5000000          -0.1705829           0.0022150
      0.9800000      0.5100000          -0.1982128           0.0014730
      0.9800000      0.5200000          -0.2212287           0.0013525
      0.9800000      0.5300000          -0.2414217           0.0009156
      0.9800000      0.5400000          -0.2647408           0.0011451
      0.9800000      0.5500000          -0.2777510           0.0006938
      0.9800000      0.5600000          -0.2873222           0.0014413
      0.9800000      0.5700000          -0.2981921           0.0008242
      0.9800000      0.5800000          -0.3053386           0.0014339
      0.9800000      0.5900000          -0.3081918           0.0011836
      0.9800000      0.6000000          -0.3132553           0.0018152
      0.9800000      0.6100000          -0.3113363           0.0011828
      0.9800000      0.6200000          -0.3096379           0.0012678
      0.9800000      0.6300000          -0.3049748           0.0015739
      0.9800000      0.6400000          -0.2993145           0.0029239
      0.9800000      0.6500000          -0.2904267           0.0025596
      0.9800000      0.6600000          -0.2792785           0.0016167
      0.9800000      0.6700000          -0.2745841           0.0025445
      0.9800000      0.6800000          -0.2555818           0.0023006
      0.9800000      0.6900000          -0.2404372           0.0033901
      0.9800000      0.7000000          -0.2251675           0.0032518
      0.9800000      0.7100000          -0.2139705           0.0042419
      0.9800000      0.7200000          -0.2012545           0.0025725
      0.9800000      0.7300000          -0.1714752           0.0040615
      0.9800000      0.7400000          -0.1591945           0.0021858
      0.9800000      0.7500000          -0.1323478           0.0039579
      0.9800000      0.7600000          -0.1082530           0.0056943
      0.9800000      0.7700000          -0.0943755           0.0063715
      0.9800000      0.7800000          -0.0789005           0.0054695
      0.9800000      0.7900000          -0.0427421           0.0058010
      0.9800000      0.8000000          -0.0192855           0.0053042
      0.9900000      0.4000000           0.3249424           0.0037301
      0.9900000      0.4100000           0.2530076           0.0038766
      0.9900000      0.4200000           0.1885078           0.0049032
      0.9900000      0.4300000           0.1311870           0.0035466
      0.9900000      0.4400000           0.0806804           0.0034132
      0.9900000      0.4500000           0.0310644           0.0040133
      0.9900000      0.4600000          -0.0092795           0.0023811
      0.9900000      0.4700000          -0.0548095           0.0016306
      0.9900000      0.4800000          -0.0978258           0.0024653
      0.9900000      0.4900000          -0.1263120           0.0024740
      0.9900000      0.5000000          -0.1601020           0.0018677
      0.9900000      0.5100000          -0.1874097           0.0015563
      0.9900000      0.5200000          -0.2132974           0.0018887
      0.9900000      0.5300000          -0.2304241           0.0010023
      0.9900000      0.5400000          -0.2481663           0.0009808
      0.9900000      0.5500000          -0.2617848           0.0012620
