#NUM_PART   XCOORD   YCOORD   ZCOORD     DIST
     522     1.01    -0.34     0.60     1.22
     523     0.18     0.33     1.42     1.46
     524     0.18     0.33     1.42     1.46
     525     1.05     1.39     0.47     1.80
     526     1.05     1.39     0.47     1.80
     527     1.05     1.39     0.47     1.80
     528     1.05     1.39     0.47     1.80
     529     1.05     1.39     0.47     1.80
     530     1.05     1.39     0.47     1.80
     531     1.42     1.58     1.64     2.68
     532     2.53     1.49     0.85     3.06
     533     2.29     1.02     1.29     2.82
     534     2.29     1.02     1.29     2.82
     535     3.01     1.69     0.54     3.49
     536     3.01     1.69     0.54     3.49
     537     2.59     2.52    -0.13     3.61
     538     2.59     2.52    -0.13     3.61
     539     1.59     1.37    -0.47     2.15
     540     0.83     1.88    -0.47     2.11
     541     0.83     1.88    -0.47     2.11
     542     0.08     1.77    -1.09     2.08
     543    -0.24     0.58    -0.86     1.07
     544    -0.24     0.58    -0.86     1.07
     545     0.05    -0.15    -0.62     0.64
     546    -0.57     0.02    -0.26     0.63
     547    -0.57     0.02    -0.26     0.63
     548     0.20     0.52     0.80     0.98
     549     0.20     0.52     0.80     0.98
     550     0.20     0.52     0.80     0.98
     551     0.20     0.52     0.80     0.98
     552     0.20     0.52     0.80     0.98
     553    -0.29     0.69    -0.26     0.79
     554     0.80     0.21     0.38     0.91
     555    -0.02    -0.69    -0.18     0.71
     556    -0.02    -0.69    -0.18     0.71
     557    -0.02    -0.69    -0.18     0.71
     558    -0.78    -0.32     0.64     1.06
     559    -0.18     0.58     0.47     0.77
     560    -0.18     0.58     0.47     0.77
     561    -0.18     0.58     0.47     0.77
     562    -0.56     0.13     0.84     1.02
     563    -0.56     0.13     0.84     1.02
     564    -0.56     0.13     0.84     1.02
     565    -0.31     0.04     1.59     1.62
     566    -0.31     0.04     1.59     1.62
     567    -0.31     0.04     1.59     1.62
     568    -0.31     0.04     1.59     1.62
     569    -0.31     0.04     1.59     1.62
     570    -0.31     0.04     1.59     1.62
     571    -0.31     0.04     1.59     1.62
     572    -0.42     0.24     1.05     1.16
     573    -0.42     0.24     1.05     1.16
     574     0.66     0.87     0.57     1.23
     575     0.02    -0.31     0.80     0.86
     576    -0.41    -0.66     0.25     0.81
     577    -0.07    -0.37     0.41     0.56
     578     0.35    -0.94    -0.57     1.15
     579     1.01    -0.17     0.04     1.03
     580     1.01    -0.17     0.04     1.03
     581    -0.17    -1.09    -1.13     1.58
     582    -0.17    -1.09    -1.13     1.58
     583     0.97    -0.35     0.07     1.03
     584     0.97    -0.35     0.07     1.03
     585     1.42    -0.33     0.48     1.53
     586     1.42    -0.33     0.48     1.53
     587     1.20     0.39    -0.44     1.34
     588     1.20     0.39    -0.44     1.34
     589     1.89    -0.34     0.64     2.03
     590     1.75    -0.14    -0.43     1.81
     591     1.75    -0.14    -0.43     1.81
     592     1.09    -1.12    -1.00     1.86
     593     1.09    -1.12    -1.00     1.86
     594     0.56    -0.37    -1.93     2.04
     595     0.56    -0.37    -1.93     2.04
     596     1.15     0.75    -1.04     1.72
     597     0.24    -0.02    -1.76     1.78
