#NUM_PART   XCOORD   YCOORD   ZCOORD     DIST
     354    -0.43    -0.32    -0.38     0.66
     355    -0.90     0.28    -0.72     1.18
     356    -0.14    -0.69    -0.26     0.75
     357    -0.14    -0.69    -0.26     0.75
     358    -0.14    -0.69    -0.26     0.75
     359     0.28    -0.10     0.23     0.37
     360     0.28    -0.10     0.23     0.37
     361     1.08     0.13    -0.04     1.09
     362     1.93    -0.71    -0.71     2.18
     363     2.18    -0.37    -0.85     2.37
     364     2.18    -0.37    -0.85     2.37
     365     2.18    -0.37    -0.85     2.37
     366     2.18    -0.37    -0.85     2.37
     367     1.12    -1.30    -1.05     2.01
     368     1.12    -1.30    -1.05     2.01
     369     2.00    -0.12    -0.98     2.23
     370     2.00    -0.12    -0.98     2.23
     371     2.25     0.03    -0.77     2.37
     372     2.32    -0.17    -1.95     3.04
     373     1.85    -0.02    -1.56     2.43
     374     2.44     1.07    -0.92     2.82
     375     2.84     0.69    -0.81     3.03
     376     1.69     1.23    -1.21     2.41
     377     0.77     1.62    -0.36     1.83
     378     0.53     1.70     0.81     1.95
     379     0.86     0.77     0.24     1.18
     380     0.67     1.10     0.38     1.35
     381     0.67     1.10     0.38     1.35
     382    -0.10     0.07     1.45     1.45
     383    -0.76     0.55     0.43     1.03
     384    -1.43     1.36     0.39     2.01
     385    -2.53     2.25    -0.74     3.46
     386    -2.72     1.33    -1.01     3.19
     387    -3.49     2.02    -1.61     4.34
     388    -3.50     1.77    -1.16     4.09
     389    -2.57     1.00    -2.13     3.48
     390    -1.48     0.93    -1.44     2.26
     391    -1.48     0.93    -1.44     2.26
     392    -1.80    -0.22    -1.25     2.20
     393    -1.28    -0.12    -1.45     1.94
     394    -1.28    -0.12    -1.45     1.94
     395    -0.92     0.44    -0.80     1.29
     396    -0.92     0.44    -0.80     1.29
     397    -0.51     1.48     0.30     1.59
     398    -0.51     1.48     0.30     1.59
     399    -0.51     1.48     0.30     1.59
     400     0.21     0.41    -0.79     0.91
     401     0.21     0.41    -0.79     0.91
     402     0.21     0.41    -0.79     0.91
     403     0.21     0.41    -0.79     0.91
     404     0.51     0.92     0.29     1.09
     405     0.51     0.92     0.29     1.09
     406    -0.31     0.85     0.00     0.91
     407    -0.31     0.85     0.00     0.91
     408    -0.31     0.85     0.00     0.91
     409    -0.31     0.85     0.00     0.91
     410    -0.31     0.85     0.00     0.91
     411    -0.31     0.85     0.00     0.91
     412    -0.24     0.54     0.78     0.98
     413     0.08     1.38     0.33     1.42
     414    -0.17     1.33     0.50     1.44
     415    -0.05     0.35     0.86     0.93
     416    -0.05     0.35     0.86     0.93
     417    -0.05     0.35     0.86     0.93
     418     0.40     1.08     0.14     1.16
     419     0.40     1.08     0.14     1.16
     420     0.57     0.11    -0.05     0.58
     421     0.57     0.11    -0.05     0.58
     422     0.02    -0.02     0.49     0.49
     423     0.02    -0.02     0.49     0.49
     424     0.33     1.03    -0.13     1.09
     425     0.33     1.03    -0.13     1.09
     426     0.33     1.03    -0.13     1.09
     427     0.33     1.03    -0.13     1.09
     428     0.33     1.03    -0.13     1.09
     429    -0.61     1.29     0.82     1.65
     430    -0.61     1.29     0.82     1.65
     431    -1.03     0.74    -0.14     1.28
     432    -1.25     0.74    -0.57     1.56
     433    -0.32    -0.21     0.02     0.38
     434    -0.32    -0.21     0.02     0.38
     435    -0.32    -0.21     0.02     0.38
     436    -0.32    -0.21     0.02     0.38
     437    -0.32    -0.21     0.02     0.38
     438    -0.31     0.15     0.56     0.66
     439    -0.64    -0.98    -0.29     1.20
     440    -0.94     0.02     0.85     1.26
     441    -0.94     0.02     0.85     1.26
     442    -0.94     0.02     0.85     1.26
     443    -0.68    -0.21     1.26     1.45
     444    -0.03    -0.89     0.37     0.97
     445    -0.03    -0.89     0.37     0.97
     446     0.98    -0.83     0.86     1.55
     447     0.15    -1.65     0.02     1.65
     448    -0.66    -0.87    -1.01     1.49
     449    -1.00    -0.52    -1.42     1.82
     450    -1.00    -0.52    -1.42     1.82
     451    -1.00    -0.52    -1.42     1.82
     452    -1.07    -0.59    -0.40     1.29
     453    -1.07    -0.59    -0.40     1.29
     454    -1.07    -0.59    -0.40     1.29
     455    -1.07    -0.59    -0.40     1.29
     456    -1.07    -0.59    -0.40     1.29
     457    -0.70    -0.08    -0.07     0.71
     458    -0.70    -0.08    -0.07     0.71
     459    -0.70    -0.08    -0.07     0.71
     460    -0.70    -0.08    -0.07     0.71
     461    -0.70    -0.08    -0.07     0.71
     462     0.49     0.03    -0.01     0.49
     463     0.49     0.03    -0.01     0.49
     464     0.49     0.03    -0.01     0.49
     465     0.49     0.03    -0.01     0.49
     466    -0.50    -0.63    -0.79     1.13
     467    -0.50    -0.63    -0.79     1.13
     468    -0.50    -0.63    -0.79     1.13
     469    -0.50    -0.63    -0.79     1.13
     470    -0.50    -0.63    -0.79     1.13
     471    -0.36    -1.15    -0.64     1.36
     472     0.64    -0.89     0.40     1.17
     473     0.95    -0.48     0.46     1.15
     474     0.52     0.26     1.04     1.19
     475    -0.27    -0.21     1.57     1.61
     476    -1.18    -0.55     0.81     1.53
     477    -1.01     0.09     0.62     1.19
     478    -1.09    -0.36     1.49     1.88
     479    -0.10     0.31     1.42     1.45
     480     0.07     1.17     0.22     1.19
     481    -0.62     1.21    -0.16     1.37
     482    -0.62     1.21    -0.16     1.37
     483    -0.62     1.21    -0.16     1.37
     484    -0.62     1.21    -0.16     1.37
     485    -0.76     0.25    -0.46     0.93
     486    -0.76     0.25    -0.46     0.93
     487    -0.76     0.25    -0.46     0.93
     488    -0.76     0.25    -0.46     0.93
     489    -0.76     0.25    -0.46     0.93
     490    -0.76     0.25    -0.46     0.93
     491    -0.76     0.25    -0.46     0.93
     492    -0.76     0.25    -0.46     0.93
     493    -0.76     0.25    -0.46     0.93
     494    -0.76     0.25    -0.46     0.93
     495    -0.76     0.25    -0.46     0.93
     496    -0.76     0.25    -0.46     0.93
     497    -1.64    -0.72    -0.36     1.82
     498    -1.64    -0.72    -0.36     1.82
     499    -1.07    -1.18    -0.28     1.62
     500    -1.97    -0.88     0.28     2.18
     501    -1.99    -1.43    -0.19     2.46
     502    -1.73    -0.47     0.71     1.93
     503    -1.37     0.15     1.06     1.74
     504    -1.07    -0.26     0.16     1.11
     505    -1.07    -0.26     0.16     1.11
     506    -1.07    -0.26     0.16     1.11
     507    -0.98     0.54     0.94     1.46
     508    -0.98     0.54     0.94     1.46
     509    -0.98     0.54     0.94     1.46
     510    -0.91     0.64     0.92     1.44
     511     0.12     1.37     0.50     1.46
     512    -0.90     0.81     0.00     1.21
     513    -0.35     1.54    -0.70     1.73
     514     0.67     1.16    -1.40     1.94
     515     0.86     1.01    -1.04     1.69
     516    -0.03     0.99    -0.01     0.99
     517     0.26     1.26     0.50     1.38
     518     0.28     0.54     0.34     0.69
     519     0.28     0.54     0.34     0.69
     520     0.86    -0.12     0.23     0.90
     521     1.71    -0.10     0.52     1.79
     522     1.86    -1.29     0.91     2.44
     523     1.03    -0.62     1.72     2.10
     524     1.03    -0.62     1.72     2.10
     525     1.90     0.44     0.78     2.10
     526     1.90     0.44     0.78     2.10
     527     1.90     0.44     0.78     2.10
     528     2.75     1.09    -0.05     2.96
     529     2.47     1.83    -0.57     3.12
     530     2.47     1.83    -0.57     3.12
     531     2.84     2.02     0.59     3.53
     532     3.95     1.93    -0.20     4.40
     533     3.71     1.46     0.25     3.99
     534     3.71     1.46     0.25     3.99
     535     3.71     1.46     0.25     3.99
     536     3.71     1.46     0.25     3.99
     537     3.29     2.28    -0.42     4.03
     538     3.29     2.28    -0.42     4.03
     539     2.29     1.14    -0.76     2.67
     540     1.53     1.65    -0.76     2.37
     541     1.53     1.65    -0.76     2.37
     542     0.78     1.54    -1.38     2.21
     543     0.46     0.34    -1.16     1.29
     544    -0.28    -0.81    -1.25     1.51
     545     0.01    -1.53    -1.00     1.83
     546    -0.61    -1.37    -0.65     1.63
     547    -0.61    -1.37    -0.65     1.63
     548     0.16    -0.86     0.42     0.97
     549     0.45     0.09     0.32     0.56
     550     0.45     0.09     0.32     0.56
     551     0.45     0.09     0.32     0.56
     552     0.45     0.09     0.32     0.56
     553    -0.04     0.26    -0.74     0.79
     554     1.05    -0.22    -0.10     1.08
     555     0.23    -1.12    -0.66     1.32
     556     0.23    -1.12    -0.66     1.32
     557     0.23    -1.12    -0.66     1.32
     558    -0.53    -0.75     0.16     0.93
     559     0.07     0.15    -0.02     0.17
     560     0.07     0.15    -0.02     0.17
     561     0.07     0.15    -0.02     0.17
     562     0.07     0.15    -0.02     0.17
     563     0.07     0.15    -0.02     0.17
     564     0.07     0.15    -0.02     0.17
     565     0.07     0.15    -0.02     0.17
     566     0.07     0.15    -0.02     0.17
     567     0.07     0.15    -0.02     0.17
     568     0.07     0.15    -0.02     0.17
     569     0.07     0.15    -0.02     0.17
