COST_FUNCTION:      MEAN_COST_FUNCTION:
   87.8220102              312.2473921
   88.0700845              312.6404693
   87.7463558              310.4049525
   85.2940782              319.8383607
   88.0862814              319.2851180
   87.9324274              311.7690351
   87.7463558              320.3428210
   85.1784364              309.7720784
   86.7913966              313.2337482
   86.7913966              316.0354020
   87.3350584              313.5631268
   86.5513907              310.5258327
   85.2940782              315.9958634
   87.7463558              318.2225051
   85.2940782              312.3557581
   87.9324274              318.9667151
   85.1784364              315.2259829
   87.7463558              317.4154772
   85.1784364              306.8260513
   86.7913966              322.1610584
   86.3688534              319.2075833
   87.3002123              317.8167708
   85.2708211              314.1329963
   85.2940782              320.2811864
   85.1733156              315.4357833
   85.2708211              311.6277279
   86.3688534              313.3707832
   85.1733156              313.6375540
   85.2940782              313.6754110
   85.1784364              315.4863058
   85.1440990              314.2236137
   85.1784364              307.4067940
   84.9896069              316.1103565
   85.1440990              312.8001339
   85.2940782              313.9199346
   85.1733156              311.6289070
   85.2708211              312.9247076
   85.2940782              314.1537269
   84.9896069              307.9699402
   85.2940782              313.6202540
   85.1784364              310.1904490
   85.0284572              314.9496606
   84.1315442              311.6682227
   84.8117416              308.8836544
   85.1440990              312.2379343
   84.9359276              308.2284808
   84.9359276              313.9472587
   84.9896069              317.6178156
   85.0284572              315.0748459
   84.1315442              314.2667410
   84.8117416              308.0213352
   84.8117416              314.2354696
   85.0284572              319.9533391
   84.1315442              308.6629467
   84.1315442              316.2873108
   84.9359276              312.0988105
   84.7522189              312.6548626
   84.8082790              306.2252015
   84.7522189              316.2073870
   84.2993260              316.6736694
   84.1315442              312.9559101
   84.1315442              314.8120462
   83.6832583              314.2673899
   84.1315442              313.3775034
   84.1315442              313.6349678
   84.1315442              312.3809062
   84.1315442              303.6309232
   83.4815995              312.7115751
   84.1315442              314.3002004
   83.4815995              314.0337384
   84.2993260              313.8355310
   84.1315442              309.6888777
   84.1315442              312.9499311
   84.1315442              312.4101713
   83.4815995              318.2606434
